Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,PHI,NBA,SG,69,NA,11.7,1.1,2.9,0.389,0.7,1.2,0.605,NA,NA,1.2,1.5,NA,NA,1.2,3
1967-68,23,PHI,NBA,SG,82,NA,19.7,2.3,4.8,0.483,1.4,1.9,0.776,NA,NA,2.3,2.3,NA,NA,2.1,6.1
1968-69,24,PHI,NBA,SF,72,NA,11.6,1.3,3,0.426,0.8,1.1,0.667,NA,NA,1.3,1.4,NA,NA,1.7,3.3
1969-70,25,PHI,NBA,SG,80,NA,19.5,2.4,5.2,0.454,1.3,1.9,0.711,NA,NA,2.7,2.8,NA,NA,2.5,6.1
1970-71,26,TOT,NBA,SG,79,NA,28,2.6,5.3,0.493,1.3,1.7,0.732,NA,NA,2,4.3,NA,NA,2.4,6.5
1970-71,26,PHI,NBA,SG,1,NA,5,0,0,NA,0,0,NA,NA,NA,1,0,NA,NA,0,0
1970-71,26,CHI,NBA,SG,78,NA,28.3,2.6,5.4,0.493,1.3,1.8,0.732,NA,NA,2,4.4,NA,NA,2.4,6.6
1971-72,27,CIN,NBA,SG,61,NA,32.4,3.1,6.3,0.496,1,1.4,0.771,NA,NA,2.3,5.3,NA,NA,2.5,7.3
1972-73,28,KCO,NBA,SG,79,NA,36,4.1,7.2,0.57,0.9,1.1,0.822,NA,NA,3.1,5.1,NA,NA,2.4,9.1
1973-74,29,TOT,NBA,SG,75,NA,24.9,2.6,5.3,0.492,0.5,0.8,0.65,0.4,1.2,1.6,3.2,0.7,0.3,2,5.7
1973-74,29,KCO,NBA,SG,9,NA,35,4.6,9.2,0.494,0.9,1.3,0.667,0.2,2.1,2.3,4,0.9,0.1,2.3,10
1973-74,29,HOU,NBA,SG,39,NA,25.8,2.4,5.2,0.458,0.5,0.7,0.75,0.4,1.1,1.5,3.4,0.7,0.4,1.9,5.3
1973-74,29,BUF,NBA,SG,27,NA,20.3,2.3,4.1,0.555,0.4,0.7,0.5,0.4,1,1.5,2.6,0.7,0.2,2.1,4.9
1974-75,30,CHI,NBA,SG,82,NA,25.5,3.1,6.1,0.51,1,1.3,0.757,0.3,1.4,1.7,2.2,0.5,0.2,1.9,7.2
1975-76,31,TOT,NBA,SG,56,NA,14.2,1.3,3.1,0.422,0.3,0.5,0.667,0.4,0.7,1.1,1.3,0.3,0.1,1.4,2.9
1975-76,31,CHI,NBA,SG,18,NA,15.4,2,4.1,0.486,0.5,0.6,0.818,0.2,0.7,0.9,1.6,0.3,0.1,1.3,4.5
1975-76,31,KCK,NBA,SG,38,NA,13.6,1,2.6,0.374,0.2,0.4,0.563,0.5,0.8,1.2,1.1,0.3,0.1,1.4,2.2
Career,NA,,NBA,,735,NA,22.6,2.4,5,0.489,1,1.3,0.727,0.4,1.2,2,3,0.5,0.2,2,5.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,PHI,NBA,,304,NA,15.9,1.8,4,0.448,1.1,1.5,0.706,NA,NA,1.9,2,NA,NA,1.9,4.7
4 seasons,NA,"CIN,KCO,KCK",NBA,,187,NA,30.2,3.2,6.1,0.522,0.8,1.1,0.771,0.4,1,2.4,4.3,0.4,0.1,2.2,7.1
3 seasons,NA,CHI,NBA,,178,NA,25.7,2.8,5.6,0.501,1.1,1.4,0.746,0.3,1.3,1.8,3.1,0.5,0.2,2.1,6.6
1 season,NA,HOU,NBA,,39,NA,25.8,2.4,5.2,0.458,0.5,0.7,0.75,0.4,1.1,1.5,3.4,0.7,0.4,1.9,5.3
1 season,NA,BUF,NBA,,27,NA,20.3,2.3,4.1,0.555,0.4,0.7,0.5,0.4,1,1.5,2.6,0.7,0.2,2.1,4.9
