Season,Team,Lg,Salary
1991-92,Utah Jazz,NBA,"$130,000"
1992-93,Utah Jazz,NBA,"$400,000"
1993-94,Utah Jazz,NBA,"$450,000"
1996-97,Miami Heat,NBA,"$247,500"
1997-98,Miami Heat,NBA,"$384,000"
1998-99,Orlando Magic,NBA,"$5,000,000"
1999-00,Washington Wizards,NBA,"$4,819,451"
2000-01,Vancouver Grizzlies,NBA,"$5,500,000"
2001-02,Memphis Grizzlies,NBA,"$5,695,715"
Career,(may be incomplete),,"$22,626,666"
