,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,22,ORL,NBA,PG,1,11,.500,23.0,.500,.000,.000,.000,.500,.500,.000,,,,.000,1.000,,.000,0,.000,.000,,0,0
2007-08,23,ORL,NBA,SG,2,10,.000,24.3,.250,.000,.000,.000,.250,.750,.000,,,,.000,.000,,.000,0,,.000,,0,0
2008-09,24,ORL,NBA,SG,16,327,.373,19.7,.373,.133,.036,.072,.133,.627,.323,.455,.333,.333,.182,.404,.600,.000,0,.952,.192,.500,0,0
2009-10,25,ORL,NBA,SG,14,269,.423,17.9,.507,.155,.056,.085,.211,.493,.417,.455,.500,.333,.400,.429,.533,.000,0,.800,.286,.100,0,0
2010-11,26,ORL,NBA,SG,6,120,.357,17.1,.643,.143,.095,.095,.310,.357,.519,.667,.250,.750,.462,.067,.500,.024,1,1.000,.133,.000,0,0
2011-12,27,ORL,NBA,SG,5,123,.432,16.3,.568,.182,.136,.068,.182,.432,.600,.750,.667,.333,.500,.211,.133,.000,0,.500,.211,.250,0,0
2012-13,28,MIL,NBA,SG,4,69,.440,18.8,.520,.160,.000,.080,.280,.480,.538,1.000,,.000,.429,.333,.429,.000,0,1.000,.083,.000,0,0
2013-14,29,LAC,NBA,SG,13,351,.459,19.1,.511,.090,.105,.068,.248,.489,.515,.750,.357,.444,.515,.400,.914,.000,0,1.000,.215,.571,0,0
2014-15,30,LAC,NBA,SG,14,540,.435,20.2,.453,.062,.056,.056,.280,.547,.479,.900,.667,.556,.333,.398,.857,.000,0,.943,.307,.444,0,0
2015-16,31,LAC,NBA,SG,6,166,.430,18.0,.608,.114,.089,.114,.291,.392,.479,.556,.429,.444,.478,.355,1.000,.000,0,1.000,.065,.500,0,0
2016-17,32,LAC,NBA,SG,7,206,.380,17.6,.480,.220,.060,.040,.160,.520,.417,.727,.000,.500,.125,.346,.700,.000,0,1.000,.115,.667,0,0
2017-18,33,PHI,NBA,SG,10,342,.444,19.4,.444,.126,.037,.052,.230,.556,.567,.588,.800,.429,.548,.347,.824,.000,0,1.000,.200,.467,0,0
2018-19,34,PHI,NBA,SG,12,376,.435,22.6,.298,.032,.016,.065,.185,.702,.486,1.000,.000,.375,.478,.414,.944,.000,0,.889,.207,.500,0,0
Career,,,NBA,,110,2910,.425,19.4,.466,.108,.060,.068,.230,.534,.486,.670,.456,.431,.425,.371,.755,.001,1,.931,.208,.434,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,ORL,NBA,,44,860,.390,18.2,.492,.146,.069,.077,.199,.508,.446,.556,.471,.421,.367,.336,.426,.004,1,.833,.208,.269,0,0
4 seasons,,LAC,NBA,,40,1263,.435,19.1,.504,.099,.078,.069,.258,.496,.484,.738,.424,.483,.404,.386,.893,.000,0,.975,.219,.500,0,0
2 seasons,,PHI,NBA,,22,718,.440,20.9,.375,.081,.027,.058,.208,.625,.536,.667,.571,.400,.519,.383,.865,.000,0,.935,.204,.485,0,0
1 season,,MIL,NBA,,4,69,.440,18.8,.520,.160,.000,.080,.280,.480,.538,1.000,,.000,.429,.333,.429,.000,0,1.000,.083,.000,0,0
