Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,25,TOT,BAA,,61,NA,NA,4.6,13.1,0.349,3.6,4.6,0.774,NA,2.6,2.8,12.7
1948-49,25,INJ,BAA,,37,NA,NA,4.4,13.2,0.331,3.5,4.6,0.754,NA,3.4,2.7,12.2
1948-49,25,NYK,BAA,,24,NA,NA,4.9,13,0.376,3.8,4.7,0.804,NA,1.4,3.1,13.5
1949-50,26,NYK,NBA,,58,NA,NA,1.6,4.9,0.322,1.5,1.9,0.796,NA,1.6,2,4.6
1950-51,27,NYK,NBA,,64,NA,NA,2.4,5.9,0.404,1.9,2.5,0.775,2,1.8,2.5,6.7
1951-52,28,NYK,NBA,SG,62,NA,21.2,3,7.7,0.387,1.5,1.9,0.756,2,2,2.7,7.4
1952-53,29,TOT,NBA,PG,55,NA,25.9,3.4,9.2,0.372,2.8,3.7,0.743,2.6,3.1,3.2,9.6
1952-53,29,NYK,NBA,,6,NA,16.5,1.3,5,0.267,2,2,1,3.7,2.5,2.8,4.7
1952-53,29,BLB,NBA,PG,49,NA,27,3.7,9.7,0.378,2.9,4,0.727,2.4,3.1,3.3,10.2
Career,NA,,TOT,,300,NA,23.4,3,8.1,0.366,2.2,2.9,0.767,2.2,2.2,2.6,8.2
,NA,,NBA,,239,NA,23.4,2.6,6.9,0.375,1.9,2.5,0.764,2.2,2.1,2.6,7.1
,NA,,BAA,,61,NA,NA,4.6,13.1,0.349,3.6,4.6,0.774,NA,2.6,2.8,12.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,NYK,BAA,,214,NA,20.8,2.6,6.9,0.374,1.9,2.4,0.787,2.1,1.8,2.5,7
1 season,NA,BLB,NBA,,49,NA,27,3.7,9.7,0.378,2.9,4,0.727,2.4,3.1,3.3,10.2
1 season,NA,INJ,BAA,,37,NA,NA,4.4,13.2,0.331,3.5,4.6,0.754,NA,3.4,2.7,12.2
