Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2002-03,23,TOT,NBA,PG-SG,46,7,688,3.8,11.3,0.338,0.8,2.7,0.286,3.1,8.6,0.354,2.8,3.6,0.787,1.5,3.9,5.4,7,2.1,0.3,2.1,5.3,11.2,NA,100,107
2002-03,23,ATL,NBA,SG,15,7,364,4.2,11.7,0.358,0.9,2.5,0.353,3.3,9.3,0.359,3,4.2,0.724,1.3,4.6,5.9,6.1,2.3,0.1,2.3,5.5,12.3,NA,99,107
2002-03,23,MIN,NBA,PG,31,0,324,3.4,10.8,0.313,0.6,2.9,0.222,2.7,7.9,0.347,2.6,2.9,0.889,1.8,3.1,4.8,8.1,1.8,0.5,1.9,5,10,NA,101,107
2003-04,24,HOU,NBA,PG,26,0,145,6.4,13.6,0.472,2.3,3.8,0.6,4.1,9.8,0.423,3.8,4.5,0.833,1.1,4.9,6,6.4,1.1,0,2.6,5.7,18.8,NA,119,103
2004-05,25,SAS,NBA,PG,48,0,278,6.2,15,0.416,1,3.1,0.313,5.2,11.8,0.443,2.3,3.1,0.75,0.8,4.1,4.9,6.4,2.7,0.2,2.7,5,15.7,NA,100,100
2005-06,26,TOT,NBA,PG,47,0,348,4.4,13.7,0.322,0.5,2.9,0.158,4,10.8,0.366,3.8,6.3,0.61,1.4,4.6,6,4.9,2.1,0.2,3.7,5.2,13.1,NA,83,109
2005-06,26,CLE,NBA,PG,37,0,243,3.7,13,0.288,0.4,3.1,0.143,3.3,9.9,0.333,1.3,2.6,0.5,1.3,4.6,5.9,4,1.8,0.2,3.3,5.9,9.2,NA,71,107
2005-06,26,SEA,NBA,PG,10,0,105,6,15.5,0.387,0.5,2.5,0.2,5.5,13,0.423,9.5,14.5,0.655,1.5,4.5,6,7,3,0,4.5,3.5,21.9,NA,102,113
2006-07,27,SEA,NBA,PG,47,4,534,6.5,13.8,0.468,0.5,1.5,0.333,6,12.3,0.484,3.2,4.1,0.786,1.5,3.8,5.3,7.7,1.5,0.4,3,5.2,16.6,NA,109,113
2007-08,28,TOT,NBA,PG,15,0,188,4.5,9.5,0.472,0.8,2.1,0.375,3.7,7.4,0.5,1.1,1.1,1,1.3,3.7,5,3.7,2.4,0,2.4,3.4,10.8,NA,102,109
2007-08,28,DEN,NBA,PG,8,0,122,3.9,9.1,0.435,0.8,2,0.4,3.2,7.1,0.444,0.8,0.8,1,1.6,3.2,4.7,2.4,2,0,2,3.5,9.5,NA,97,110
2007-08,28,WAS,NBA,PG,4,0,44,2.4,4.9,0.5,1.2,2.4,0.5,1.2,2.4,0.5,0,0,NA,1.2,6.1,7.3,3.7,3.7,0,1.2,2.4,6.1,NA,123,107
2007-08,28,SEA,NBA,PG,3,0,22,11.3,20.4,0.556,0,2.3,0,11.3,18.1,0.625,4.5,4.5,1,0,2.3,2.3,11.3,2.3,0,6.8,4.5,27.2,NA,105,112
2009-10,30,OKC,NBA,PG,4,0,59,5.2,10.5,0.5,1.7,2.6,0.667,3.5,7.9,0.444,1.7,3.5,0.5,0.9,2.6,3.5,3.5,0,0,3.5,4.4,14,NA,99,112
Career,NA,,NBA,,233,11,2240,5.1,12.7,0.402,0.8,2.5,0.321,4.3,10.2,0.422,2.9,3.9,0.741,1.3,4,5.4,6.4,1.9,0.2,2.7,5,13.9,NA,101,108
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"SEA,OKC",NBA,,64,4,720,6.4,14,0.461,0.6,1.7,0.333,5.9,12.2,0.479,4.1,5.6,0.727,1.4,3.8,5.1,7.4,1.6,0.3,3.4,4.9,17.5,NA,107,113
1 season,NA,SAS,NBA,,48,0,278,6.2,15,0.416,1,3.1,0.313,5.2,11.8,0.443,2.3,3.1,0.75,0.8,4.1,4.9,6.4,2.7,0.2,2.7,5,15.7,NA,100,100
1 season,NA,CLE,NBA,,37,0,243,3.7,13,0.288,0.4,3.1,0.143,3.3,9.9,0.333,1.3,2.6,0.5,1.3,4.6,5.9,4,1.8,0.2,3.3,5.9,9.2,NA,71,107
1 season,NA,MIN,NBA,,31,0,324,3.4,10.8,0.313,0.6,2.9,0.222,2.7,7.9,0.347,2.6,2.9,0.889,1.8,3.1,4.8,8.1,1.8,0.5,1.9,5,10,NA,101,107
1 season,NA,HOU,NBA,,26,0,145,6.4,13.6,0.472,2.3,3.8,0.6,4.1,9.8,0.423,3.8,4.5,0.833,1.1,4.9,6,6.4,1.1,0,2.6,5.7,18.8,NA,119,103
1 season,NA,ATL,NBA,,15,7,364,4.2,11.7,0.358,0.9,2.5,0.353,3.3,9.3,0.359,3,4.2,0.724,1.3,4.6,5.9,6.1,2.3,0.1,2.3,5.5,12.3,NA,99,107
1 season,NA,DEN,NBA,,8,0,122,3.9,9.1,0.435,0.8,2,0.4,3.2,7.1,0.444,0.8,0.8,1,1.6,3.2,4.7,2.4,2,0,2,3.5,9.5,NA,97,110
1 season,NA,WAS,NBA,,4,0,44,2.4,4.9,0.5,1.2,2.4,0.5,1.2,2.4,0.5,0,0,NA,1.2,6.1,7.3,3.7,3.7,0,1.2,2.4,6.1,NA,123,107
