,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2008-09,21,WAS,NBA,C,75,1143,.494,4.3,1.000,.589,.261,.101,.049,.000,.494,.618,.297,.282,.474,,.592,.217,80,,,,0,0
2009-10,22,WAS,NBA,C,60,968,.508,4.1,.997,.603,.254,.117,.023,.003,.510,.649,.308,.278,.286,.000,.641,.218,64,,.000,,0,0
2010-11,23,WAS,NBA,C,79,2193,.550,4.2,.995,.570,.323,.076,.026,.005,.552,.683,.426,.239,.188,.000,.536,.268,155,,.000,,0,0
2011-12,24,TOT,NBA,C,61,1535,.556,4.1,1.000,.585,.299,.089,.027,.000,.556,.700,.370,.286,.400,,.638,.286,150,,,,0,0
2011-12,24,WAS,NBA,C,41,1124,.535,4.5,1.000,.525,.343,.100,.033,.000,.535,.705,.358,.300,.385,,.612,.238,93,,,,0,0
2011-12,24,DEN,NBA,C,20,411,.612,3.0,1.000,.743,.184,.059,.013,.000,.612,.690,.429,.222,.500,,.699,.414,57,,,,0,0
2012-13,25,DEN,NBA,C,79,1433,.575,3.9,.998,.647,.237,.078,.036,.002,.574,.704,.352,.366,.158,1.000,.689,.370,175,1.000,.000,,0,0
2013-14,26,DEN,NBA,C,5,79,.447,5.6,1.000,.500,.289,.105,.105,.000,.447,.632,.182,.750,.000,,.647,.237,9,,,,0,0
2014-15,27,TOT,NBA,C,23,256,.532,4.5,1.000,.557,.266,.127,.051,.000,.532,.727,.429,.100,.000,,.810,.266,18,,,,0,0
2014-15,27,DEN,NBA,C,17,195,.557,3.5,1.000,.590,.311,.082,.016,.000,.557,.694,.421,.200,.000,,.824,.262,13,,,,0,0
2014-15,27,PHI,NBA,C,6,61,.444,7.8,1.000,.444,.111,.278,.167,.000,.444,.875,.500,.000,.000,,.750,.278,5,,,,0,0
2015-16,28,DAL,NBA,C,34,370,.575,3.6,.993,.664,.179,.067,.082,.007,.579,.719,.250,.111,.545,.000,.701,.388,49,,.000,,0,0
2016-17,29,GSW,NBA,C,77,739,.652,2.5,.987,.777,.188,.019,.003,.013,.660,.730,.400,.500,.000,.000,.769,.417,121,,.000,,1,0
2017-18,30,GSW,NBA,C,65,615,.621,4.4,.973,.621,.215,.073,.064,.027,.638,.750,.489,.250,.500,.000,.824,.356,75,,.167,.000,0,0
2018-19,31,LAL,NBA,C,75,1671,.624,4.0,.981,.637,.262,.058,.025,.019,.634,.762,.399,.351,.500,.083,.779,.337,201,1.000,.083,.000,1,0
2019-20,32,LAL,NBA,C,61,1023,.640,3.6,.979,.700,.226,.046,.007,.021,.643,.753,.344,.462,.500,.500,.736,.406,109,.667,.000,,1,0
Career,,,NBA,,694,12025,.575,3.9,.992,.627,.259,.075,.031,.008,.578,.707,.373,.301,.352,.147,.686,.315,1206,.800,.059,.000,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,WAS,NBA,,255,5428,.526,4.3,.998,.569,.301,.095,.032,.002,.527,.666,.364,.273,.345,.000,.585,.240,392,,.000,,0,0
2 seasons,,GSW,NBA,,142,1354,.639,3.3,.981,.714,.199,.041,.028,.019,.652,.737,.439,.318,.467,.000,.791,.392,196,,.100,.000,1,0
2 seasons,,LAL,NBA,,136,2694,.629,3.9,.981,.656,.251,.054,.019,.019,.637,.759,.384,.380,.500,.222,.766,.358,310,.750,.056,.000,2,0
4 seasons,,DEN,NBA,,121,2118,.575,3.8,.999,.654,.235,.076,.033,.001,.574,.697,.361,.356,.154,1.000,.700,.364,254,1.000,.000,,0,0
1 season,,DAL,NBA,,34,370,.575,3.6,.993,.664,.179,.067,.082,.007,.579,.719,.250,.111,.545,.000,.701,.388,49,,.000,,0,0
1 season,,PHI,NBA,,6,61,.444,7.8,1.000,.444,.111,.278,.167,.000,.444,.875,.500,.000,.000,,.750,.278,5,,,,0,0
