Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998-99,23,LAC,NBA,C,45,36,28.4,3.8,8.9,0.431,0,0,NA,3.8,8.9,0.431,0.431,1.3,2.6,0.483,2.7,5.3,7.9,0.6,0.6,1.2,1.9,3,8.9
1999-00,24,LAC,NBA,C,80,77,31.2,4.1,9.5,0.437,0,0,NA,4.1,9.5,0.437,0.437,1.5,2.4,0.651,2.4,5.8,8.2,0.5,0.4,1.8,2.2,3.8,9.8
2000-01,25,LAC,NBA,C,82,82,25.9,3.8,8.6,0.435,0,0,NA,3.8,8.6,0.435,0.435,1,1.9,0.545,2,4.4,6.4,0.6,0.4,1.3,2.1,3,8.5
2001-02,26,LAC,NBA,C,80,79,32.1,4.8,11.1,0.433,0,0,NA,4.8,11.1,0.433,0.433,1.5,2.4,0.622,2.1,6.8,8.9,1.1,0.7,1.8,2.2,2.7,11.1
2002-03,27,LAC,NBA,C,36,36,38,5.2,12.1,0.427,0,0,NA,5.2,12.1,0.427,0.427,1.9,2.9,0.657,1.6,7.5,9.1,1.3,0.5,2.2,2.7,3.1,12.3
2003-04,28,MIN,NBA,C,43,25,21.5,2.8,6.6,0.425,0,0,NA,2.8,6.6,0.425,0.425,0.8,1.4,0.59,1.8,3.9,5.7,0.6,0.4,1.6,1.3,3.2,6.5
2004-05,29,MIN,NBA,C,62,34,19.6,2.6,5.7,0.456,0,0,NA,2.6,5.7,0.456,0.456,0.7,1.1,0.667,1.7,3.5,5.2,0.5,0.2,0.9,1.1,3.1,5.9
2005-06,30,TOT,NBA,C,48,24,19.1,2.2,5,0.446,0,0,NA,2.2,5,0.446,0.446,0.5,1,0.511,1,3.5,4.6,0.5,0.5,0.7,1.1,2.5,5
2005-06,30,MIN,NBA,C,32,24,23.5,2.7,6.1,0.446,0,0,NA,2.7,6.1,0.446,0.446,0.6,1.2,0.487,1.4,4.2,5.6,0.5,0.6,0.8,1.3,3.1,6
2005-06,30,BOS,NBA,C,16,0,10.4,1.3,2.8,0.444,0,0,NA,1.3,2.8,0.444,0.444,0.3,0.5,0.625,0.3,2.3,2.6,0.4,0.2,0.4,0.9,1.4,2.8
2006-07,31,BOS,NBA,C,24,0,9.8,0.8,1.9,0.413,0,0,NA,0.8,1.9,0.413,0.413,0.1,0.1,0.667,0.6,1.4,2,0.2,0.3,0.5,0.7,2,1.7
Career,NA,,NBA,,500,393,26.3,3.6,8.2,0.435,0,0,NA,3.6,8.2,0.435,0.435,1.1,1.9,0.597,1.9,4.9,6.8,0.7,0.5,1.4,1.8,3,8.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,LAC,NBA,,323,310,30.5,4.3,9.9,0.433,0,0,NA,4.3,9.9,0.433,0.433,1.4,2.3,0.597,2.2,5.8,8,0.8,0.5,1.6,2.2,3.2,9.9
3 seasons,NA,MIN,NBA,,137,83,21.1,2.7,6.1,0.443,0,0,NA,2.7,6.1,0.443,0.443,0.7,1.2,0.598,1.7,3.8,5.5,0.5,0.4,1.1,1.2,3.1,6.1
2 seasons,NA,BOS,NBA,,40,0,10,1,2.3,0.429,0,0,NA,1,2.3,0.429,0.429,0.2,0.3,0.636,0.5,1.8,2.2,0.3,0.3,0.5,0.8,1.8,2.1
