Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1951-52,23,INO,NBA,SG,64,NA,24.6,3.6,9.6,0.372,1.9,2.3,0.819,1.9,1.9,1.8,9
1952-53,24,TOT,NBA,PG,55,NA,13.8,1.7,5.2,0.336,1.4,1.7,0.848,1.3,1,1.3,4.9
1952-53,24,INO,NBA,,34,NA,15.5,1.7,5.6,0.311,1.7,1.9,0.877,1.5,1,1.1,5.1
1952-53,24,FTW,NBA,,7,NA,7.1,1.4,3.4,0.417,0.4,0.7,0.6,0,0.6,1,3.3
1952-53,24,BLB,NBA,PG,14,NA,13,1.9,5.1,0.375,1.3,1.6,0.818,1.4,1.2,2.1,5.1
Career,NA,,NBA,,119,NA,19.6,2.7,7.6,0.36,1.7,2,0.83,1.6,1.5,1.6,7.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,INO,NBA,,98,NA,21.5,2.9,8.2,0.357,1.8,2.2,0.836,1.8,1.6,1.6,7.7
1 season,NA,BLB,NBA,,14,NA,13,1.9,5.1,0.375,1.3,1.6,0.818,1.4,1.2,2.1,5.1
1 season,NA,FTW,NBA,,7,NA,7.1,1.4,3.4,0.417,0.4,0.7,0.6,0,0.6,1,3.3
