Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000-01,23,DET,NBA,PF,15,0,126,2.9,8.9,0.323,0,1.4,0,2.9,7.4,0.385,3.1,5.1,0.611,2.3,4.3,6.6,0.9,2,0.6,2.6,7.7,8.9
2001-02,24,DET,NBA,PF,8,0,43,5,10.9,0.462,2.5,5.9,0.429,2.5,5,0.5,1.7,1.7,1,1.7,3.3,5,1.7,0.8,0,0,4.2,14.2
2002-03,25,WAS,NBA,PF,5,0,15,2.4,9.6,0.25,0,2.4,0,2.4,7.2,0.333,4.8,4.8,1,7.2,4.8,12,2.4,0,0,2.4,0,9.6
2003-04,26,GSW,NBA,PF,76,11,1634,4.8,10.3,0.472,1.2,2.7,0.444,3.6,7.5,0.482,5.2,6,0.878,2.2,4.8,7,2.3,1.5,0.4,1.9,4.5,16.1
2004-05,27,MEM,NBA,PF,58,16,1433,4,10.9,0.37,1.1,3.1,0.352,2.9,7.7,0.378,4,4.5,0.873,1.6,4.1,5.7,2.9,2.2,0.5,2.1,4.3,13.1
2005-06,28,MEM,NBA,PF,36,0,402,4.1,9.9,0.414,1.2,2.6,0.448,3,7.3,0.402,1.7,2.4,0.704,1,3.9,4.9,3,2.1,0,2.4,5.8,11.1
2006-07,29,MEM,NBA,PF,28,1,313,4.8,9.8,0.494,2.1,5.1,0.409,2.8,4.7,0.585,2.9,3.1,0.926,1.5,5.3,6.8,3.6,2.5,0.1,2.6,4.8,14.6
2007-08,30,MEM,NBA,PF,37,1,440,3.5,10.3,0.341,2,6.6,0.309,1.5,3.7,0.4,1.1,1.6,0.684,2.1,5.7,7.9,1.8,0.8,0.2,1.9,5.1,10.1
2008-09,31,MIN,NBA,PF,64,4,909,2.6,6.7,0.385,1.2,3.6,0.326,1.4,3,0.455,1.2,1.4,0.857,1.5,4.1,5.6,3,1.5,0.5,1.9,5.3,7.5
2009-10,32,MIN,NBA,PF,29,0,267,1.9,4.9,0.389,0.4,1.2,0.333,1.5,3.6,0.407,2.3,2.4,0.944,0.9,3,3.9,3.2,1.2,0.4,0.9,7.6,6.5
2010-11,33,DAL,NBA,SF,56,4,618,2.5,5.8,0.43,2.4,5.1,0.483,0.1,0.8,0.077,1,1,0.944,0.6,2.9,3.4,2.3,1.4,0.4,1,4.8,8.4
2011-12,34,DAL,NBA,SF,44,0,277,1.8,7.1,0.255,1.3,6.4,0.204,0.5,0.8,0.667,0.6,0.8,0.833,0.5,3.9,4.4,2.1,1,0.3,1,4.9,5.6
Career,NA,,NBA,,456,37,6477,3.7,9,0.408,1.4,3.6,0.372,2.3,5.4,0.432,3,3.5,0.861,1.6,4.2,5.8,2.6,1.6,0.4,1.8,4.9,11.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,MEM,NBA,,159,18,2588,4,10.5,0.386,1.4,3.9,0.358,2.7,6.6,0.402,3,3.5,0.846,1.6,4.5,6.1,2.8,2,0.3,2.2,4.7,12.5
2 seasons,NA,DAL,NBA,,100,4,895,2.3,6.2,0.368,2.1,5.5,0.382,0.2,0.8,0.263,0.9,1,0.917,0.6,3.2,3.7,2.3,1.3,0.4,1,4.8,7.6
2 seasons,NA,MIN,NBA,,93,4,1176,2.4,6.3,0.385,1,3.1,0.327,1.4,3.2,0.442,1.4,1.6,0.887,1.4,3.8,5.2,3.1,1.4,0.5,1.7,5.8,7.3
1 season,NA,GSW,NBA,,76,11,1634,4.8,10.3,0.472,1.2,2.7,0.444,3.6,7.5,0.482,5.2,6,0.878,2.2,4.8,7,2.3,1.5,0.4,1.9,4.5,16.1
2 seasons,NA,DET,NBA,,23,0,169,3.4,9.4,0.364,0.6,2.6,0.25,2.8,6.8,0.406,2.8,4.3,0.65,2.1,4,6.2,1.1,1.7,0.4,1.9,6.8,10.2
1 season,NA,WAS,NBA,,5,0,15,2.4,9.6,0.25,0,2.4,0,2.4,7.2,0.333,4.8,4.8,1,7.2,4.8,12,2.4,0,0,2.4,0,9.6
