,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2001-02,21,SEA,NBA,PF,61,1230,.412,15.9,.556,.212,.110,.068,.167,.444,.406,.547,.205,.208,.441,.420,.563,.051,16,.985,.248,.462,0,0
2002-03,22,SEA,NBA,PF,72,1910,.410,16.4,.561,.181,.121,.073,.186,.439,.453,.678,.321,.327,.371,.355,.629,.042,26,.933,.290,.318,3,0
2003-04,23,SEA,NBA,PF,77,2321,.425,16.5,.536,.209,.090,.058,.179,.464,.471,.647,.301,.362,.386,.371,.527,.059,43,.936,.318,.342,2,0
2004-05,24,SEA,NBA,PF,63,1856,.409,17.3,.494,.202,.083,.054,.157,.506,.430,.588,.278,.314,.353,.389,.486,.048,30,.969,.225,.351,3,0
2005-06,25,TOT,NBA,PF,77,1974,.407,17.7,.449,.199,.081,.031,.138,.551,.429,.516,.269,.450,.393,.390,.613,.039,21,.964,.178,.492,1,0
2005-06,25,SEA,NBA,PF,47,1089,.401,17.4,.490,.198,.099,.034,.159,.510,.436,.513,.289,.385,.443,.367,.634,.039,13,.972,.122,.625,1,0
2005-06,25,LAC,NBA,PF,30,885,.417,18.2,.390,.201,.054,.027,.108,.610,.416,.519,.214,.571,.286,.418,.571,.039,8,.955,.247,.410,0,0
2006-07,26,LAL,NBA,PF,55,986,.424,13.1,.627,.323,.127,.070,.108,.373,.475,.569,.550,.227,.265,.339,.606,.028,9,.950,.356,.476,0,0
2007-08,27,LAL,NBA,SF,65,1483,.453,16.2,.465,.247,.078,.041,.098,.535,.507,.630,.324,.389,.395,.406,.748,.053,20,.937,.423,.424,1,0
2008-09,28,TOT,NBA,SF,78,1445,.421,18.0,.438,.180,.071,.060,.127,.562,.446,.619,.273,.393,.322,.401,.626,.039,16,.971,.370,.402,3,0
2008-09,28,LAL,NBA,SF,46,771,.444,18.8,.364,.168,.051,.051,.093,.636,.449,.639,.273,.455,.200,.441,.829,.042,8,.983,.404,.400,1,0
2008-09,28,CHA,NBA,SF,32,674,.401,17.3,.500,.190,.087,.067,.155,.500,.444,.604,.273,.353,.385,.357,.500,.036,8,.956,.333,.405,2,0
2009-10,29,TOT,NBA,PF,41,891,.377,14.2,.604,.297,.099,.084,.125,.396,.442,.556,.222,.478,.324,.278,.575,.051,12,.933,.278,.267,0,0
2009-10,29,CHA,NBA,PF,8,133,.333,16.1,.476,.286,.048,.048,.095,.524,.350,.417,.500,.500,.000,.318,.429,.000,0,1.000,.318,.286,0,0
2009-10,29,GSW,NBA,PF,33,758,.385,13.9,.628,.299,.108,.091,.130,.372,.455,.580,.200,.476,.367,.267,.591,.061,12,.913,.267,.261,0,0
2010-11,30,GSW,NBA,PF,74,1169,.431,16.8,.456,.223,.097,.044,.091,.544,.462,.634,.355,.143,.310,.405,.522,.041,13,.957,.277,.458,0,0
2011-12,31,ATL,NBA,SF,49,755,.376,19.4,.315,.162,.036,.025,.091,.685,.387,.500,.286,.000,.333,.370,.625,.020,3,.960,.341,.326,0,0
2012-13,32,CHI,NBA,PF,25,144,.302,17.3,.372,.233,.070,.023,.047,.628,.500,.600,.333,.000,.500,.185,.625,.023,1,1.000,.481,.231,0,0
Career,,,NBA,,737,16164,.415,16.6,.504,.215,.092,.055,.143,.496,.451,.598,.310,.329,.367,.378,.587,.045,210,.955,.295,.386,13,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,SEA,NBA,,320,8406,.413,16.7,.529,.200,.099,.059,.171,.471,.445,.609,.288,.321,.389,.377,.561,.049,128,.955,.253,.371,9,0
3 seasons,,LAL,NBA,,166,3240,.442,15.7,.495,.254,.088,.053,.100,.505,.484,.606,.424,.333,.309,.400,.703,.042,37,.954,.402,.429,2,0
2 seasons,,GSW,NBA,,107,1927,.412,15.6,.528,.255,.102,.064,.107,.472,.459,.607,.286,.343,.339,.359,.556,.049,25,.946,.274,.394,0,0
1 season,,ATL,NBA,,49,755,.376,19.4,.315,.162,.036,.025,.091,.685,.387,.500,.286,.000,.333,.370,.625,.020,3,.960,.341,.326,0,0
2 seasons,,CHA,NBA,,40,807,.391,17.1,.497,.204,.082,.065,.146,.503,.432,.567,.292,.368,.349,.351,.492,.031,8,.962,.331,.388,2,0
1 season,,LAC,NBA,,30,885,.417,18.2,.390,.201,.054,.027,.108,.610,.416,.519,.214,.571,.286,.418,.571,.039,8,.955,.247,.410,0,0
1 season,,CHI,NBA,,25,144,.302,17.3,.372,.233,.070,.023,.047,.628,.500,.600,.333,.000,.500,.185,.625,.023,1,1.000,.481,.231,0,0
