,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,20,NOK,NBA,PF,29,268,.400,6.7,1.000,.457,.214,.171,.157,.000,.400,.563,.400,.167,.182,,.607,.086,6,,,,0,0
2006-07,21,NOK,NBA,PF,21,162,.341,7.7,.977,.409,.205,.250,.114,.023,.349,.500,.222,.182,.400,.000,.533,.091,2,,.000,,0,0
2007-08,22,DAL,NBA,C,79,1557,.499,9.1,.992,.300,.209,.300,.183,.008,.503,.547,.437,.480,.544,.000,.569,.103,45,,.000,,0,0
2008-09,23,DAL,NBA,C,81,1574,.496,9.1,.988,.404,.104,.211,.270,.012,.502,.580,.396,.449,.467,.000,.698,.157,72,,.000,,5,0
2009-10,24,ORL,NBA,PF,50,648,.511,8.7,1.000,.369,.142,.249,.240,.000,.511,.628,.424,.466,.429,,.513,.116,25,,,,0,0
2010-11,25,ORL,NBA,PF,76,1980,.515,10.4,.997,.298,.132,.236,.332,.003,.516,.682,.388,.421,.486,.000,.657,.138,81,,.000,,0,0
2011-12,26,BOS,NBA,PF,59,1868,.479,11.8,1.000,.237,.100,.256,.407,.000,.479,.553,.286,.500,.471,,.772,.089,52,,,,0,0
2012-13,27,BOS,NBA,PF,81,2239,.486,11.3,.997,.255,.122,.267,.353,.003,.487,.607,.403,.459,.452,.000,.748,.104,56,,.000,,2,0
2013-14,28,BOS,NBA,PF,82,2266,.486,9.3,.992,.348,.171,.233,.240,.008,.487,.603,.290,.562,.385,.333,.603,.110,75,.500,.333,.000,1,0
2014-15,29,BOS,NBA,PF,82,1929,.504,9.6,.953,.366,.132,.183,.272,.047,.515,.684,.322,.400,.457,.281,.690,.149,94,1.000,.875,.321,0,0
2015-16,30,LAL,NBA,PF,66,1342,.549,5.1,.994,.596,.132,.151,.114,.006,.552,.667,.381,.396,.361,.000,.764,.287,86,,.000,,0,0
2016-17,31,LAC,NBA,PF,52,577,.575,6.8,.984,.532,.118,.237,.097,.016,.579,.687,.500,.477,.333,.333,.679,.199,35,1.000,.333,.000,0,0
Career,,,NBA,,758,16410,.499,9.5,.989,.346,.139,.233,.272,.011,.502,.623,.366,.463,.453,.207,.674,.133,629,.917,.534,.290,8,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,BOS,NBA,,304,8302,.489,10.4,.985,.305,.133,.233,.314,.015,.492,.620,.321,.486,.445,.275,.699,.114,277,.909,.750,.300,3,0
2 seasons,,DAL,NBA,,160,3131,.498,9.1,.990,.353,.156,.255,.227,.010,.503,.567,.423,.467,.498,.000,.635,.131,117,,.000,,5,0
2 seasons,,ORL,NBA,,126,2628,.514,10.0,.998,.317,.134,.239,.308,.002,.515,.665,.398,.433,.474,.000,.619,.132,106,,.000,,0,0
1 season,,LAL,NBA,,66,1342,.549,5.1,.994,.596,.132,.151,.114,.006,.552,.667,.381,.396,.361,.000,.764,.287,86,,.000,,0,0
1 season,,LAC,NBA,,52,577,.575,6.8,.984,.532,.118,.237,.097,.016,.579,.687,.500,.477,.333,.333,.679,.199,35,1.000,.333,.000,0,0
2 seasons,,NOK,NBA,,50,430,.377,7.1,.991,.439,.211,.202,.140,.009,.381,.540,.333,.174,.250,.000,.581,.088,8,,.000,,0,0
