,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,26,GSW,NBA,C,48,1410,.467,10.0,.955,.260,.250,.220,.224,.045,.478,.727,.346,.446,.368,.217,.612,.030,13,1.000,.000,,2,0
2001-02,27,TOT,NBA,C,39,495,.366,9.6,.994,.293,.220,.189,.293,.006,.368,.521,.250,.290,.354,.000,.600,.037,5,,.000,,0,0
2001-02,27,GSW,NBA,C,17,169,.338,9.5,1.000,.277,.262,.215,.246,.000,.338,.556,.294,.143,.313,,.591,.031,1,,,,0,0
2001-02,27,MIN,NBA,C,22,326,.384,9.7,.990,.303,.192,.172,.323,.010,.388,.500,.211,.412,.375,.000,.605,.040,4,,.000,,0,0
2002-03,28,MIN,NBA,C,77,1041,.438,9.3,.997,.350,.183,.143,.321,.003,.437,.631,.391,.320,.304,1.000,.757,.054,19,.000,.000,,0,0
2003-04,29,PHI,NBA,PF,22,598,.415,7.2,.994,.421,.193,.234,.146,.006,.418,.542,.242,.325,.440,.000,.704,.029,5,,.000,,1,0
2004-05,30,PHI,NBA,C,81,1976,.465,7.7,.997,.432,.155,.189,.222,.003,.466,.551,.407,.370,.426,.000,.674,.023,16,,.500,.000,0,0
2005-06,31,TOT,NBA,C,64,1027,.472,10.4,.995,.304,.138,.211,.341,.005,.471,.580,.490,.346,.444,.500,.566,.014,4,1.000,.000,,0,0
2005-06,31,NJN,NBA,C,37,433,.446,10.0,1.000,.291,.176,.236,.297,.000,.446,.535,.538,.314,.409,,.591,.014,1,,,,0,0
2005-06,31,NOK,NBA,C,27,594,.489,10.6,.991,.312,.113,.195,.371,.009,.489,.609,.440,.372,.463,.500,.551,.014,3,1.000,.000,,0,0
2006-07,32,NOK,NBA,PF,56,1025,.410,12.5,.997,.219,.137,.155,.487,.003,.411,.576,.340,.267,.402,.000,.742,.003,1,,.000,,1,0
Career,,,NBA,,387,7572,.446,9.5,.988,.331,.178,.190,.290,.012,.448,.592,.367,.358,.393,.226,.664,.025,63,.857,.032,.000,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,PHI,NBA,,103,2574,.456,7.6,.997,.430,.162,.197,.207,.003,.457,.549,.370,.360,.428,.000,.679,.024,21,,.333,.000,1,0
2 seasons,,MIN,NBA,,99,1367,.426,9.4,.996,.339,.185,.150,.321,.004,.426,.605,.349,.343,.319,.500,.726,.051,23,.000,.000,,0,0
2 seasons,,NOK,NBA,,83,1619,.438,11.8,.995,.253,.128,.169,.445,.005,.439,.591,.372,.311,.421,.333,.665,.007,4,1.000,.000,,1,0
2 seasons,,GSW,NBA,,65,1579,.452,9.9,.960,.262,.251,.220,.227,.040,.462,.707,.340,.413,.362,.217,.610,.030,14,1.000,.000,,2,0
1 season,,NJN,NBA,,37,433,.446,10.0,1.000,.291,.176,.236,.297,.000,.446,.535,.538,.314,.409,,.591,.014,1,,,,0,0
