Season,Team,Lg,Salary
1987-88,Phoenix Suns,NBA,"$536,100"
1988-89,Phoenix Suns,NBA,"$532,000"
1989-90,Phoenix Suns,NBA,"$2,140,000"
1990-91,Phoenix Suns,NBA,"$1,750,000"
1991-92,Phoenix Suns,NBA,"$1,950,000"
1992-93,Phoenix Suns,NBA,"$1,850,000"
1993-94,Phoenix Suns,NBA,"$2,300,000"
1994-95,Phoenix Suns,NBA,"$2,750,000"
1995-96,Phoenix Suns,NBA,"$2,900,000"
1996-97,Phoenix Suns,NBA,"$7,000,000"
1997-98,Phoenix Suns,NBA,"$8,000,000"
Career,(may be incomplete),,"$31,708,100"
