Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,19,TOR,NBA,SF,8,0,2.9,0.5,1.5,0.333,0.3,0.4,0.667,0.3,1.1,0.222,0.417,0,0,NA,0.1,0.1,0.3,0,0,0.1,0.5,0.4,1.3
2015-16,20,TOR,NBA,SF,6,1,7.2,0.2,2,0.083,0.2,1.2,0.143,0,0.8,0,0.125,0,0,NA,0.2,0.2,0.3,0.2,0.3,0.2,0.7,0.3,0.5
2016-17,21,TOR,NBA,SF,9,0,4.4,0.7,1.8,0.375,0.2,0.7,0.333,0.4,1.1,0.4,0.438,0,0,NA,0.6,0.6,1.1,0.4,0.2,0.1,0.2,0.4,1.6
2017-18,22,TOT,NBA,SF,12,0,8.9,0.8,2.6,0.29,0.3,1.4,0.176,0.5,1.2,0.429,0.339,0.4,0.5,0.833,0.6,1.3,1.8,0.3,0.3,0.3,0.3,0.7,2.2
2017-18,22,TOR,NBA,SF,2,0,3.5,0,1,0,0,1,0,0,0,NA,0,0,0,NA,0,0.5,0.5,0.5,0.5,0,0,0.5,0
2017-18,22,SAC,NBA,SF,10,0,10,0.9,2.9,0.31,0.3,1.5,0.2,0.6,1.4,0.429,0.362,0.5,0.6,0.833,0.7,1.4,2.1,0.3,0.2,0.4,0.4,0.7,2.6
2018-19,23,MEM,NBA,SF,34,19,23.5,2.8,6.6,0.427,1.4,3.8,0.369,1.4,2.8,0.505,0.533,1.2,1.5,0.84,1.2,3.4,4.6,1.5,0.4,1,1.1,2.4,8.3
2019-20,24,TOT,NBA,SF,27,0,8.1,1.2,2.9,0.416,0.1,1,0.143,1,1.8,0.571,0.442,0.1,0.2,0.8,0.8,1.1,2,0.4,0.4,0.6,0.3,0.9,2.7
2019-20,24,MEM,NBA,SF,22,0,8.7,1.3,3.1,0.406,0.2,1.1,0.16,1.1,2,0.545,0.435,0.1,0.1,0.667,0.8,1.2,2,0.5,0.5,0.5,0.3,1,2.8
2019-20,24,HOU,NBA,SF,5,0,5.6,0.8,1.6,0.5,0,0.6,0,0.8,1,0.8,0.5,0.4,0.4,1,1,0.8,1.8,0.4,0.4,0.8,0.4,0.4,2
Career,NA,,NBA,,96,20,12.8,1.5,3.9,0.397,0.6,2,0.314,0.9,1.9,0.484,0.477,0.5,0.6,0.836,0.8,1.8,2.6,0.7,0.3,0.6,0.6,1.3,4.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MEM,NBA,,56,19,17.7,2.2,5.3,0.422,0.9,2.8,0.335,1.3,2.5,0.518,0.51,0.8,0.9,0.83,1.1,2.6,3.6,1.1,0.4,0.8,0.8,1.9,6.1
4 seasons,NA,TOR,NBA,,25,1,4.5,0.4,1.7,0.262,0.2,0.7,0.278,0.2,1,0.25,0.321,0,0,NA,0.3,0.3,0.6,0.2,0.2,0.1,0.4,0.4,1.1
1 season,NA,SAC,NBA,,10,0,10,0.9,2.9,0.31,0.3,1.5,0.2,0.6,1.4,0.429,0.362,0.5,0.6,0.833,0.7,1.4,2.1,0.3,0.2,0.4,0.4,0.7,2.6
1 season,NA,HOU,NBA,,5,0,5.6,0.8,1.6,0.5,0,0.6,0,0.8,1,0.8,0.5,0.4,0.4,1,1,0.8,1.8,0.4,0.4,0.8,0.4,0.4,2
