,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2008-09,22,SAC,NBA,PF,82,2303,.497,6.2,.989,.495,.243,.096,.155,.011,.502,.623,.362,.348,.432,.000,.632,.138,91,,.000,,4,0
2009-10,23,SAC,NBA,C,75,2357,.472,8.5,.987,.344,.270,.112,.260,.013,.477,.615,.415,.386,.397,.100,.661,.056,40,1.000,.100,1.000,2,0
2010-11,24,SAC,NBA,PF,75,1748,.507,8.0,.994,.346,.330,.103,.215,.006,.510,.724,.415,.364,.383,.000,.668,.075,37,,.000,,0,0
2011-12,25,SAC,NBA,PF,64,1657,.535,5.6,.995,.463,.372,.047,.113,.005,.537,.659,.473,.333,.340,.000,.603,.140,59,,.000,,0,0
2012-13,26,SAC,NBA,PF,82,2285,.502,8.2,.996,.333,.332,.142,.189,.004,.504,.641,.437,.462,.411,.000,.679,.089,59,,.000,,1,0
2013-14,27,SAC,NBA,PF,82,2007,.506,7.8,1.000,.335,.377,.097,.192,.000,.506,.699,.433,.313,.411,,.598,.107,51,,,,0,0
2014-15,28,SAC,NBA,PF,81,1991,.470,8.9,.998,.308,.334,.098,.257,.002,.471,.614,.441,.381,.373,.000,.667,.098,34,,.000,,1,0
2015-16,29,TOT,NBA,C,47,471,.481,8.2,.861,.398,.269,.111,.083,.139,.505,.651,.414,.250,.444,.333,.660,.074,8,1.000,.133,.000,0,0
2015-16,29,GSW,NBA,C,28,179,.476,5.7,1.000,.405,.381,.167,.048,.000,.476,.647,.313,.429,.500,,.600,.095,4,,,,0,0
2015-16,29,TOR,NBA,C,19,292,.485,9.7,.773,.394,.197,.076,.106,.227,.529,.654,.538,.000,.429,.333,.704,.061,4,1.000,.133,.000,0,0
Career,,,NBA,,588,14819,.496,7.7,.990,.377,.313,.104,.196,.010,.500,.648,.425,.381,.398,.143,.647,.097,379,1.000,.071,.333,8,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,SAC,NBA,,541,14348,.497,7.6,.993,.376,.314,.103,.199,.007,.500,.648,.425,.385,.397,.037,.646,.098,371,1.000,.037,1.000,8,0
1 season,,GSW,NBA,,28,179,.476,5.7,1.000,.405,.381,.167,.048,.000,.476,.647,.313,.429,.500,,.600,.095,4,,,,0,0
1 season,,TOR,NBA,,19,292,.485,9.7,.773,.394,.197,.076,.106,.227,.529,.654,.538,.000,.429,.333,.704,.061,4,1.000,.133,.000,0,0
