,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,22,SAC,NBA,PG,29,150,.362,17.3,.534,.276,.000,.017,.241,.466,.484,.688,,.000,.286,.222,.600,.103,6,.667,.333,.111,1,0
2006-07,23,SAC,NBA,PG,58,563,.390,14.5,.622,.308,.058,.081,.174,.378,.430,.491,.300,.143,.500,.323,.500,.035,6,.810,.138,.222,1,0
2007-08,24,UTA,NBA,PG,61,588,.431,15.2,.632,.314,.029,.029,.260,.368,.481,.641,.333,.167,.340,.347,.387,.049,9,.846,.133,.600,3,0
2008-09,25,UTA,NBA,PG,52,738,.379,14.3,.700,.305,.054,.064,.276,.300,.408,.484,.273,.385,.357,.311,.362,.054,10,.789,.131,.375,0,0
2009-10,26,UTA,NBA,PG,60,806,.405,13.0,.740,.351,.070,.079,.240,.260,.447,.576,.235,.526,.293,.286,.400,.058,12,.833,.095,.833,1,0
2010-11,27,UTA,NBA,SG,59,717,.352,14.9,.671,.310,.043,.081,.238,.329,.383,.569,.111,.059,.300,.290,.481,.057,9,.950,.246,.294,3,0
2011-12,28,PHO,NBA,PG,36,517,.377,14.9,.662,.269,.092,.100,.200,.338,.419,.600,.250,.231,.346,.295,.194,.023,3,.692,.114,.400,0,0
2012-13,29,POR,NBA,PG,39,510,.325,15.0,.675,.275,.067,.092,.242,.325,.358,.424,.375,.182,.345,.256,.379,.017,2,.800,.205,.125,0,0
2013-14,30,ORL,NBA,SG,31,377,.304,18.3,.533,.207,.054,.022,.250,.467,.388,.368,.600,1.000,.304,.209,.316,.054,4,.667,.163,.000,1,0
2014-15,31,LAL,NBA,PG,43,982,.345,17.4,.511,.197,.090,.063,.161,.489,.404,.614,.200,.500,.222,.284,.261,.027,6,.871,.174,.368,1,0
2015-16,32,PHO,NBA,PG,62,1211,.384,19.1,.351,.142,.060,.046,.106,.649,.453,.628,.278,.429,.313,.347,.083,.020,6,.868,.276,.463,1,0
2016-17,33,PHO,NBA,PG,14,134,.167,21.3,.292,.083,.042,.083,.083,.708,.143,.000,.000,.500,.000,.176,.000,.000,0,.667,.235,.250,0,0
Career,,,NBA,,544,7293,.373,15.8,.592,.263,.059,.064,.207,.408,.422,.557,.265,.317,.325,.302,.354,.041,73,.832,.193,.372,12,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,UTA,NBA,,232,2849,.392,14.3,.688,.321,.050,.064,.253,.312,.430,.569,.233,.309,.323,.310,.406,.055,40,.855,.153,.463,7,0
3 seasons,,PHO,NBA,,112,1862,.371,18.0,.436,.175,.068,.064,.132,.564,.427,.600,.258,.345,.317,.327,.129,.020,9,.833,.245,.444,1,0
2 seasons,,SAC,NBA,,87,713,.383,15.2,.600,.300,.043,.065,.191,.400,.442,.536,.300,.133,.432,.293,.525,.052,12,.778,.196,.167,2,0
1 season,,LAL,NBA,,43,982,.345,17.4,.511,.197,.090,.063,.161,.489,.404,.614,.200,.500,.222,.284,.261,.027,6,.871,.174,.368,1,0
1 season,,POR,NBA,,39,510,.325,15.0,.675,.275,.067,.092,.242,.325,.358,.424,.375,.182,.345,.256,.379,.017,2,.800,.205,.125,0,0
1 season,,ORL,NBA,,31,377,.304,18.3,.533,.207,.054,.022,.250,.467,.388,.368,.600,1.000,.304,.209,.316,.054,4,.667,.163,.000,1,0
