,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,23,BOS,NBA,SG,7,90,.444,6.3,1.000,.444,.278,.167,.111,.000,.444,.625,.400,.000,.500,,.500,.222,4,,,,0,0
2007-08,26,BOS,NBA,SG,15,65,.563,4.6,.938,.688,.125,.125,.000,.063,.600,.727,.500,.000,,.000,.667,.125,2,,.000,,0,0
2008-09,27,BOS,NBA,SG,10,60,.500,4.3,1.000,.625,.125,.250,.000,.000,.500,.600,.000,.500,,,.750,.000,0,,,,0,0
2009-10,28,BOS,NBA,SG,24,391,.480,5.3,.949,.673,.143,.071,.061,.051,.505,.561,.357,.286,.500,.000,.787,.082,8,,.400,.000,1,0
2010-11,29,MEM,NBA,SG,13,350,.426,7.3,.931,.505,.188,.089,.149,.069,.447,.588,.211,.111,.467,.143,.571,.079,8,1.000,.857,.167,0,0
2011-12,30,MEM,NBA,SG,7,170,.400,8.9,.889,.489,.156,.022,.222,.111,.450,.591,.143,.000,.400,.000,.778,.044,2,,.600,.000,0,0
2012-13,31,MEM,NBA,SG,15,422,.432,6.8,.936,.592,.144,.024,.176,.064,.444,.514,.333,.333,.318,.250,.500,.048,6,.500,.625,.200,0,0
2013-14,32,MEM,NBA,SG,7,230,.486,7.1,.903,.611,.083,.042,.167,.097,.538,.614,.333,.667,.333,.000,.543,.042,3,,.714,.000,0,0
2014-15,33,MEM,NBA,SG,10,279,.491,6.5,.877,.614,.140,.035,.088,.123,.540,.600,.375,.500,.400,.143,.741,.088,5,1.000,.857,.167,0,0
2015-16,34,MEM,NBA,SG,4,94,.303,11.0,.788,.333,.242,.061,.152,.212,.346,.273,.250,.000,.800,.143,.778,.000,0,1.000,.286,.000,0,0
Career,,,NBA,,112,2151,.447,7.0,.918,.571,.154,.059,.134,.082,.477,.566,.295,.235,.416,.106,.637,.066,38,.800,.617,.103,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,BOS,NBA,,56,606,.486,5.3,.957,.643,.157,.100,.057,.043,.507,.589,.364,.214,.500,.000,.735,.100,14,,.333,.000,1,0
6 seasons,,MEM,NBA,,56,1545,.434,7.5,.905,.547,.152,.046,.159,.095,.467,.557,.273,.250,.406,.122,.601,.055,24,.800,.659,.111,0,0
