Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,23,NYK,BAA,NA,29,NA,NA,1.4,4.8,0.29,0.7,1,0.633,NA,0.1,1.4,3.4
1948-49,24,NYK,BAA,NA,47,NA,NA,1.5,5.9,0.253,0.8,1.3,0.617,NA,0.7,1.8,3.8
1949-50,25,NYK,NBA,NA,65,NA,NA,1.5,4.5,0.337,0.8,1.3,0.609,NA,1,2,3.8
1950-51,26,ROC,NBA,NA,52,NA,NA,0.9,3.3,0.282,0.6,0.9,0.711,1.6,0.7,1.2,2.5
1951-52,27,ROC,NBA,NA,8,NA,4,0.3,1.1,0.222,0.3,0.4,0.667,0.5,0.4,0.8,0.8
Career,NA,,TOT,NA,201,NA,4,1.3,4.4,0.291,0.7,1.1,0.636,1.4,0.7,1.6,3.3
,NA,,NBA,NA,125,NA,4,1.2,3.8,0.314,0.7,1.1,0.644,1.4,0.8,1.6,3.1
,NA,,BAA,NA,76,NA,NA,1.4,5.5,0.265,0.7,1.2,0.622,NA,0.5,1.6,3.6
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,BAA,NA,141,NA,NA,1.5,5,0.295,0.8,1.3,0.616,NA,0.7,1.8,3.7
2 seasons,NA,ROC,NBA,NA,60,NA,4,0.9,3.1,0.279,0.6,0.8,0.708,1.4,0.6,1.1,2.3
