Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997-98,22,VAN,NBA,SG,74,50,26.4,3.1,7.4,.416,0.1,0.7,.212,2.9,6.7,.438,.426,1.5,2.3,.659,0.3,1.6,1.9,4.5,0.7,0.1,2.2,1.2,7.8
1998-99,23,SAS,NBA,PG,47,0,13.1,1.8,3.9,.454,0.1,0.4,.294,1.7,3.5,.470,.467,1.0,1.4,.754,0.3,0.9,1.1,2.3,0.6,0.1,0.9,0.8,4.7
1999-00,24,SAS,NBA,SG,68,1,17.6,2.4,5.1,.474,0.3,1.0,.333,2.1,4.1,.507,.506,1.1,1.5,.713,0.2,1.0,1.3,2.6,0.8,0.1,0.9,1.1,6.2
2000-01,25,SAS,NBA,PG,79,23,26.1,3.5,7.4,.468,0.9,2.3,.404,2.5,5.1,.496,.531,1.5,2.0,.776,0.3,1.7,2.1,3.8,0.8,0.2,1.4,1.5,9.4
2001-02,26,SAS,NBA,SG,82,13,26.5,3.3,7.5,.440,0.7,2.4,.291,2.6,5.1,.510,.486,1.9,2.6,.752,0.3,1.9,2.1,2.8,0.6,0.1,0.9,1.3,9.2
2002-03,27,POR,NBA,SG,67,2,13.0,1.3,2.8,.452,0.3,0.9,.305,1.0,1.9,.520,.500,1.0,1.1,.855,0.2,0.9,1.1,1.3,0.5,0.1,0.5,0.6,3.7
2003-04,28,SEA,NBA,PG,71,32,21.3,2.6,5.6,.470,0.6,1.6,.362,2.0,4.0,.514,.523,2.2,2.6,.842,0.3,1.7,2.0,4.2,0.6,0.1,0.9,0.9,8.0
2004-05,29,SEA,NBA,PG,75,2,27.0,3.6,8.3,.438,0.7,2.2,.297,3.0,6.1,.489,.478,3.3,4.1,.816,0.3,2.0,2.3,4.1,0.7,0.0,1.0,1.0,11.2
2005-06,30,WAS,NBA,SG,80,17,28.5,2.9,6.9,.418,0.3,1.3,.228,2.6,5.6,.461,.439,3.6,4.2,.845,0.2,1.9,2.2,3.6,0.7,0.1,1.1,1.2,9.6
2006-07,31,WAS,NBA,SG,80,8,22.0,2.2,4.9,.442,0.2,0.8,.302,1.9,4.1,.469,.467,2.6,3.1,.832,0.2,1.7,1.9,3.6,0.5,0.1,0.9,1.0,7.1
2007-08,32,WAS,NBA,PG,71,63,30.4,2.9,6.3,.459,0.2,1.0,.230,2.6,5.3,.504,.478,2.4,3.1,.776,0.3,2.5,2.9,4.8,1.0,0.0,1.3,1.1,8.4
2008-09,33,TOT,NBA,PG,74,9,13.8,1.3,3.2,.419,0.3,0.8,.367,1.0,2.4,.438,.466,1.1,1.4,.800,0.1,1.0,1.0,2.4,0.4,0.0,0.8,0.7,4.1
2008-09,33,WAS,NBA,PG,13,5,22.2,1.4,3.5,.400,0.4,0.8,.455,1.0,2.6,.382,.456,1.9,2.5,.758,0.0,1.7,1.7,3.6,0.5,0.0,1.0,1.1,5.1
2008-09,33,NOH,NBA,PG,61,4,12.0,1.3,3.1,.424,0.3,0.8,.347,1.0,2.3,.451,.469,0.9,1.1,.821,0.1,0.8,0.9,2.1,0.3,0.0,0.8,0.7,3.8
2009-10,34,Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out),Did Not Play (contract bought out)
2010-11,35,PHI,NBA,PG,4,0,8.8,0.5,1.3,.400,0.0,0.5,.000,0.5,0.8,.667,.400,0.5,0.5,1.000,0.0,1.3,1.3,0.5,0.0,0.0,0.3,0.0,1.5
Career,NA,,NBA,,872,220,22.6,2.6,5.9,.444,0.4,1.3,.311,2.2,4.5,.483,.479,2.0,2.5,.793,0.3,1.6,1.8,3.4,0.6,0.1,1.1,1.1,7.6
,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,NA,SAS,NBA,,276,37,21.9,2.9,6.3,.457,0.6,1.7,.342,2.3,4.6,.500,.503,1.4,1.9,.752,0.3,1.5,1.7,3.0,0.7,0.1,1.0,1.2,7.7
4 seasons,NA,WAS,NBA,,244,93,26.6,2.6,5.9,.437,0.3,1.0,.257,2.3,4.8,.475,.459,2.8,3.4,.820,0.2,2.0,2.2,3.9,0.7,0.1,1.1,1.1,8.2
2 seasons,NA,SEA,NBA,,146,34,24.2,3.2,7.0,.451,0.6,1.9,.324,2.5,5.1,.499,.495,2.8,3.3,.826,0.3,1.8,2.1,4.2,0.7,0.1,1.0,1.0,9.7
1 season,NA,VAN,NBA,,74,50,26.4,3.1,7.4,.416,0.1,0.7,.212,2.9,6.7,.438,.426,1.5,2.3,.659,0.3,1.6,1.9,4.5,0.7,0.1,2.2,1.2,7.8
1 season,NA,POR,NBA,,67,2,13.0,1.3,2.8,.452,0.3,0.9,.305,1.0,1.9,.520,.500,1.0,1.1,.855,0.2,0.9,1.1,1.3,0.5,0.1,0.5,0.6,3.7
1 season,NA,NOH,NBA,,61,4,12.0,1.3,3.1,.424,0.3,0.8,.347,1.0,2.3,.451,.469,0.9,1.1,.821,0.1,0.8,0.9,2.1,0.3,0.0,0.8,0.7,3.8
1 season,NA,PHI,NBA,,4,0,8.8,0.5,1.3,.400,0.0,0.5,.000,0.5,0.8,.667,.400,0.5,0.5,1.000,0.0,1.3,1.3,0.5,0.0,0.0,0.3,0.0,1.5
