Season,Team,Lg,Salary
1992-93,Charlotte Hornets,NBA,"$7,000"
1993-94,Boston Celtics,NBA,"$250,000"
1994-95,Dallas Mavericks,NBA,"$200,000"
1995-96,Dallas Mavericks,NBA,"$1,550,000"
1996-97,Washington Bullets,NBA,"$940,000"
1997-98,Washington Wizards,NBA,"$1,128,000"
1998-99,Washington Wizards,NBA,"$1,316,000"
1999-00,Washington Wizards,NBA,"$1,540,000"
2000-01,Washington Wizards,NBA,"$1,750,000"
2001-02,Washington Wizards,NBA,"$1,880,000"
2002-03,Washington Wizards,NBA,"$2,068,000"
Career,(may be incomplete),,"$12,629,000"
