,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2003-04,23,MEM,NBA,PF,4,134,.571,4.3,1.000,.429,.490,.020,.061,.000,.571,.714,.458,1.000,.333,,.357,.122,6,,,,0,0
2004-05,24,MEM,NBA,PF,4,133,.488,6.6,.988,.363,.375,.138,.113,.013,.481,.621,.433,.273,.444,1.000,.500,.125,10,1.000,.000,,0,0
2005-06,25,MEM,NBA,PF,4,158,.433,7.8,.985,.284,.403,.134,.164,.015,.439,.474,.370,.556,.455,.000,.517,.060,4,,.000,,0,0
2007-08,27,LAL,NBA,C,21,836,.530,4.7,1.000,.538,.274,.109,.079,.000,.530,.678,.425,.276,.238,,.652,.180,43,,,,0,0
2008-09,28,LAL,NBA,C,23,931,.580,5.9,1.000,.446,.308,.149,.098,.000,.580,.691,.565,.463,.296,,.488,.138,35,,,,0,0
2009-10,29,LAL,NBA,C,23,913,.539,6.9,.990,.408,.265,.193,.124,.010,.545,.632,.481,.475,.500,.000,.539,.078,22,,.333,.000,0,0
2010-11,30,LAL,NBA,C,10,358,.420,8.3,.982,.295,.330,.277,.080,.018,.418,.515,.459,.323,.222,.500,.565,.027,3,1.000,1.000,.500,0,0
2011-12,31,LAL,NBA,PF,12,444,.434,9.1,.965,.336,.231,.175,.224,.035,.435,.688,.303,.400,.219,.400,.583,.119,16,1.000,1.000,.400,0,0
2012-13,32,LAL,NBA,PF,4,146,.481,9.6,1.000,.269,.269,.192,.269,.000,.481,.857,.571,.200,.214,,.480,.019,1,,,,0,0
2014-15,34,CHI,NBA,PF,10,317,.487,10.7,.965,.243,.243,.174,.304,.035,.505,.679,.321,.500,.514,.000,.857,.035,4,,.750,.000,0,0
2016-17,36,SAS,NBA,C,16,365,.439,8.9,.842,.386,.254,.158,.044,.158,.458,.614,.345,.278,.400,.333,.500,.044,5,1.000,.389,.286,0,0
2017-18,37,SAS,NBA,C,5,90,.500,8.4,.850,.250,.400,.150,.050,.150,.529,.800,.250,1.000,.000,.333,.778,.150,3,1.000,.333,1.000,0,0
Career,,,NBA,,136,4825,.508,7.1,.977,.395,.293,.161,.128,.023,.512,.657,.443,.405,.361,.297,.566,.102,152,1.000,.514,.316,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,LAL,NBA,,93,3628,.519,6.7,.991,.421,.280,.169,.122,.009,.521,.665,.474,.395,.312,.300,.556,.113,120,1.000,.800,.375,0,0
2 seasons,,SAS,NBA,,21,455,.448,8.8,.843,.366,.276,.157,.045,.157,.469,.633,.324,.381,.333,.333,.547,.060,8,1.000,.381,.375,0,0
3 seasons,,MEM,NBA,,12,425,.490,6.4,.990,.352,.413,.107,.117,.010,.490,.609,.420,.429,.435,.500,.463,.102,20,1.000,.000,,0,0
1 season,,CHI,NBA,,10,317,.487,10.7,.965,.243,.243,.174,.304,.035,.505,.679,.321,.500,.514,.000,.857,.035,4,,.750,.000,0,0
