Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003-04,23,MEM,NBA,PF,4,4,33.5,7,12.3,0.571,0,0,NA,7,12.3,0.571,0.571,4.5,5,0.9,1,4,5,2.5,1,1.5,1.3,2.5,18.5
2004-05,24,MEM,NBA,PF,4,4,33.3,9.8,20,0.488,0.3,0.3,1,9.5,19.8,0.481,0.494,1.5,3,0.5,3.8,3.8,7.5,2.5,0.5,1.8,1.8,3,21.3
2005-06,25,MEM,NBA,PF,4,4,39.5,7.3,16.8,0.433,0,0.3,0,7.3,16.5,0.439,0.433,5.8,7.5,0.767,1,5.8,6.8,3,0.5,1.3,2.8,2.8,20.3
2007-08,27,LAL,NBA,C,21,21,39.8,6.7,12.7,0.53,0,0,NA,6.7,12.7,0.53,0.53,3.4,5,0.692,2.6,6.7,9.3,4,0.5,1.9,2.1,2.9,16.9
2008-09,28,LAL,NBA,C,23,23,40.5,7,12,0.58,0,0,NA,7,12,0.58,0.58,4.3,6.1,0.714,3,7.9,10.8,2.5,0.8,2,1.9,3,18.3
2009-10,29,LAL,NBA,C,23,23,39.7,7.2,13.3,0.539,0,0.1,0,7.2,13.2,0.545,0.539,5.2,6.9,0.759,4,7.1,11.1,3.5,0.4,2.1,1.9,2.7,19.6
2010-11,30,LAL,NBA,C,10,10,35.8,4.7,11.2,0.42,0.1,0.2,0.5,4.6,11,0.418,0.424,3.6,4.5,0.8,3.2,4.6,7.8,3.8,0.4,1.7,1.7,3.3,13.1
2011-12,31,LAL,NBA,PF,12,12,37,5.2,11.9,0.434,0.2,0.4,0.4,5,11.5,0.435,0.441,2,2.4,0.828,3.2,6.3,9.5,3.7,0.5,2.1,1.7,3,12.5
2012-13,32,LAL,NBA,PF,4,4,36.5,6.3,13,0.481,0,0,NA,6.3,13,0.481,0.481,1.5,2.8,0.545,1.8,9.8,11.5,6.5,0.5,0.8,3.3,1,14
2014-15,34,CHI,NBA,PF,10,10,31.7,5.6,11.5,0.487,0,0.4,0,5.6,11.1,0.505,0.487,3.2,4.2,0.762,1.7,7.7,9.4,3.1,0.5,2.1,2.1,1.8,14.4
2016-17,36,SAS,NBA,C,16,7,22.8,3.1,7.1,0.439,0.4,1.1,0.333,2.8,6,0.458,0.465,1.1,1.5,0.708,2.4,4.7,7.1,1.9,0.4,0.9,1.1,2.2,7.7
2017-18,37,SAS,NBA,C,5,0,18,2,4,0.5,0.2,0.6,0.333,1.8,3.4,0.529,0.525,1.8,2,0.9,0.4,4.4,4.8,2.8,0,0.2,1.2,1,6
Career,NA,,NBA,,136,122,35.5,6,11.8,0.508,0.1,0.3,0.297,5.9,11.5,0.512,0.511,3.4,4.6,0.741,2.7,6.4,9.2,3.2,0.5,1.7,1.8,2.6,15.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,LAL,NBA,,93,93,39,6.5,12.4,0.519,0,0.1,0.3,6.4,12.3,0.521,0.521,3.8,5.2,0.735,3.1,6.9,10.1,3.5,0.5,1.9,2,2.8,16.8
2 seasons,NA,SAS,NBA,,21,7,21.7,2.9,6.4,0.448,0.3,1,0.333,2.5,5.4,0.469,0.474,1.2,1.6,0.765,2,4.6,6.6,2.1,0.3,0.8,1.1,1.9,7.3
3 seasons,NA,MEM,NBA,,12,12,35.4,8,16.3,0.49,0.1,0.2,0.5,7.9,16.2,0.49,0.492,3.9,5.2,0.758,1.9,4.5,6.4,2.7,0.7,1.5,1.9,2.8,20
1 season,NA,CHI,NBA,,10,10,31.7,5.6,11.5,0.487,0,0.4,0,5.6,11.1,0.505,0.487,3.2,4.2,0.762,1.7,7.7,9.4,3.1,0.5,2.1,2.1,1.8,14.4
