Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1968-69,22,MIL,NBA,PF,17,,12.8,1.1,4.9,.226,0.8,1.4,.565,4.6,0.2,1.5,3.0
1969-70,23,Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service)
1970-71,24,CIN,NBA,PF,68,,17.8,4.0,9.4,.430,1.2,1.9,.603,4.7,0.4,2.7,9.2
1971-72,25,TOT,NBA,PF,35,,6.0,0.7,2.5,.273,0.4,0.6,.714,1.8,0.3,0.9,1.8
1971-72,25,CHI,NBA,PF,7,,8.6,1.1,4.0,.286,1.0,1.3,.778,2.1,0.6,1.0,3.3
1971-72,25,NYK,NBA,PF,28,,5.4,0.6,2.1,.267,0.3,0.4,.667,1.8,0.3,0.9,1.4
Career,NA,,NBA,,120,,13.7,2.6,6.7,.392,0.9,1.5,.611,3.9,0.3,2.0,6.2
,NA,,,,,,,,,,,,,,,,
1 season,NA,CIN,NBA,,68,,17.8,4.0,9.4,.430,1.2,1.9,.603,4.7,0.4,2.7,9.2
1 season,NA,NYK,NBA,,28,,5.4,0.6,2.1,.267,0.3,0.4,.667,1.8,0.3,0.9,1.4
1 season,NA,MIL,NBA,,17,,12.8,1.1,4.9,.226,0.8,1.4,.565,4.6,0.2,1.5,3.0
1 season,NA,CHI,NBA,,7,,8.6,1.1,4.0,.286,1.0,1.3,.778,2.1,0.6,1.0,3.3
