Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007-08,22,DET,NBA,SG,75,9,970,3.7,8.9,0.411,0.4,1.8,0.208,3.3,7.2,0.461,2.5,3.2,0.782,1.3,3.7,5.1,1.9,1.2,0.3,1.3,3.1,10.2
2008-09,23,DET,NBA,SG,74,8,1234,3.8,8.8,0.437,1.3,3.1,0.402,2.6,5.6,0.456,1.7,2.1,0.817,0.9,3,3.9,1.3,0.8,0.4,1.3,4.2,10.6
2009-10,24,DEN,NBA,SG,82,75,2221,4.4,9.5,0.465,1.8,4,0.434,2.7,5.4,0.488,1.2,1.6,0.735,1,3.1,4.1,2.2,0.7,0.5,1.2,3.6,11.7
2010-11,25,DEN,NBA,SG,69,69,2324,4.8,9.7,0.498,1.6,3.8,0.423,3.2,5.9,0.546,2.1,2.5,0.847,0.7,3.2,3.9,2.6,0.5,0.5,1.1,2.4,13.4
2011-12,26,DEN,NBA,SG,62,62,2086,5.7,12.1,0.471,1.5,3.8,0.398,4.2,8.2,0.504,3.4,4.3,0.798,0.7,2.7,3.4,2.6,0.6,0.2,1.5,2.3,16.3
2012-13,27,ORL,NBA,SF,64,64,2307,6.2,14.1,0.439,1.1,3.7,0.3,5.1,10.4,0.489,3,3.5,0.857,0.5,3.3,3.7,3.2,0.6,0.2,2.2,2.1,16.5
2013-14,28,ORL,NBA,SG,73,73,2552,6.5,14.3,0.459,1.8,4.2,0.427,4.7,10,0.473,3.9,4.7,0.815,0.5,3.2,3.7,3.5,0.5,0,2.1,1.9,18.8
2014-15,29,TOT,NBA,SG,78,72,2502,5.4,12.7,0.424,1.7,4.8,0.354,3.7,7.9,0.466,2.4,2.8,0.843,0.4,3.2,3.6,1.9,0.6,0.1,1.7,2.4,14.9
2014-15,29,DEN,NBA,SG,53,53,1750,5.8,13.5,0.428,1.7,5,0.337,4.1,8.5,0.481,2.6,3.1,0.841,0.4,3.3,3.7,2.1,0.7,0.1,1.7,2.2,15.9
2014-15,29,POR,NBA,SG,25,19,752,4.5,10.9,0.414,1.7,4.3,0.4,2.8,6.6,0.423,1.9,2.3,0.851,0.3,2.9,3.2,1.3,0.4,0.1,1.6,2.8,12.6
2015-16,30,NYK,NBA,SG,71,57,2371,5.4,12.1,0.443,1.4,3.6,0.382,4,8.5,0.469,1.7,2,0.84,0.3,3.7,4,2.2,0.4,0.2,1.2,2.2,13.8
2016-17,31,SAC,NBA,SG,61,45,1580,4.2,9.6,0.44,1.4,3.4,0.411,2.8,6.1,0.457,1.9,2.1,0.892,0.2,2.6,2.8,1.8,0.5,0.1,1,2.4,11.7
2017-18,32,ORL,NBA,SG,53,3,682,3.4,8.6,0.401,1.4,3.7,0.386,2,4.9,0.413,1.2,1.4,0.846,0.2,3.3,3.5,1.6,0.2,0.5,1.1,3,9.4
Career,NA,,NBA,,762,537,20829,5.2,11.5,0.45,1.5,3.8,0.386,3.7,7.7,0.481,2.4,2.9,0.825,0.6,3.2,3.8,2.4,0.6,0.2,1.5,2.6,14.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,DEN,NBA,,266,259,8381,5.1,11,0.465,1.6,4.1,0.399,3.5,6.9,0.505,2.3,2.8,0.81,0.7,3.1,3.8,2.4,0.6,0.3,1.3,2.7,14.2
3 seasons,NA,ORL,NBA,,190,140,5541,6,13.5,0.446,1.5,4,0.372,4.5,9.5,0.476,3.2,3.8,0.832,0.4,3.3,3.7,3.1,0.5,0.1,2,2.1,16.7
2 seasons,NA,DET,NBA,,149,17,2204,3.8,8.8,0.425,0.9,2.5,0.342,2.9,6.3,0.459,2.1,2.6,0.797,1.1,3.3,4.4,1.6,1,0.3,1.3,3.7,10.4
1 season,NA,NYK,NBA,,71,57,2371,5.4,12.1,0.443,1.4,3.6,0.382,4,8.5,0.469,1.7,2,0.84,0.3,3.7,4,2.2,0.4,0.2,1.2,2.2,13.8
1 season,NA,SAC,NBA,,61,45,1580,4.2,9.6,0.44,1.4,3.4,0.411,2.8,6.1,0.457,1.9,2.1,0.892,0.2,2.6,2.8,1.8,0.5,0.1,1,2.4,11.7
1 season,NA,POR,NBA,,25,19,752,4.5,10.9,0.414,1.7,4.3,0.4,2.8,6.6,0.423,1.9,2.3,0.851,0.3,2.9,3.2,1.3,0.4,0.1,1.6,2.8,12.6
