,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,19,POR,NBA,PG,68,1330,.393,12.8,.840,.281,.112,.114,.333,.160,.421,.537,.271,.286,.420,.246,.349,.000,0,.765,.275,.368,2,0
2005-06,20,POR,NBA,PG,68,1641,.394,13.4,.720,.330,.062,.080,.247,.280,.411,.545,.222,.326,.308,.352,.170,.000,0,.719,.216,.457,3,0
2006-07,21,BOS,NBA,PG,78,1578,.371,13.7,.730,.302,.076,.124,.228,.270,.402,.517,.250,.339,.333,.289,.266,.000,0,.946,.383,.327,2,0
2007-08,22,MIN,NBA,PG,60,1933,.401,13.3,.795,.264,.117,.117,.297,.205,.432,.483,.277,.446,.442,.281,.236,.000,0,.938,.246,.286,3,0
2008-09,23,MIN,NBA,PG,75,2095,.383,14.9,.697,.234,.082,.121,.261,.303,.399,.436,.368,.429,.363,.346,.134,.000,0,.781,.284,.483,1,0
2009-10,24,TOT,NBA,PG,43,659,.413,15.4,.721,.249,.030,.134,.308,.279,.483,.520,.500,.407,.484,.232,.343,.000,0,.923,.268,.467,1,0
2009-10,24,LAC,NBA,PG,39,582,.404,15.3,.717,.247,.030,.145,.295,.283,.471,.537,.400,.417,.449,.234,.339,.000,0,.909,.255,.500,1,0
2009-10,24,CLE,NBA,PG,4,77,.457,15.9,.743,.257,.029,.086,.371,.257,.538,.444,1.000,.333,.615,.222,.357,.000,0,1.000,.333,.333,0,0
2010-11,25,MIN,NBA,PG,37,711,.402,15.7,.676,.187,.137,.100,.253,.324,.423,.556,.303,.375,.410,.359,.174,.000,0,.536,.218,.588,2,0
2011-12,26,PHO,NBA,PG,60,895,.412,16.7,.693,.175,.085,.070,.363,.307,.456,.517,.207,.458,.484,.314,.185,.000,0,.364,.210,.318,1,0
2012-13,27,TOT,NBA,PG,59,980,.362,18.0,.515,.165,.068,.045,.236,.485,.371,.490,.143,.286,.370,.353,.153,.000,0,.566,.200,.467,2,0
2012-13,27,PHO,NBA,PG,46,795,.381,17.3,.543,.186,.069,.045,.243,.457,.381,.522,.118,.182,.383,.381,.176,.000,0,.558,.248,.464,1,0
2012-13,27,TOR,NBA,PG,13,185,.290,20.7,.403,.081,.065,.048,.210,.597,.320,.200,.250,.667,.308,.270,.000,.000,0,.600,.054,.500,1,0
2014-15,29,OKC,NBA,PG,16,327,.368,15.8,.520,.200,.168,.024,.128,.480,.431,.400,.429,.667,.438,.300,.143,.000,0,.444,.200,.333,0,0
Career,,,NBA,,564,12149,.390,14.6,.713,.252,.089,.100,.272,.287,.419,.504,.284,.382,.397,.319,.219,.000,0,.701,.253,.411,17,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIN,NBA,,172,4739,.393,14.4,.730,.238,.104,.116,.273,.270,.416,.470,.316,.428,.402,.330,.183,.000,0,.767,.261,.448,6,0
2 seasons,,POR,NBA,,136,2971,.394,13.1,.771,.310,.083,.094,.284,.229,.416,.542,.250,.305,.364,.320,.254,.000,0,.730,.234,.426,5,0
2 seasons,,PHO,NBA,,106,1690,.399,17.0,.630,.180,.078,.059,.312,.370,.429,.519,.174,.371,.451,.349,.182,.000,0,.474,.229,.400,2,0
1 season,,BOS,NBA,,78,1578,.371,13.7,.730,.302,.076,.124,.228,.270,.402,.517,.250,.339,.333,.289,.266,.000,0,.946,.383,.327,2,0
1 season,,LAC,NBA,,39,582,.404,15.3,.717,.247,.030,.145,.295,.283,.471,.537,.400,.417,.449,.234,.339,.000,0,.909,.255,.500,1,0
1 season,,OKC,NBA,,16,327,.368,15.8,.520,.200,.168,.024,.128,.480,.431,.400,.429,.667,.438,.300,.143,.000,0,.444,.200,.333,0,0
1 season,,TOR,NBA,,13,185,.290,20.7,.403,.081,.065,.048,.210,.597,.320,.200,.250,.667,.308,.270,.000,.000,0,.600,.054,.500,1,0
1 season,,CLE,NBA,,4,77,.457,15.9,.743,.257,.029,.086,.371,.257,.538,.444,1.000,.333,.615,.222,.357,.000,0,1.000,.333,.333,0,0
