Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2003-04,18,PHO,NBA,C,21,0,224,9.9,20.4,0.489,0,0.9,0,9.9,19.4,0.512,2.3,3,0.769,2.1,8.1,10.2,2.1,0.7,0.7,3.5,6.5,22.2,NA,96,107
2004-05,19,TOT,NBA,C,37,0,380,6.9,18.5,0.371,0.3,0.6,0.5,6.6,17.9,0.367,2.1,3.1,0.682,3.4,9.1,12.5,1.5,0.7,1,2.4,7.1,16.1,NA,86,107
2004-05,19,PHO,NBA,C,16,0,119,7.1,20.6,0.347,0.8,1.3,0.667,6.3,19.3,0.326,3.4,5,0.667,3.8,9.7,13.5,0.4,0.4,0.8,4.2,8.4,18.5,NA,80,107
2004-05,19,NOH,NBA,C,21,0,261,6.7,17.4,0.386,0,0.2,0,6.7,17.2,0.39,1.5,2.1,0.7,3.2,8.8,12,2.1,0.8,1.1,1.5,6.5,14.9,NA,91,107
2005-06,20,TOT,NBA,C,6,0,28,3.9,21.3,0.182,0,0,NA,3.9,21.3,0.182,0,3.9,0,7.7,9.7,17.4,3.9,0,0,5.8,3.9,7.7,NA,49,108
2005-06,20,NOK,NBA,C,2,0,16,0,13.5,0,0,0,NA,0,13.5,0,0,0,NA,3.4,10.1,13.5,6.7,0,0,3.4,6.7,0,NA,33,109
2005-06,20,HOU,NBA,C,4,0,12,9.1,31.8,0.286,0,0,NA,9.1,31.8,0.286,0,9.1,0,13.6,9.1,22.7,0,0,0,9.1,0,18.2,NA,57,107
Career,NA,,NBA,,64,0,632,7.8,19.3,0.407,0.2,0.7,0.25,7.7,18.6,0.413,2.1,3.1,0.676,3.1,8.8,11.9,1.8,0.7,0.8,2.9,6.8,17.9,NA,88,107
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,PHO,NBA,,37,0,343,9,20.4,0.438,0.3,1,0.286,8.7,19.4,0.446,2.7,3.7,0.72,2.7,8.7,11.3,1.5,0.6,0.7,3.7,7.2,20.9,NA,90,107
2 seasons,NA,"NOH,NOK",NBA,,23,0,277,6.3,17.2,0.368,0,0.2,0,6.3,17,0.372,1.4,2,0.7,3.2,8.9,12.1,2.4,0.8,1,1.6,6.5,14,NA,87,107
1 season,NA,HOU,NBA,,4,0,12,9.1,31.8,0.286,0,0,NA,9.1,31.8,0.286,0,9.1,0,13.6,9.1,22.7,0,0,0,9.1,0,18.2,NA,57,107
