Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,27,ROC,BAA,,60,NA,NA,3.4,8.9,0.379,3.5,4.2,0.823,NA,3.1,2.2,10.2
1949-50,28,ROC,NBA,,67,NA,NA,3.8,9.2,0.414,4.2,5.2,0.806,NA,3.2,1.5,11.8
1950-51,29,ROC,NBA,,68,NA,NA,3.7,9.2,0.401,3.4,4,0.85,3.4,2.7,1.9,10.8
1951-52,30,ROC,NBA,SG,66,NA,37.8,5,11.7,0.425,5.7,6.3,0.904,5,4,3,15.7
1952-53,31,ROC,NBA,SG,70,NA,36.8,4.5,12.4,0.367,5.5,6.8,0.812,5,3.6,2.9,14.6
1953-54,32,ROC,NBA,SG,72,NA,35.3,4.5,11.6,0.386,4.4,5.9,0.734,5.4,3.5,2.4,13.3
1954-55,33,ROC,NBA,SG,72,NA,33,4.5,11.4,0.395,4.1,5.2,0.786,5.2,3.4,2.3,13.1
1955-56,34,ROC,NBA,PG,72,NA,27.5,3.4,9,0.376,3.6,5,0.719,3.8,3.1,2.1,10.4
1956-57,35,ROC,NBA,SG,21,NA,7.6,1.1,2.3,0.469,1.7,2.2,0.783,1.2,0.4,1,3.9
Career,NA,,TOT,,568,NA,32.5,4,10.2,0.393,4.2,5.2,0.802,4.5,3.2,2.2,12.2
,NA,,NBA,,508,NA,32.5,4.1,10.3,0.395,4.3,5.4,0.801,4.5,3.2,2.3,12.4
,NA,,BAA,,60,NA,NA,3.4,8.9,0.379,3.5,4.2,0.823,NA,3.1,2.2,10.2
