Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1963-64,25,BAL,NBA,SF,78,NA,14.7,2.6,6.2,0.419,1.1,1.9,0.562,NA,NA,4,0.7,NA,NA,1.6,6.3
1964-65,26,DET,NBA,SF,65,NA,12.9,2.8,6.4,0.433,1,1.5,0.633,NA,NA,3.7,1,NA,NA,1.8,6.5
1965-66,27,DET,NBA,SF,60,NA,13.1,3,7.3,0.415,1.3,2.4,0.539,NA,NA,4.3,0.7,NA,NA,1.6,7.3
1966-67,28,CHI,NBA,SF,78,NA,21.2,4.2,9.9,0.426,1.7,2.8,0.604,NA,NA,6.1,0.9,NA,NA,2.6,10.2
1967-68,29,SDR,NBA,SF,69,NA,36.9,7.7,17.2,0.446,4.3,6,0.726,NA,NA,10.3,2.6,NA,NA,3.8,19.7
1968-69,30,SDR,NBA,SF,81,NA,38.6,8.5,19.5,0.434,5.5,7.4,0.748,NA,NA,9.6,2.6,NA,NA,3.7,22.5
1969-70,31,SDR,NBA,SF,56,NA,28.2,6,13.5,0.447,3.2,4.3,0.751,NA,NA,6.9,1.4,NA,NA,2.4,15.3
1970-71,32,SEA,NBA,SF,79,NA,27.1,5.7,12.9,0.446,3.2,4.1,0.778,NA,NA,5.5,1.6,NA,NA,2.8,14.6
1971-72,33,SEA,NBA,SF,73,NA,25.4,4.4,9.4,0.469,2.6,3.2,0.793,NA,NA,4.6,1.1,NA,NA,2.3,11.4
1972-73,34,KCO,NBA,SF,77,NA,16.1,3.6,7.5,0.48,1.4,1.8,0.774,NA,NA,2.6,1,NA,NA,1.7,8.5
1973-74,35,KCO,NBA,SF,77,NA,27.2,5.2,10.9,0.478,2.7,3.5,0.772,1.6,3.3,5,1.4,1,0.2,2,13.1
1974-75,36,KCO,NBA,SF,21,NA,11,2.2,4.7,0.469,1,1.4,0.667,0.7,1.2,1.9,0.5,0.6,0,1.5,5.3
Career,NA,,NBA,,814,NA,23.6,4.8,10.9,0.446,2.5,3.5,0.72,1.4,2.9,5.6,1.4,0.9,0.2,2.4,12.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SDR,NBA,,206,NA,35.2,7.5,17.1,0.441,4.5,6.1,0.742,NA,NA,9.1,2.3,NA,NA,3.4,19.6
3 seasons,NA,KCO,NBA,,175,NA,20.4,4.1,8.6,0.478,1.9,2.5,0.765,1.4,2.9,3.5,1.1,0.9,0.2,1.8,10.2
2 seasons,NA,SEA,NBA,,152,NA,26.3,5.1,11.2,0.455,2.9,3.7,0.785,NA,NA,5.1,1.4,NA,NA,2.6,13.1
2 seasons,NA,DET,NBA,,125,NA,13,2.9,6.8,0.423,1.1,1.9,0.577,NA,NA,4,0.8,NA,NA,1.7,6.9
1 season,NA,CHI,NBA,,78,NA,21.2,4.2,9.9,0.426,1.7,2.8,0.604,NA,NA,6.1,0.9,NA,NA,2.6,10.2
1 season,NA,BAL,NBA,,78,NA,14.7,2.6,6.2,0.419,1.1,1.9,0.562,NA,NA,4,0.7,NA,NA,1.6,6.3
