Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993-94,23,NJN,NBA,PG,60,0,9,1.1,2.9,0.368,0.2,0.8,0.234,0.9,2.1,0.417,0.399,0.7,0.9,0.83,0.2,0.6,0.7,2.1,0.6,0.1,0.9,0.8,3.1
1994-95,24,BOS,NBA,PG,51,36,27.1,2.5,6.1,0.409,1,2.3,0.429,1.5,3.8,0.397,0.49,1.4,1.8,0.755,0.6,1.7,2.3,5.2,1.6,0.2,1.7,2.8,7.4
1995-96,25,BOS,NBA,PG,82,53,25.7,4.1,9,0.459,1.4,3.3,0.426,2.7,5.7,0.478,0.538,2.6,3.5,0.753,0.8,2.4,3.2,4.8,1.2,0.1,1.9,2.5,12.3
1996-97,26,BOS,NBA,PG,74,73,40.4,6.2,13.2,0.468,1.4,3.9,0.36,4.8,9.3,0.513,0.521,3,3.9,0.781,0.9,2.7,3.6,7.3,2.2,0.2,2.9,3,16.8
1997-98,27,CHH,NBA,PG,81,81,35.1,4.7,10.7,0.443,0.7,2.1,0.347,4,8.6,0.467,0.477,2.8,3.6,0.795,0.6,2,2.6,6.5,1.7,0.4,2.8,2.8,13
1998-99,28,CHH,NBA,PG,50,50,37,4.9,10.9,0.446,1.2,3.4,0.359,3.6,7.5,0.485,0.502,3.2,3.8,0.832,0.5,2.8,3.2,6.4,2,0.2,2.8,2.6,14.1
1999-00,29,CHH,NBA,PG,82,82,33.7,5,11.6,0.426,1.1,3,0.355,3.9,8.6,0.451,0.472,2.6,3.4,0.778,0.5,2.3,2.7,5.6,1.3,0.1,1.9,2.3,13.6
2000-01,30,CHH,NBA,SG,82,82,37.9,6.4,15.1,0.422,1.2,3.1,0.376,5.2,12,0.434,0.461,3.3,4.1,0.799,0.8,2,2.7,4.4,1.6,0.2,2.1,2.7,17.2
2001-02,31,CHH,NBA,SG,67,63,37.1,5.4,13.6,0.4,1.3,3.8,0.332,4.2,9.8,0.427,0.447,2.1,2.8,0.734,0.7,1.5,2.1,3.5,1.1,0.2,1.8,2.2,14.2
2002-03,32,NOH,NBA,SG,73,73,37.1,6.2,14.2,0.433,1.8,4.3,0.424,4.3,9.9,0.437,0.498,2.5,3.2,0.781,0.5,1.9,2.4,3.4,1.5,0.1,1.8,2.4,16.7
2003-04,33,NOH,NBA,SG,61,60,32.8,5.1,13.1,0.389,1.5,4.7,0.323,3.6,8.4,0.425,0.446,2.2,3,0.753,0.5,1.7,2.2,2.9,1.2,0.2,1.6,2.4,14
2004-05,34,TOT,NBA,SG,80,79,34.7,4.2,10.5,0.398,1.5,3.9,0.375,2.7,6.6,0.411,0.468,2,2.4,0.857,0.5,2.4,2.9,3.3,1.2,0.1,1.4,2.7,11.9
2004-05,34,NOH,NBA,SG,26,26,35.9,5.1,13.2,0.389,1.1,3.1,0.35,4,10.1,0.401,0.43,2.6,2.9,0.882,0.5,2.8,3.3,4.2,1.3,0,2.1,2.5,13.9
2004-05,34,HOU,NBA,SG,54,53,34.1,3.7,9.2,0.404,1.7,4.4,0.383,2.1,4.9,0.422,0.494,1.8,2.1,0.841,0.5,2.2,2.6,2.9,1.1,0.1,1.1,2.8,10.9
2005-06,35,HOU,NBA,SG,71,59,33.4,3.2,7.9,0.403,1.4,3.8,0.365,1.8,4.1,0.438,0.491,2.1,2.6,0.807,0.3,2.2,2.5,2.9,0.8,0.1,1.7,3,9.9
2006-07,36,CLE,NBA,SG,35,5,10.1,0.6,2.1,0.293,0.3,1.1,0.237,0.4,1.1,0.351,0.353,0.6,0.8,0.714,0.1,0.9,1,1.1,0.3,0.1,0.5,0.9,2.1
Career,NA,,NBA,,949,796,31.9,4.5,10.6,0.424,1.2,3.2,0.368,3.3,7.3,0.448,0.48,2.3,3,0.786,0.6,2,2.5,4.4,1.3,0.2,1.9,2.4,12.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,CHH,NBA,,362,358,36,5.3,12.5,0.425,1.1,3,0.354,4.2,9.4,0.449,0.469,2.8,3.5,0.789,0.6,2.1,2.7,5.3,1.5,0.2,2.3,2.5,14.5
3 seasons,NA,BOS,NBA,,207,162,31.3,4.5,9.8,0.456,1.3,3.3,0.399,3.1,6.5,0.484,0.522,2.5,3.2,0.766,0.8,2.3,3.1,5.8,1.7,0.2,2.2,2.8,12.7
3 seasons,NA,NOH,NBA,,160,159,35.3,5.6,13.6,0.41,1.6,4.3,0.373,4,9.4,0.427,0.468,2.4,3.1,0.786,0.5,2,2.5,3.3,1.3,0.2,1.8,2.4,15.2
2 seasons,NA,HOU,NBA,,125,112,33.7,3.4,8.5,0.403,1.5,4,0.374,1.9,4.4,0.43,0.492,2,2.4,0.82,0.4,2.2,2.6,2.9,1,0.1,1.4,2.9,10.3
1 season,NA,NJN,NBA,,60,0,9,1.1,2.9,0.368,0.2,0.8,0.234,0.9,2.1,0.417,0.399,0.7,0.9,0.83,0.2,0.6,0.7,2.1,0.6,0.1,0.9,0.8,3.1
1 season,NA,CLE,NBA,,35,5,10.1,0.6,2.1,0.293,0.3,1.1,0.237,0.4,1.1,0.351,0.353,0.6,0.8,0.714,0.1,0.9,1,1.1,0.3,0.1,0.5,0.9,2.1
