Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,INA,ABA,PF,77,NA,26.6,4.8,10.8,0.446,0,0,0,4.8,10.8,0.447,0.446,2.3,3.5,0.667,NA,NA,6.8,0.9,1.8,3.6,12
1968-69,24,TOT,ABA,PF,77,NA,25.3,4.1,9.3,0.445,0,0.1,0.2,4.1,9.2,0.447,0.446,2.3,3.1,0.742,2.9,4.8,7.7,1.4,1.8,3.6,10.6
1968-69,24,NYA,ABA,PF,30,NA,24.2,4.4,9.3,0.477,0,0,NA,4.4,9.3,0.477,0.477,2.6,3.7,0.709,2.7,4.5,7.1,1.4,2.4,3.6,11.5
1968-69,24,KEN,ABA,PF,47,NA,26,3.9,9.3,0.425,0,0.1,0.2,3.9,9.1,0.428,0.426,2.1,2.8,0.769,3,5,8.1,1.3,1.4,3.6,10
1969-70,25,TOT,ABA,PF,69,NA,11.9,1.8,4.7,0.385,0,0.1,0.2,1.8,4.7,0.388,0.387,0.8,1.3,0.655,1.3,2.4,3.8,0.7,1.2,2.1,4.5
1969-70,25,KEN,ABA,PF,43,NA,12.3,1.8,4.8,0.383,0,0,0,1.8,4.8,0.385,0.383,1,1.5,0.641,1.7,2.3,4,0.8,1.3,2.2,4.6
1969-70,25,INA,ABA,PF,26,NA,11.1,1.8,4.7,0.388,0,0.2,0.25,1.8,4.5,0.393,0.393,0.6,0.9,0.696,0.8,2.6,3.5,0.5,1,1.8,4.3
Career,NA,,ABA,,223,NA,21.6,3.7,8.4,0.435,0,0,0.182,3.6,8.3,0.437,0.436,1.9,2.7,0.695,2.2,3.7,6.2,1,1.6,3.1,9.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,INA,ABA,,103,NA,22.7,4.1,9.2,0.439,0,0,0.2,4,9.2,0.44,0.44,1.9,2.8,0.669,0.8,2.6,6,0.8,1.6,3.2,10
2 seasons,NA,KEN,ABA,,90,NA,19.5,2.9,7.1,0.412,0,0.1,0.167,2.9,7.1,0.414,0.413,1.6,2.2,0.727,2.4,3.7,6.1,1.1,1.4,2.9,7.4
1 season,NA,NYA,ABA,,30,NA,24.2,4.4,9.3,0.477,0,0,NA,4.4,9.3,0.477,0.477,2.6,3.7,0.709,2.7,4.5,7.1,1.4,2.4,3.6,11.5
