Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1970-71,22,BUF,NBA,C,65,NA,19.9,2.4,5.8,0.415,1.2,2.2,0.552,NA,NA,7,0.8,NA,NA,2.2,6
1971-72,23,BUF,NBA,PF,62,NA,20,2.6,5.9,0.443,0.9,1.3,0.744,NA,NA,6.1,0.9,NA,NA,2,6.2
1972-73,24,TOT,NBA,C,72,NA,19,2.4,5.8,0.413,0.8,1.3,0.656,NA,NA,7.3,1,NA,NA,2.5,5.7
1972-73,24,BUF,NBA,C,4,NA,11.8,2,4.3,0.471,0.3,0.5,0.5,NA,NA,3.8,1.5,NA,NA,1.5,4.3
1972-73,24,CLE,NBA,C,68,NA,19.5,2.4,5.9,0.411,0.9,1.3,0.659,NA,NA,7.5,1,NA,NA,2.5,5.7
1973-74,25,TOT,NBA,C,72,NA,19.5,2.4,4.8,0.499,1.2,1.6,0.746,1.5,4,5.5,1,0.4,0.6,2.8,6
1973-74,25,CLE,NBA,C,5,NA,9.8,0.4,2.6,0.154,0.8,0.8,1,1,2.4,3.4,0.8,0,0.4,1.4,1.6
1973-74,25,MIL,NBA,C,67,NA,20.2,2.6,5,0.512,1.2,1.6,0.736,1.5,4.2,5.7,1,0.4,0.6,2.9,6.3
1974-75,26,MIL,NBA,PF,79,NA,31.9,3.1,6.8,0.458,1.3,2,0.684,3,7.3,10.3,1.6,0.6,0.7,3.4,7.6
1975-76,27,LAL,NBA,PF,81,NA,31,3.1,6.5,0.479,1.1,1.6,0.695,2.8,6.2,8.9,1.3,0.7,0.6,3.5,7.3
1976-77,28,LAL,NBA,PF,14,NA,12.1,1.8,3.8,0.472,0.3,0.4,0.667,1.5,3.4,4.9,0.8,0.1,0.1,2,3.9
Career,NA,,NBA,,445,NA,23.6,2.7,5.9,0.452,1.1,1.6,0.672,2.4,5.7,7.5,1.1,0.5,0.6,2.8,6.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MIL,NBA,,146,NA,26.5,2.9,6,0.479,1.3,1.8,0.706,2.3,5.8,8.2,1.3,0.5,0.6,3.2,7
3 seasons,NA,BUF,NBA,,131,NA,19.7,2.5,5.8,0.43,1.1,1.7,0.619,NA,NA,6.5,0.9,NA,NA,2.1,6
2 seasons,NA,LAL,NBA,,95,NA,28.2,2.9,6.1,0.478,1,1.4,0.694,2.6,5.8,8.3,1.2,0.6,0.5,3.3,6.8
2 seasons,NA,CLE,NBA,,73,NA,18.8,2.3,5.7,0.403,0.8,1.3,0.674,1,2.4,7.2,1,0,0.4,2.5,5.5
