,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,22,CHA,NBA,PF,73,1384,.468,11.6,.882,.368,.086,.055,.374,.118,.502,.648,.333,.474,.400,.220,.643,.003,1,1.000,.390,.125,0,0
2008-09,23,TOT,NBA,SF,68,1155,.477,13.3,.740,.312,.077,.070,.281,.260,.507,.584,.318,.600,.450,.392,.607,.004,1,1.000,.554,.463,1,0
2008-09,23,CHA,NBA,SF,20,427,.469,12.0,.917,.323,.094,.063,.438,.083,.477,.452,.444,.833,.452,.375,.714,.010,1,1.000,.625,.600,0,0
2008-09,23,PHO,NBA,SF,48,728,.481,14.0,.651,.307,.069,.074,.201,.349,.528,.655,.231,.500,.447,.394,.538,.000,0,1.000,.545,.444,1,0
2009-10,24,PHO,NBA,SF,82,1991,.459,15.9,.465,.271,.065,.033,.096,.535,.461,.511,.281,.375,.468,.458,.676,.010,5,.992,.462,.463,2,0
2010-11,25,PHO,NBA,SF,82,2140,.477,15.2,.598,.254,.081,.081,.181,.402,.519,.675,.333,.333,.465,.415,.610,.019,12,.990,.360,.418,0,0
2011-12,26,PHO,NBA,SG,65,2020,.485,14.9,.675,.243,.084,.110,.238,.325,.535,.705,.407,.366,.484,.383,.681,.008,5,.988,.344,.403,1,0
2012-13,27,PHO,NBA,SF,79,2170,.468,16.4,.595,.218,.054,.070,.253,.405,.520,.664,.417,.362,.462,.391,.787,.015,10,1.000,.325,.398,1,0
2013-14,28,LAC,NBA,SF,74,1729,.438,19.0,.497,.098,.065,.065,.268,.503,.518,.659,.379,.517,.500,.360,.904,.000,0,1.000,.369,.422,0,0
2014-15,29,MIL,NBA,SG,72,1717,.468,17.4,.546,.168,.050,.111,.217,.454,.537,.662,.238,.553,.500,.385,.782,.005,2,1.000,.359,.391,0,0
2015-16,30,WAS,NBA,PF,81,2098,.478,18.7,.511,.127,.027,.057,.298,.489,.534,.758,.385,.464,.469,.420,.872,.000,0,1.000,.244,.483,0,0
2016-17,31,PHO,NBA,PF,64,1362,.454,19.3,.413,.147,.032,.061,.173,.587,.559,.706,.364,.524,.483,.379,.613,.000,0,1.000,.197,.225,0,0
2017-18,32,PHO,NBA,PF,48,686,.393,18.7,.344,.189,.033,.033,.090,.656,.452,.609,.250,.250,.273,.363,.789,.000,0,1.000,.213,.471,0,0
2018-19,33,BRK,NBA,PF,59,1220,.423,18.2,.368,.209,.079,.025,.054,.632,.545,.620,.368,.500,.538,.351,.875,.000,0,1.000,.205,.452,0,0
2019-20,34,LAL,NBA,SF,40,311,.400,19.4,.320,.160,.080,.000,.080,.680,.250,.125,.500,,.250,.471,1.000,.000,0,1.000,.265,.556,0,0
Career,,,NBA,,887,19983,.464,16.4,.569,.216,.063,.069,.220,.431,.517,.645,.353,.435,.465,.394,.724,.007,36,.997,.330,.414,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,PHO,NBA,,468,11097,.468,16.0,.565,.235,.065,.073,.192,.435,.518,.648,.353,.379,.466,.404,.676,.010,32,.994,.346,.411,5,0
2 seasons,,CHA,NBA,,93,1811,.468,11.7,.890,.358,.088,.056,.387,.110,.496,.610,.359,.560,.413,.245,.658,.005,2,1.000,.429,.238,0,0
1 season,,WAS,NBA,,81,2098,.478,18.7,.511,.127,.027,.057,.298,.489,.534,.758,.385,.464,.469,.420,.872,.000,0,1.000,.244,.483,0,0
1 season,,LAC,NBA,,74,1729,.438,19.0,.497,.098,.065,.065,.268,.503,.518,.659,.379,.517,.500,.360,.904,.000,0,1.000,.369,.422,0,0
1 season,,MIL,NBA,,72,1717,.468,17.4,.546,.168,.050,.111,.217,.454,.537,.662,.238,.553,.500,.385,.782,.005,2,1.000,.359,.391,0,0
1 season,,BRK,NBA,,59,1220,.423,18.2,.368,.209,.079,.025,.054,.632,.545,.620,.368,.500,.538,.351,.875,.000,0,1.000,.205,.452,0,0
1 season,,LAL,NBA,,40,311,.400,19.4,.320,.160,.080,.000,.080,.680,.250,.125,.500,,.250,.471,1.000,.000,0,1.000,.265,.556,0,0
