,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2016-17,22,HOU,NBA,3:54,0,2,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0.3
Career,,,,3:54,0,2,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0.3
