Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1998-99,23,DET,NBA,C,2,0,6,9.3,9.3,1,0,0,NA,9.3,9.3,1,18.5,18.5,1,0,9.3,9.3,0,0,0,0,0,37.1,NA,229,104
1999-00,24,DET,NBA,C,29,0,488,8.9,14.4,0.621,0,0,NA,8.9,14.4,0.621,5.6,7,0.794,4.5,7,11.5,1.7,0.9,3.2,2.4,10.7,23.4,NA,128,104
2000-01,25,DET,NBA,C,81,2,1154,5.8,11.8,0.493,0,0,0,5.8,11.7,0.494,4.2,5.7,0.731,5.3,8.6,13.9,1.4,1.1,2.7,3.2,8.9,15.8,NA,105,100
2001-02,26,DET,NBA,C,30,0,217,7.1,15,0.475,0.2,0.5,0.5,6.9,14.5,0.475,4.9,6.4,0.769,5.4,7.6,13,2.7,1.7,2.2,3.4,8.6,19.4,NA,107,101
2002-03,27,TOT,NBA,C,8,0,43,6.1,16,0.385,0,0,NA,6.1,16,0.385,9.8,12.3,0.8,7.4,2.5,9.8,3.7,0,4.9,2.5,8.6,22.1,NA,116,108
2002-03,27,BOS,NBA,C,3,0,12,0,4.4,0,0,0,NA,0,4.4,0,0,0,NA,4.4,0,4.4,0,0,8.8,0,26.4,0,NA,60,101
2002-03,27,ATL,NBA,C,5,0,31,8.5,20.4,0.417,0,0,NA,8.5,20.4,0.417,13.6,17,0.8,8.5,3.4,11.9,5.1,0,3.4,3.4,1.7,30.6,NA,119,110
2003-04,28,TOT,NBA,PF-C,32,0,395,7,13.9,0.505,0,0,NA,7,13.9,0.505,4.2,4.9,0.857,4.1,7.7,11.8,2.7,1,1.8,3.1,9.1,18.2,NA,110,103
2003-04,28,NJN,NBA,C,4,0,10,5.4,26.8,0.2,0,0,NA,5.4,26.8,0.2,0,0,NA,5.4,5.4,10.7,0,0,0,0,5.4,10.7,NA,57,104
2003-04,28,UTA,NBA,PF,28,0,385,7.1,13.5,0.521,0,0,NA,7.1,13.5,0.521,4.3,5,0.857,4,7.8,11.8,2.7,1,1.9,3.2,9.2,18.4,NA,112,103
2004-05,29,LAC,NBA,PF,74,4,1178,6.6,13.1,0.502,0,0.2,0.2,6.5,12.9,0.507,4.9,6.2,0.787,4.4,6.8,11.2,2.1,0.9,1.5,2.9,7.9,18.1,NA,111,108
2005-06,30,SEA,NBA,C,47,1,583,4.9,11.1,0.435,0,0.2,0,4.9,11,0.443,4.1,5.6,0.742,4,7.7,11.7,2.4,0.6,1.3,3.6,8.3,13.8,NA,99,115
2006-07,31,NJN,NBA,C,79,55,2082,7.8,12.8,0.609,0,0,0,7.8,12.7,0.61,4,5.9,0.681,3.7,6.5,10.2,1.9,1.2,1.5,2.9,6.6,19.6,NA,115,106
2007-08,32,SAC,NBA,PF,82,79,2385,6,10.4,0.577,0,0,0,6,10.4,0.579,2.8,3.9,0.736,3.4,7.1,10.5,1.8,0.7,1,2.3,6.6,14.8,NA,116,111
2008-09,33,TOT,NBA,PF-C,70,20,1202,4.9,8.9,0.553,0,0,NA,4.9,8.9,0.553,2.1,2.6,0.787,3.3,7.8,11.1,2.3,0.7,0.8,2.1,9,11.9,NA,114,111
2008-09,33,SAC,NBA,PF,46,20,746,4.3,8.3,0.521,0,0,NA,4.3,8.3,0.521,2.3,2.9,0.81,3.1,7.3,10.4,1.9,0.9,1,1.8,7.6,10.9,NA,113,115
2008-09,33,BOS,NBA,C,24,0,456,5.9,9.9,0.6,0,0,NA,5.9,9.9,0.6,1.6,2.2,0.737,3.6,8.7,12.3,2.9,0.5,0.6,2.4,11.2,13.5,NA,117,104
2009-10,34,GSW,NBA,C,23,20,406,6.4,10.6,0.6,0,0,NA,6.4,10.6,0.6,0.8,1.3,0.636,3.1,5.1,8.1,4.2,0.6,1.5,2.5,7.1,13.5,NA,115,114
2011-12,36,GSW,NBA,C,7,0,118,4,8.8,0.45,0,0,NA,4,8.8,0.45,2.6,3.1,0.857,3.1,6.6,9.7,2.2,1.3,1.3,3.1,10.6,10.6,NA,96,109
Career,NA,,NBA,,564,181,10257,6.4,11.6,0.551,0,0.1,0.154,6.4,11.6,0.553,3.6,4.9,0.743,3.9,7.2,11.1,2.1,0.9,1.5,2.7,7.8,16.4,NA,113,108
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,DET,NBA,,142,2,1865,6.8,12.8,0.53,0,0.1,0.333,6.8,12.7,0.531,4.7,6.2,0.757,5.1,8,13.1,1.7,1.1,2.8,3,9.3,18.3,NA,112,101
2 seasons,NA,SAC,NBA,,128,99,3131,5.6,9.9,0.566,0,0,0,5.6,9.9,0.567,2.7,3.6,0.75,3.3,7.1,10.5,1.8,0.8,1,2.2,6.8,13.9,NA,115,112
2 seasons,NA,NJN,NBA,,83,55,2092,7.8,12.8,0.605,0,0,0,7.8,12.8,0.606,4,5.9,0.681,3.7,6.5,10.2,1.9,1.2,1.5,2.8,6.6,19.5,NA,115,106
1 season,NA,LAC,NBA,,74,4,1178,6.6,13.1,0.502,0,0.2,0.2,6.5,12.9,0.507,4.9,6.2,0.787,4.4,6.8,11.2,2.1,0.9,1.5,2.9,7.9,18.1,NA,111,108
1 season,NA,SEA,NBA,,47,1,583,4.9,11.1,0.435,0,0.2,0,4.9,11,0.443,4.1,5.6,0.742,4,7.7,11.7,2.4,0.6,1.3,3.6,8.3,13.8,NA,99,115
2 seasons,NA,GSW,NBA,,30,20,524,5.9,10.2,0.573,0,0,NA,5.9,10.2,0.573,1.2,1.7,0.722,3.1,5.4,8.5,3.8,0.7,1.5,2.6,7.8,12.9,NA,111,113
1 season,NA,UTA,NBA,,28,0,385,7.1,13.5,0.521,0,0,NA,7.1,13.5,0.521,4.3,5,0.857,4,7.8,11.8,2.7,1,1.9,3.2,9.2,18.4,NA,112,103
2 seasons,NA,BOS,NBA,,27,0,468,5.8,9.8,0.593,0,0,NA,5.8,9.8,0.593,1.6,2.2,0.737,3.6,8.5,12.1,2.8,0.5,0.8,2.4,11.6,13.2,NA,116,104
1 season,NA,ATL,NBA,,5,0,31,8.5,20.4,0.417,0,0,NA,8.5,20.4,0.417,13.6,17,0.8,8.5,3.4,11.9,5.1,0,3.4,3.4,1.7,30.6,NA,119,110
