Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,21,HOU,NBA,C,8,0,8.6,0.9,1.4,0.636,0,0,NA,0.9,1.4,0.636,0.636,0,0,NA,0.6,1.9,2.5,0.1,0.3,0.6,0.1,2.1,1.8
2012-13,22,HOU,NBA,C,70,10,15.9,2.4,3.9,0.62,0,0,0,2.4,3.9,0.623,0.62,1.2,1.9,0.623,1.6,3,4.6,0.4,0.3,0.6,0.6,2.5,6
2013-14,23,HOU,NBA,C,11,0,9.1,1.6,2.5,0.643,0,0,NA,1.6,2.5,0.643,0.643,0.2,0.5,0.4,1,1.5,2.5,0,0.1,0.2,0.5,1.5,3.5
2014-15,24,DAL,NBA,PF,42,2,8.6,0.7,1.2,0.612,0,0,NA,0.7,1.2,0.612,0.612,0.5,0.9,0.513,0.6,1.3,1.9,0.2,0.2,0.3,0.3,1.3,1.9
2015-16,25,MIN,NBA,PF,18,0,10.7,1,1.8,0.563,0,0,NA,1,1.8,0.563,0.563,0.4,0.9,0.412,0.7,1.7,2.3,0.3,0.2,0.1,0.4,1.6,2.4
Career,NA,,NBA,,149,12,12.3,1.6,2.6,0.617,0,0,0,1.6,2.6,0.618,0.617,0.7,1.3,0.576,1.1,2.2,3.3,0.3,0.2,0.4,0.4,1.9,4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,HOU,NBA,,89,10,14.4,2.2,3.5,0.623,0,0,0,2.2,3.5,0.625,0.623,0.9,1.5,0.615,1.4,2.7,4.1,0.3,0.2,0.5,0.5,2.3,5.3
1 season,NA,DAL,NBA,,42,2,8.6,0.7,1.2,0.612,0,0,NA,0.7,1.2,0.612,0.612,0.5,0.9,0.513,0.6,1.3,1.9,0.2,0.2,0.3,0.3,1.3,1.9
1 season,NA,MIN,NBA,,18,0,10.7,1,1.8,0.563,0,0,NA,1,1.8,0.563,0.563,0.4,0.9,0.412,0.7,1.7,2.3,0.3,0.2,0.1,0.4,1.6,2.4
