Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993-94,20,GSW,NBA,C,76,76,2438,8.4,15.3,0.552,0,0.2,0,8.4,15.1,0.559,2.8,5.2,0.532,4.5,5.7,10.2,4,1.4,2.4,3,3.6,19.7
1994-95,21,WSB,NBA,PF,54,52,2067,8.1,16.3,0.495,0.7,2.5,0.276,7.4,13.8,0.535,2,4.1,0.502,3.5,5.5,9,4.5,1.4,1.5,2.9,3.2,18.9
1995-96,22,WSB,NBA,PF,15,15,558,9.7,17.8,0.543,1,2.2,0.441,8.7,15.6,0.558,2.6,4.5,0.594,2.4,5,7.4,4.8,1.7,0.6,3.2,3.3,23
1996-97,23,WSB,NBA,PF,72,72,2806,7.7,15,0.518,0.8,1.9,0.397,7,13,0.535,2.3,4,0.565,3.1,6.5,9.5,4.2,1.6,1.8,3,3.3,18.5
1997-98,24,WAS,NBA,C,71,71,2809,8.3,17.2,0.482,0.8,2.6,0.317,7.5,14.6,0.512,2.5,4.3,0.589,2.3,6.4,8.6,3.5,1.4,1.6,2.4,3.4,19.9
1998-99,25,SAC,NBA,PF,42,42,1719,7.9,16.3,0.486,0.1,0.7,0.118,7.8,15.6,0.503,1.7,3.6,0.454,3.1,8.3,11.4,3.6,1.3,1.9,3.1,3,17.6
1999-00,26,SAC,NBA,PF,75,75,2880,9.3,19.4,0.483,0.3,1.2,0.284,9,18.2,0.496,3.9,5.2,0.751,2.4,7.5,9.8,4.3,1.5,1.6,2.7,3.3,22.9
2000-01,27,SAC,NBA,PF,70,70,2836,10,20.8,0.481,0,0.4,0.071,10,20.4,0.488,4.1,5.9,0.703,2.3,7.6,9.9,3.7,1.2,1.5,2.5,2.9,24.1
2001-02,28,SAC,NBA,PF,54,54,2071,9.2,18.7,0.495,0.1,0.3,0.263,9.2,18.4,0.499,4.4,5.9,0.749,2.6,6.9,9.5,4.5,1.6,1.3,2.7,3.1,23
2002-03,29,SAC,NBA,PF,67,67,2622,9.1,19.7,0.461,0.1,0.3,0.238,9,19.4,0.465,3,4.9,0.607,2.2,7.5,9.7,5,1.5,1.2,3,2.8,21.2
2003-04,30,SAC,NBA,PF,23,23,831,7.5,18.2,0.413,0,0.2,0.2,7.5,18,0.416,3.5,4.9,0.711,2.1,6.6,8.7,4.5,1.3,0.9,2.6,3.3,18.6
2004-05,31,TOT,NBA,PF,67,67,2370,8.4,19.5,0.433,0.2,0.7,0.341,8.2,18.8,0.436,2.7,3.5,0.794,2,7.3,9.3,4.8,1.4,0.8,2.8,3.3,19.8
2004-05,31,SAC,NBA,PF,46,46,1668,8.9,19.8,0.449,0.2,0.6,0.379,8.7,19.2,0.452,3.1,3.9,0.799,2,7.6,9.6,5.4,1.5,0.7,2.9,3.1,21.1
2004-05,31,PHI,NBA,PF,21,21,702,7.3,18.8,0.391,0.2,0.8,0.267,7.1,18,0.396,1.9,2.5,0.776,1.8,6.6,8.5,3.4,1.3,1,2.5,3.6,16.8
2005-06,32,PHI,NBA,PF,75,75,2893,7.7,17.7,0.434,0.3,1,0.273,7.4,16.7,0.443,3.3,4.3,0.756,2.3,6.9,9.2,3.2,1.3,0.8,2.3,2.7,18.9
2006-07,33,TOT,NBA,PF,61,60,1821,5.7,12.6,0.452,0.1,0.2,0.364,5.6,12.4,0.454,2,3.2,0.638,2.5,6.2,8.6,3.7,1.2,0.8,2.1,2.8,13.5
2006-07,33,PHI,NBA,PF,18,18,544,5.9,15.2,0.387,0.1,0.3,0.4,5.8,14.9,0.387,1.2,1.9,0.643,2.4,7.4,9.9,4,1.2,1,2.2,2.4,13.1
2006-07,33,DET,NBA,PF,43,42,1277,5.6,11.5,0.489,0.1,0.2,0.333,5.6,11.4,0.491,2.4,3.7,0.636,2.5,5.7,8.1,3.6,1.2,0.7,2.1,3,13.7
2007-08,34,GSW,NBA,PF,9,8,126,4.3,8.9,0.484,0,0,NA,4.3,8.9,0.484,1.4,3.4,0.417,0.6,8.6,9.1,5.1,1.1,1.7,3.1,4.9,10
Career,NA,,NBA,,831,827,30847,8.4,17.5,0.479,0.3,1,0.299,8.1,16.5,0.49,3,4.6,0.649,2.7,6.8,9.5,4.1,1.4,1.4,2.7,3.2,20.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,SAC,NBA,,377,377,14627,9.1,19.2,0.473,0.1,0.6,0.238,8.9,18.6,0.48,3.5,5,0.691,2.4,7.5,9.9,4.4,1.4,1.4,2.8,3.1,21.8
4 seasons,NA,"WSB,WAS",NBA,,212,210,8240,8.1,16.3,0.501,0.8,2.3,0.336,7.4,13.9,0.529,2.3,4.1,0.56,2.8,6.1,9,4.1,1.5,1.6,2.8,3.3,19.4
3 seasons,NA,PHI,NBA,,114,114,4139,7.4,17.6,0.421,0.2,0.8,0.278,7.1,16.7,0.428,2.8,3.7,0.751,2.2,6.9,9.2,3.3,1.3,0.8,2.3,2.8,17.8
2 seasons,NA,GSW,NBA,,85,84,2564,8.2,15,0.55,0,0.2,0,8.2,14.8,0.557,2.7,5.2,0.529,4.3,5.9,10.2,4.1,1.4,2.4,3,3.7,19.2
1 season,NA,DET,NBA,,43,42,1277,5.6,11.5,0.489,0.1,0.2,0.333,5.6,11.4,0.491,2.4,3.7,0.636,2.5,5.7,8.1,3.6,1.2,0.7,2.1,3,13.7
