Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,29,ATL,NBA,SG,11,0,351,5.7,15.8,0.364,1.8,5.1,0.36,3.9,10.7,0.365,5,5.9,0.845,0.1,3,3.1,3.1,0.9,0.1,2.1,2.7,18.4
2010-11,30,ATL,NBA,SG,12,0,358,6.1,15.6,0.394,2.1,6,0.35,4,9.6,0.421,4.2,5.1,0.824,0.1,1.5,1.6,3,0.9,0.4,1.6,1.7,18.6
2012-13,32,LAC,NBA,SG,6,0,161,5.4,13.9,0.387,1.3,4.9,0.273,4,8.9,0.45,2.5,2.5,1,0.4,2.2,2.7,2.2,0.7,0.2,0.9,2,14.5
2013-14,33,LAC,NBA,SG,13,0,313,7.8,19.7,0.398,3.1,9.1,0.342,4.7,10.6,0.446,4.5,5.1,0.886,0.6,1.6,2.2,3,1.4,0.2,1.7,2.8,23.2
2014-15,34,LAC,NBA,SG,14,0,379,6.4,17.7,0.36,1.7,7,0.243,4.7,10.6,0.438,2.5,2.8,0.867,0.6,2.3,2.8,2.6,1.2,0.3,1.6,3.2,16.9
2015-16,35,LAC,NBA,SG,6,1,199,7.1,18.6,0.379,0.7,3.8,0.19,6.3,14.8,0.427,4,4.5,0.88,0.4,2,2.4,2.4,1.8,0,1.6,1.6,18.8
2016-17,36,LAC,NBA,SG,7,0,196,6.4,15.2,0.422,1.1,4.6,0.24,5.3,10.7,0.5,2.2,2.2,1,0.4,1.3,1.7,2.4,0.7,0.2,1.7,2.2,16.2
2017-18,37,MIN,NBA,SG,5,0,123,6.1,13.8,0.447,2,5,0.412,4.1,8.8,0.467,2.9,3.8,0.769,0.3,3.5,3.8,3.5,1.5,0,1.5,1.8,17.3
Career,NA,,NBA,,74,1,2080,6.4,16.6,0.386,1.9,6,0.307,4.6,10.6,0.431,3.7,4.2,0.865,0.3,2.1,2.5,2.8,1.1,0.2,1.6,2.4,18.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,LAC,NBA,,46,1,1248,6.7,17.5,0.385,1.8,6.4,0.276,5,11.1,0.448,3.2,3.5,0.902,0.5,1.9,2.4,2.6,1.2,0.2,1.6,2.5,18.4
2 seasons,NA,ATL,NBA,,23,0,709,5.9,15.7,0.379,2,5.6,0.355,4,10.1,0.392,4.6,5.5,0.835,0.1,2.2,2.3,3,0.9,0.3,1.8,2.2,18.5
1 season,NA,MIN,NBA,,5,0,123,6.1,13.8,0.447,2,5,0.412,4.1,8.8,0.467,2.9,3.8,0.769,0.3,3.5,3.8,3.5,1.5,0,1.5,1.8,17.3
