Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,24,IND,NBA,C,14,0,55,3.3,13.7,0.238,0,0,NA,3.3,13.7,0.238,2,2.6,0.75,7.9,6.5,14.4,1.3,0,2,2,3.3,8.5
2013-14,25,PHO,NBA,C,80,79,1964,5.2,10.1,0.517,0,0,NA,5.2,10.1,0.517,1.4,2.4,0.561,3.6,7.8,11.5,0.8,0.9,1.6,2,3.4,11.8
2014-15,26,TOT,NBA,C,73,28,1194,4.1,7.7,0.535,0,0,NA,4.1,7.7,0.535,0.7,1.4,0.478,3.4,6.3,9.6,1,1.2,2,1.5,3.3,8.9
2014-15,26,PHO,NBA,C,54,28,1005,3.8,7,0.549,0,0,NA,3.8,7,0.549,0.7,1.4,0.5,3.4,6.4,9.8,1,1.3,2,1.6,3.5,8.3
2014-15,26,MIL,NBA,C,19,0,189,5.5,11.2,0.492,0,0,NA,5.5,11.2,0.492,0.6,1.5,0.375,3.2,5.5,8.8,1.3,1.1,2.1,1.1,2.3,11.6
2015-16,27,MIL,NBA,C,61,14,870,5.8,9.6,0.601,0,0,NA,5.8,9.6,0.601,1.4,2.4,0.576,3.9,5.7,9.6,0.7,0.9,2.1,1.7,3,13
2016-17,28,TOT,NBA,C,45,12,484,3.3,6.8,0.478,0,0,NA,3.3,6.8,0.478,1.9,2.9,0.641,2.8,4.2,7.1,1.6,1.3,1,2.2,5.4,8.4
2016-17,28,MIL,NBA,C,32,12,310,3.5,7.9,0.441,0,0,NA,3.5,7.9,0.441,2.6,4.1,0.629,2.7,3.5,6.2,2.1,1.3,1,2.6,5.6,9.5
2016-17,28,CHO,NBA,C,13,0,174,2.9,5,0.583,0,0,NA,2.9,5,0.583,0.6,0.8,0.75,3.1,5.6,8.7,0.6,1.4,0.8,1.7,5.2,6.4
2017-18,29,ATL,NBA,C,55,35,918,4.1,7.1,0.583,0,0,NA,4.1,7.1,0.583,1.1,2.4,0.45,3,5.9,8.9,1.8,0.7,1.2,2.5,3.1,9.3
2018-19,30,ATL,NBA,C,18,0,173,6.7,10,0.667,0,0,NA,6.7,10,0.667,3.3,6.2,0.533,3.3,4.8,8.1,3.5,1.2,0.8,2.1,2.9,16.6
Career,NA,,NBA,,346,168,5658,4.8,8.8,0.542,0,0,NA,4.8,8.8,0.542,1.3,2.4,0.543,3.5,6.5,9.9,1.1,1,1.6,2,3.4,10.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,PHO,NBA,,134,107,2969,4.8,9.1,0.525,0,0,NA,4.8,9.1,0.525,1.1,2.1,0.547,3.6,7.4,10.9,0.8,1,1.8,1.9,3.4,10.7
3 seasons,NA,MIL,NBA,,112,26,1369,5.2,9.5,0.553,0,0,NA,5.2,9.5,0.553,1.6,2.7,0.578,3.5,5.2,8.7,1.1,1,1.8,1.8,3.5,12
2 seasons,NA,ATL,NBA,,73,35,1091,4.5,7.5,0.601,0,0,NA,4.5,7.5,0.601,1.4,3,0.478,3.1,5.7,8.8,2,0.8,1.1,2.4,3.1,10.5
1 season,NA,IND,NBA,,14,0,55,3.3,13.7,0.238,0,0,NA,3.3,13.7,0.238,2,2.6,0.75,7.9,6.5,14.4,1.3,0,2,2,3.3,8.5
1 season,NA,CHO,NBA,,13,0,174,2.9,5,0.583,0,0,NA,2.9,5,0.583,0.6,0.8,0.75,3.1,5.6,8.7,0.6,1.4,0.8,1.7,5.2,6.4
