Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000-01,20,LAC,NBA,PG,76,1,16.3,1.9,4.8,0.409,0.4,1.1,0.35,1.6,3.7,0.426,0.448,1.6,2.4,0.698,0.1,1.1,1.2,2.3,0.5,0.1,1.2,1.4,5.9
2001-02,21,LAC,NBA,PG,14,0,11.1,1.6,4.1,0.386,0.3,1,0.286,1.3,3.1,0.419,0.421,0.7,0.9,0.833,0,0.2,0.2,0.9,0.3,0.2,0.7,1.4,4.1
2002-03,22,LAC,NBA,SG,55,1,17.6,2.3,6,0.389,0.9,2.5,0.36,1.4,3.5,0.411,0.465,0.8,1,0.772,0.2,1.1,1.3,1.6,0.4,0.1,1.1,1.7,6.4
2003-04,23,LAC,NBA,PG,58,24,19.6,2.4,6.1,0.389,0.1,0.8,0.174,2.2,5.3,0.422,0.401,1.3,1.6,0.83,0.3,1.1,1.4,2.2,0.8,0.1,1.1,1.9,6.2
2004-05,24,MIA,NBA,PG,74,0,16,1.9,4.7,0.403,0.3,1,0.253,1.6,3.6,0.444,0.43,1.1,1.5,0.78,0.1,1.1,1.2,1.8,0.5,0.1,0.9,1.6,5.2
2005-06,25,ORL,NBA,PG,50,7,22.7,3.6,8.1,0.44,0.3,0.9,0.302,3.3,7.2,0.456,0.456,2,2.4,0.835,0.2,1.3,1.6,2.2,1,0.1,1.6,2.3,9.4
2006-07,26,ORL,NBA,SG,66,2,21.7,2.8,6.9,0.41,0.5,1.5,0.323,2.4,5.5,0.434,0.444,1.7,2.1,0.809,0.3,1,1.3,1.7,0.8,0.2,1.1,1.9,7.9
2007-08,27,ORL,NBA,PG,72,1,18.5,2.8,5.9,0.468,0.3,0.9,0.338,2.4,5,0.492,0.494,2.3,2.7,0.845,0.1,1.3,1.4,1.8,0.5,0.1,0.8,1.8,8.1
2008-09,28,NJN,NBA,PG,77,18,26.9,3.4,7.8,0.436,1.3,3.1,0.421,2.1,4.7,0.446,0.519,1.6,2,0.825,0.3,1.7,2,3.5,0.9,0.1,1.4,1.8,9.7
2009-10,29,NJN,NBA,PG,53,8,18.3,2.4,6.1,0.398,1.1,3,0.376,1.3,3.2,0.419,0.489,0.9,1.2,0.77,0.2,0.9,1,2.5,0.6,0,1.1,1.5,6.9
2010-11,30,MIL,NBA,PG,80,22,22,2.6,6.5,0.397,1,2.9,0.346,1.6,3.6,0.439,0.475,1,1.2,0.83,0.2,1.3,1.5,3,0.7,0.1,1.1,1.5,7.1
2011-12,31,BOS,NBA,SG,46,2,14.4,1.4,3.5,0.405,0.6,1.8,0.333,0.8,1.8,0.476,0.488,0.5,0.7,0.742,0.1,0.8,0.8,1.1,0.3,0,0.7,1.2,4
2012-13,32,MEM,NBA,PG,7,0,11.7,1.4,3,0.476,0.7,1.7,0.417,0.7,1.3,0.556,0.595,0.9,1,0.857,0,0.1,0.1,1.1,0.1,0,0.7,1.1,4.4
Career,NA,,NBA,,728,86,19.4,2.5,6,0.416,0.6,1.8,0.349,1.9,4.2,0.443,0.467,1.4,1.7,0.799,0.2,1.1,1.3,2.2,0.6,0.1,1.1,1.7,7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,LAC,NBA,,203,26,17.2,2.1,5.4,0.395,0.4,1.4,0.323,1.7,4,0.42,0.436,1.3,1.7,0.751,0.2,1,1.2,2,0.6,0.1,1.1,1.6,6
3 seasons,NA,ORL,NBA,,188,10,20.8,3,6.8,0.439,0.4,1.1,0.324,2.6,5.8,0.46,0.464,2,2.4,0.831,0.2,1.2,1.4,1.9,0.7,0.1,1.1,2,8.4
2 seasons,NA,NJN,NBA,,130,26,23.4,3,7.1,0.423,1.2,3,0.403,1.8,4.1,0.438,0.509,1.3,1.7,0.809,0.2,1.4,1.6,3.1,0.8,0.1,1.3,1.7,8.6
1 season,NA,MIL,NBA,,80,22,22,2.6,6.5,0.397,1,2.9,0.346,1.6,3.6,0.439,0.475,1,1.2,0.83,0.2,1.3,1.5,3,0.7,0.1,1.1,1.5,7.1
1 season,NA,MIA,NBA,,74,0,16,1.9,4.7,0.403,0.3,1,0.253,1.6,3.6,0.444,0.43,1.1,1.5,0.78,0.1,1.1,1.2,1.8,0.5,0.1,0.9,1.6,5.2
1 season,NA,BOS,NBA,,46,2,14.4,1.4,3.5,0.405,0.6,1.8,0.333,0.8,1.8,0.476,0.488,0.5,0.7,0.742,0.1,0.8,0.8,1.1,0.3,0,0.7,1.2,4
1 season,NA,MEM,NBA,,7,0,11.7,1.4,3,0.476,0.7,1.7,0.417,0.7,1.3,0.556,0.595,0.9,1,0.857,0,0.1,0.1,1.1,0.1,0,0.7,1.1,4.4
