Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,21,PIT,BAA,C,15,,,1.7,7.5,.223,1.1,1.7,.640,,0.3,2.7,4.4
1947-48,22,Did Not Play (other pro league—PCPBL),Did Not Play (other pro league—PCPBL),Did Not Play (other pro league—PCPBL),Did Not Play (other pro league—PCPBL),Did Not Play (other pro league—PCPBL),Did Not Play (other pro league—PCPBL),Did Not Play (other pro league—PCPBL),Did Not Play (other pro league—PCPBL),Did Not Play (other pro league—PCPBL),Did Not Play (other pro league—PCPBL),Did Not Play (other pro league—PCPBL),Did Not Play (other pro league—PCPBL),Did Not Play (other pro league—PCPBL),Did Not Play (other pro league—PCPBL),Did Not Play (other pro league—PCPBL),Did Not Play (other pro league—PCPBL)
1948-49,23,Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL)
1949-50,24,SHE,NBA,C,54,,,4.0,11.4,.353,5.0,6.5,.766,,1.7,3.7,13.0
1950-51,25,TOT,NBA,C,63,,,3.5,9.5,.372,2.9,4.2,.687,5.4,1.4,3.8,10.0
1950-51,25,TRI,NBA,C,22,,,4.0,10.8,.366,3.3,4.6,.706,5.1,1.2,4.2,11.2
1950-51,25,SYR,NBA,C,41,,,3.3,8.8,.376,2.7,4.0,.675,5.5,1.6,3.5,9.3
1951-52,26,SYR,NBA,C,66,,20.0,2.9,7.0,.413,2.3,2.8,.797,4.4,1.0,2.9,8.0
1952-53,27,SYR,NBA,C,70,,19.4,2.1,6.2,.333,2.1,2.8,.734,3.4,1.1,3.5,6.2
Career,NA,,TOT,,268,,19.7,3.0,8.3,.360,2.8,3.8,.742,4.3,1.2,3.4,8.8
,NA,,NBA,,253,,19.7,3.1,8.4,.367,2.9,4.0,.744,4.3,1.3,3.5,9.1
,NA,,BAA,,15,,,1.7,7.5,.223,1.1,1.7,.640,,0.3,2.7,4.4
,NA,,,,,,,,,,,,,,,,
3 seasons,NA,SYR,NBA,,177,,19.7,2.7,7.1,.374,2.3,3.1,.738,4.2,1.1,3.3,7.6
1 season,NA,SHE,NBA,,54,,,4.0,11.4,.353,5.0,6.5,.766,,1.7,3.7,13.0
1 season,NA,TRI,NBA,,22,,,4.0,10.8,.366,3.3,4.6,.706,5.1,1.2,4.2,11.2
1 season,NA,PIT,BAA,,15,,,1.7,7.5,.223,1.1,1.7,.640,,0.3,2.7,4.4
