,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2002-03,24,TOT,NBA,SG,10,93,.343,11.8,.971,.286,.114,.086,.486,.029,.353,.600,.000,.333,.294,.000,.583,.000,0,,1.000,.000,0,0
2002-03,24,SAS,NBA,SG,7,22,.500,8.8,1.000,.400,.100,.200,.300,.000,.500,.750,.000,.500,.333,,.400,.000,0,,,,0,0
2002-03,24,DEN,NBA,SG,3,71,.280,12.9,.960,.240,.120,.040,.560,.040,.292,.500,.000,.000,.286,.000,.714,.000,0,,1.000,.000,0,0
2003-04,25,SAS,NBA,SG,58,627,.434,12.2,.929,.224,.173,.163,.367,.071,.445,.568,.412,.500,.361,.286,.593,.026,3,1.000,.786,.364,1,0
2004-05,26,SAS,NBA,SG,67,1238,.423,13.8,.704,.271,.120,.071,.242,.296,.444,.604,.388,.345,.323,.372,.703,.039,16,.933,.471,.386,1,0
2005-06,27,UTA,NBA,SG,81,1711,.393,12.6,.776,.338,.101,.078,.260,.224,.411,.556,.283,.195,.336,.331,.619,.013,6,1.000,.297,.371,2,0
2006-07,28,NOK,NBA,SG,58,1662,.420,14.3,.591,.286,.119,.061,.124,.409,.463,.541,.455,.353,.348,.357,.421,.023,13,.914,.203,.413,3,0
2007-08,29,CLE,NBA,SG,78,1762,.409,12.5,.725,.337,.137,.109,.141,.275,.447,.525,.438,.328,.360,.308,.500,.017,8,.978,.390,.333,3,0
2008-09,30,NOH,NBA,SG,63,869,.355,12.1,.690,.358,.115,.086,.131,.310,.384,.473,.417,.185,.244,.289,.410,.013,4,.964,.227,.318,0,0
2009-10,31,TOT,NBA,SG,50,1060,.377,15.3,.546,.280,.080,.053,.133,.454,.396,.554,.276,.105,.250,.354,.551,.014,5,.862,.159,.385,0,0
2009-10,31,NOH,NBA,SG,39,967,.394,15.1,.548,.286,.089,.046,.126,.452,.416,.559,.276,.133,.293,.367,.554,.015,5,.870,.150,.455,0,0
2009-10,31,CHI,NBA,SG,11,93,.222,17.2,.528,.222,.000,.111,.194,.472,.211,.500,,.000,.000,.235,.500,.000,0,.750,.235,.000,0,0
Career,,,NBA,,465,9022,.401,13.3,.697,.305,.118,.083,.191,.303,.429,.544,.387,.300,.326,.338,.545,.020,55,.933,.287,.369,10,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,"NOK,NOH",NBA,,160,3498,.396,14.0,.605,.305,.110,.064,.127,.395,.428,.525,.405,.250,.305,.346,.450,.018,22,.908,.191,.400,3,0
3 seasons,,SAS,NBA,,132,1887,.428,13.2,.780,.259,.137,.102,.283,.220,.446,.597,.393,.429,.339,.363,.654,.034,19,.939,.504,.382,2,0
1 season,,UTA,NBA,,81,1711,.393,12.6,.776,.338,.101,.078,.260,.224,.411,.556,.283,.195,.336,.331,.619,.013,6,1.000,.297,.371,2,0
1 season,,CLE,NBA,,78,1762,.409,12.5,.725,.337,.137,.109,.141,.275,.447,.525,.438,.328,.360,.308,.500,.017,8,.978,.390,.333,3,0
1 season,,CHI,NBA,,11,93,.222,17.2,.528,.222,.000,.111,.194,.472,.211,.500,,.000,.000,.235,.500,.000,0,.750,.235,.000,0,0
1 season,,DEN,NBA,,3,71,.280,12.9,.960,.240,.120,.040,.560,.040,.292,.500,.000,.000,.286,.000,.714,.000,0,,1.000,.000,0,0
