,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,24,TOR,NBA,SF,75,2979,.460,14.1,.760,.245,.100,.124,.290,.240,.477,.613,.337,.432,.428,.408,.558,.028,44,.772,.169,.403,1,0
2001-02,25,TOR,NBA,SG,60,2385,.428,14.1,.761,.216,.132,.138,.275,.239,.441,.571,.436,.370,.376,.387,.425,.051,59,.851,.176,.418,1,0
2002-03,26,TOR,NBA,SG,43,1471,.467,14.3,.828,.187,.121,.150,.370,.172,.493,.655,.489,.535,.395,.344,.506,.058,43,.822,.183,.333,0,0
2003-04,27,TOR,NBA,SG,73,2785,.417,13.7,.833,.199,.141,.168,.325,.167,.424,.583,.400,.343,.380,.383,.384,.039,52,.860,.243,.458,3,0
2004-05,28,TOT,NBA,SF-SG,77,2828,.452,12.8,.797,.252,.171,.130,.243,.203,.463,.591,.405,.353,.430,.406,.508,.051,70,.835,.115,.361,2,0
2004-05,28,TOR,NBA,SG,20,608,.411,13.6,.805,.215,.172,.116,.301,.195,.432,.554,.346,.314,.440,.322,.495,.036,11,.842,.203,.250,0,0
2004-05,28,NJN,NBA,SF,57,2220,.462,12.7,.795,.262,.171,.134,.228,.205,.471,.599,.420,.361,.428,.425,.511,.055,59,.833,.094,.417,2,0
2005-06,29,NJN,NBA,SG,79,2906,.430,12.6,.758,.311,.148,.090,.210,.242,.459,.559,.375,.353,.414,.341,.441,.062,87,.744,.169,.371,1,0
2006-07,30,NJN,NBA,SG,82,3126,.454,12.9,.727,.331,.109,.064,.223,.273,.491,.582,.437,.382,.413,.357,.453,.057,86,.814,.119,.442,1,0
2007-08,31,NJN,NBA,SG,76,2959,.456,12.8,.788,.316,.094,.110,.267,.212,.482,.558,.455,.472,.407,.359,.458,.061,71,.786,.165,.467,3,0
2008-09,32,NJN,NBA,SG,80,2946,.437,15.0,.709,.242,.072,.113,.282,.291,.459,.563,.433,.408,.396,.385,.284,.035,46,.775,.176,.478,5,0
2009-10,33,ORL,NBA,SG,75,2310,.428,14.7,.681,.244,.092,.140,.205,.319,.456,.552,.409,.380,.413,.367,.225,.030,28,.782,.191,.355,3,0
2010-11,34,TOT,NBA,SG,73,2051,.437,14.9,.640,.227,.143,.101,.169,.360,.479,.644,.433,.344,.377,.361,.330,.045,36,.922,.302,.443,3,0
2010-11,34,ORL,NBA,SG,22,664,.470,13.7,.707,.278,.158,.105,.165,.293,.521,.649,.476,.500,.364,.346,.204,.041,10,.852,.295,.478,1,0
2010-11,34,PHO,NBA,SG,51,1387,.422,15.5,.611,.205,.136,.099,.171,.389,.458,.641,.412,.274,.383,.366,.400,.046,26,.944,.305,.432,2,0
2011-12,35,DAL,NBA,SG,61,1542,.411,14.7,.622,.227,.146,.090,.159,.378,.442,.610,.316,.367,.360,.361,.262,.044,20,.865,.249,.333,1,0
2012-13,36,DAL,NBA,SF,81,2093,.435,17.1,.533,.170,.133,.076,.154,.467,.461,.559,.430,.369,.424,.406,.257,.033,26,.772,.133,.283,4,0
2013-14,37,DAL,NBA,SG,81,1973,.407,16.6,.543,.184,.129,.081,.148,.457,.418,.517,.410,.333,.350,.394,.207,.021,15,.760,.159,.390,4,0
2014-15,38,MEM,NBA,SG,66,1091,.333,19.3,.429,.131,.074,.067,.158,.571,.379,.472,.333,.407,.313,.297,.242,.012,5,.928,.138,.375,2,0
2015-16,39,MEM,NBA,SG,60,1005,.388,16.9,.507,.207,.093,.073,.134,.493,.425,.535,.313,.360,.370,.349,.500,.052,16,.864,.172,.345,4,2
2016-17,40,MEM,NBA,SF,73,1799,.394,18.4,.396,.182,.092,.047,.076,.604,.418,.483,.444,.174,.378,.378,.432,.022,10,.875,.193,.351,2,0
2017-18,41,SAC,NBA,SF,58,1026,.403,18.2,.417,.170,.092,.042,.113,.583,.483,.583,.308,.583,.438,.345,.474,.039,10,.982,.145,.292,2,0
2018-19,42,ATL,NBA,PF,76,1330,.419,19.8,.325,.147,.071,.064,.043,.675,.480,.623,.273,.467,.350,.389,.589,.036,15,.911,.152,.458,3,0
2019-20,43,ATL,NBA,SF,60,876,.352,20.4,.336,.079,.082,.102,.072,.664,.451,.417,.560,.419,.409,.302,.457,.007,2,.869,.188,.342,0,0
Career,,,NBA,,1409,41481,.432,14.6,.689,.236,.118,.108,.227,.311,.460,.576,.406,.390,.400,.371,.414,.043,741,.827,.174,.395,45,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,NJN,NBA,,374,14157,.447,13.2,.753,.294,.119,.100,.241,.247,.473,.572,.418,.395,.410,.370,.432,.054,349,.790,.146,.437,12,0
5 seasons,,TOR,NBA,,271,10228,.439,14.0,.791,.216,.125,.142,.308,.209,.454,.597,.402,.399,.399,.385,.472,.041,209,.820,.190,.406,5,0
3 seasons,,DAL,NBA,,223,5608,.419,16.3,.558,.189,.135,.082,.153,.442,.440,.559,.393,.356,.382,.392,.241,.031,61,.785,.167,.337,9,0
3 seasons,,MEM,NBA,,199,3895,.372,18.3,.437,.172,.086,.061,.119,.563,.408,.498,.374,.320,.347,.344,.398,.027,31,.888,.169,.356,8,2
2 seasons,,ATL,NBA,,136,2206,.392,20.0,.329,.120,.075,.079,.054,.671,.469,.570,.397,.443,.381,.355,.538,.025,17,.897,.166,.407,3,0
2 seasons,,ORL,NBA,,97,2974,.436,14.5,.686,.251,.105,.133,.197,.314,.470,.575,.430,.400,.405,.363,.220,.032,38,.795,.211,.388,4,0
1 season,,SAC,NBA,,58,1026,.403,18.2,.417,.170,.092,.042,.113,.583,.483,.583,.308,.583,.438,.345,.474,.039,10,.982,.145,.292,2,0
1 season,,PHO,NBA,,51,1387,.422,15.5,.611,.205,.136,.099,.171,.389,.458,.641,.412,.274,.383,.366,.400,.046,26,.944,.305,.432,2,0
