Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1999-00,20,CHI,NBA,PF,81,80,2999,11.3,23.4,0.482,0,0,0,11.3,23.3,0.483,6.6,9.6,0.685,6.2,8.3,14.5,2.8,1.2,2.4,4.1,4.6,29.1,NA,104,103
2000-01,21,CHI,NBA,PF,74,74,2906,10.7,22.5,0.476,0,0,0,10.7,22.4,0.477,6.2,8.7,0.708,5.3,8.5,13.8,4.4,1.3,2.2,4,4.5,27.6,NA,103,106
2001-02,22,LAC,NBA,PF,80,80,3020,9.4,17.8,0.527,0,0,NA,9.4,17.8,0.527,6.9,9.2,0.742,7,9.3,16.3,3.4,1.4,2.9,3.1,4.5,25.6,NA,120,103
2002-03,23,LAC,NBA,PF,62,61,2454,9.7,19.3,0.502,0,0,0,9.7,19.2,0.502,5.2,7.6,0.685,6.1,9,15.1,3.4,1.5,3.4,3.4,4.4,24.5,NA,109,103
2003-04,24,LAC,NBA,PF,69,68,2670,9.6,19.4,0.493,0,0,0,9.6,19.4,0.493,8.1,10.5,0.773,5.3,8.8,14.1,4.5,1.3,3,3.8,4.5,27.3,NA,114,106
2004-05,25,LAC,NBA,PF,81,81,3001,11.3,22.4,0.503,0,0.1,0,11.3,22.4,0.504,6.5,8.7,0.752,5.3,8.5,13.8,3.7,1.1,3,3.3,4.3,29.1,NA,113,104
2005-06,26,LAC,NBA,PF,79,79,3099,12.8,24.2,0.527,0,0.1,0.333,12.7,24.2,0.527,7.4,9.6,0.775,4,9.4,13.3,3.5,1.4,3.4,2.9,3.8,33,NA,116,100
2006-07,27,LAC,NBA,PF,80,80,3077,11.1,20.8,0.533,0,0,1,11.1,20.8,0.532,6,7.9,0.761,4.6,8.2,12.8,4,1.3,3.1,3.5,4.1,28.2,NA,114,103
2007-08,28,LAC,NBA,PF,8,6,274,9.9,21.7,0.456,0,0,NA,9.9,21.7,0.456,7,8.9,0.787,4,8.2,12.2,3,0.6,2.9,3.2,4,26.8,NA,104,108
2008-09,29,PHI,NBA,PF,29,23,920,9.5,21.2,0.447,0,0,NA,9.5,21.2,0.447,4.2,6.3,0.676,4.5,10.3,14.7,2.1,1,2.6,3.9,4.5,23.1,NA,97,105
2009-10,30,PHI,NBA,PF,76,57,2297,9.4,19.6,0.48,0,0,0,9.4,19.6,0.481,3.9,5.3,0.738,4.1,6.4,10.5,2.5,1.9,1.8,3,5.3,22.7,NA,104,109
2010-11,31,PHI,NBA,PF,81,81,2809,9.4,18.3,0.512,0,0,0,9.4,18.3,0.512,4,5.1,0.78,4.4,8.2,12.6,2.2,1.7,2,1.9,4.5,22.7,NA,114,103
2011-12,32,PHI,NBA,C,60,60,1732,8.9,18,0.494,0,0,0,8.9,17.9,0.495,2.6,3.6,0.733,4.5,8.8,13.3,3,1.8,3,2,5.4,20.4,NA,108,96
2012-13,33,DAL,NBA,C,72,18,1527,7.6,16,0.473,0,0,0,7.6,15.9,0.474,2.2,3.1,0.71,4.3,10,14.4,2.3,1.7,3,1.9,6.4,17.3,NA,105,102
2013-14,34,ATL,NBA,C,73,15,1414,6.4,11.9,0.539,0,0.1,0,6.4,11.8,0.542,2.2,3.4,0.649,3.5,9.5,12.9,2.7,1.4,3.2,2.2,6.9,15,NA,110,103
2014-15,35,ATL,NBA,C,36,4,486,4.4,10,0.442,0,0.1,0,4.4,9.9,0.447,1.3,2.4,0.522,2.9,7.6,10.5,2.3,1.8,2.6,1.9,5.7,10.1,NA,96,101
2015-16,36,PHI,NBA,C,17,1,225,6.8,15.7,0.431,0,0.2,0,6.8,15.5,0.437,1.7,2,0.889,2,11.8,13.7,3.9,2,1.7,2.4,7,15.2,NA,93,105
Career,NA,,NBA,,1058,868,34910,10,19.9,0.5,0,0,0.095,10,19.9,0.501,5.5,7.5,0.736,5,8.7,13.7,3.3,1.4,2.8,3.1,4.7,25.4,NA,110,104
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,LAC,NBA,,459,455,17595,10.7,20.8,0.514,0,0,0.222,10.7,20.7,0.515,6.7,8.9,0.752,5.3,8.8,14.2,3.7,1.3,3.1,3.3,4.3,28.1,NA,114,103
5 seasons,NA,PHI,NBA,,263,222,7983,9.2,18.8,0.488,0,0,0,9.2,18.8,0.489,3.6,4.9,0.746,4.3,8.1,12.4,2.5,1.7,2.2,2.5,5,22,NA,107,104
2 seasons,NA,CHI,NBA,,155,154,5905,11,22.9,0.479,0,0,0,11,22.9,0.48,6.4,9.2,0.695,5.8,8.4,14.2,3.6,1.2,2.3,4.1,4.6,28.3,NA,104,105
2 seasons,NA,ATL,NBA,,109,19,1900,5.9,11.4,0.518,0,0.1,0,5.9,11.3,0.521,2,3.1,0.624,3.3,9,12.3,2.6,1.5,3,2.1,6.6,13.8,NA,107,102
1 season,NA,DAL,NBA,,72,18,1527,7.6,16,0.473,0,0,0,7.6,15.9,0.474,2.2,3.1,0.71,4.3,10,14.4,2.3,1.7,3,1.9,6.4,17.3,NA,105,102
