,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2001-02,22,CHI,NBA,SG,78,2237,.425,14.9,.737,.236,.059,.111,.331,.263,.447,.615,.324,.414,.361,.364,.599,.043,27,.950,.206,.265,3,0
2002-03,23,CHI,NBA,SG,82,1999,.367,13.3,.898,.173,.161,.209,.355,.102,.372,.515,.381,.317,.331,.325,.534,.008,3,1.000,.325,.154,0,0
2003-04,24,MIN,NBA,SG,81,2264,.465,13.9,.966,.192,.068,.163,.543,.034,.470,.589,.423,.419,.449,.308,.798,.016,6,1.000,.231,1.000,1,0
2004-05,25,MIN,NBA,SG,82,2068,.474,10.7,.977,.295,.183,.154,.345,.023,.483,.557,.414,.466,.463,.091,.674,.053,23,1.000,.000,,2,0
2005-06,26,MIN,NBA,SG,77,2514,.464,11.1,.963,.269,.175,.188,.330,.037,.470,.572,.509,.388,.414,.304,.541,.037,23,.714,.174,.500,3,0
2006-07,27,MIN,NBA,SG,76,2223,.490,11.2,.944,.280,.147,.165,.352,.056,.505,.605,.477,.452,.462,.240,.550,.038,15,1.000,.480,.250,0,0
2007-08,28,TOT,NBA,SG,63,773,.422,15.1,.933,.141,.067,.163,.563,.067,.437,.263,.444,.409,.487,.222,.745,.000,0,1.000,.556,.400,0,0
2007-08,28,DAL,NBA,SG,37,463,.463,15.0,.950,.125,.075,.175,.575,.050,.474,.100,.500,.429,.565,.250,.778,.000,0,1.000,.750,.333,0,0
2007-08,28,NJN,NBA,SG,26,310,.364,15.1,.909,.164,.055,.145,.545,.091,.380,.444,.333,.375,.367,.200,.684,.000,0,1.000,.400,.500,0,0
2008-09,29,NJN,NBA,SF,53,1094,.450,13.2,.958,.251,.063,.089,.555,.042,.459,.542,.333,.529,.425,.250,.702,.037,6,1.000,.500,.250,0,0
2009-10,30,NJN,NBA,SF,52,1106,.411,11.4,.977,.329,.091,.078,.479,.023,.421,.583,.200,.294,.371,.000,.578,.014,3,,.200,.000,0,0
Career,,,NBA,,644,16278,.445,12.6,.914,.247,.123,.153,.392,.086,.457,.571,.424,.406,.416,.318,.620,.032,106,.947,.254,.289,9,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,MIN,NBA,,316,9069,.473,11.6,.962,.263,.149,.169,.381,.038,.481,.579,.465,.426,.445,.250,.627,.037,67,.889,.264,.421,6,0
2 seasons,,CHI,NBA,,160,4236,.403,14.3,.799,.212,.098,.149,.340,.201,.415,.583,.360,.362,.349,.356,.574,.029,30,.959,.229,.234,3,0
3 seasons,,NJN,NBA,,131,2510,.422,12.6,.961,.277,.075,.090,.518,.039,.432,.558,.257,.405,.394,.167,.642,.022,9,1.000,.389,.286,0,0
1 season,,DAL,NBA,,37,463,.463,15.0,.950,.125,.075,.175,.575,.050,.474,.100,.500,.429,.565,.250,.778,.000,0,1.000,.750,.333,0,0
