Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,23,LAL,NBA,C,3,0,8.3,1,1.7,0.6,0,0,NA,1,1.7,0.6,0.6,1.7,2,0.833,1.3,1,2.3,0,0,0.3,0.7,1.7,3.7
2006-07,24,LAL,NBA,C,4,0,12,1.3,3.5,0.357,0,0,NA,1.3,3.5,0.357,0.357,1.8,2.5,0.7,1.5,1.5,3,0.3,0.5,0.3,0.3,2,4.3
2007-08,25,LAL,NBA,C,19,0,9.8,0.7,1.9,0.389,0,0,NA,0.7,1.9,0.389,0.389,0.5,0.9,0.588,0.3,1.1,1.4,0.3,0.1,0.9,0.5,2.2,2
2010-11,28,NYK,NBA,C,4,4,18.8,2,3,0.667,0,0,NA,2,3,0.667,0.667,1.8,2.5,0.7,1,1.8,2.8,1,0.3,1.5,0.8,1,5.8
2011-12,29,MIA,NBA,C,12,7,10.1,0.8,1.5,0.556,0,0,NA,0.8,1.5,0.556,0.556,0.3,0.9,0.273,0.9,1.7,2.6,0.1,0.1,0.7,0.5,1.9,1.9
2012-13,30,LAC,NBA,C,5,0,11.8,1.4,2,0.7,0,0,NA,1.4,2,0.7,0.7,0.4,0.8,0.5,0.8,0.8,1.6,0,0.2,0.6,0.4,2.8,3.2
Career,NA,,NBA,,47,11,11,1,2,0.495,0,0,NA,1,2,0.495,0.495,0.7,1.2,0.586,0.7,1.3,2,0.2,0.1,0.8,0.5,2,2.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,LAL,NBA,,26,0,10,0.8,2.1,0.4,0,0,NA,0.8,2.1,0.4,0.4,0.8,1.3,0.667,0.6,1.2,1.8,0.2,0.2,0.8,0.5,2.1,2.5
1 season,NA,MIA,NBA,,12,7,10.1,0.8,1.5,0.556,0,0,NA,0.8,1.5,0.556,0.556,0.3,0.9,0.273,0.9,1.7,2.6,0.1,0.1,0.7,0.5,1.9,1.9
1 season,NA,LAC,NBA,,5,0,11.8,1.4,2,0.7,0,0,NA,1.4,2,0.7,0.7,0.4,0.8,0.5,0.8,0.8,1.6,0,0.2,0.6,0.4,2.8,3.2
1 season,NA,NYK,NBA,,4,4,18.8,2,3,0.667,0,0,NA,2,3,0.667,0.667,1.8,2.5,0.7,1,1.8,2.8,1,0.3,1.5,0.8,1,5.8
