,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2010-11,24,TOT,NBA,C,45,524,.474,6.3,1.000,.534,.195,.090,.180,.000,.474,.648,.154,.500,.292,,.683,.248,28,,,,0,0
2010-11,24,NYK,NBA,C,34,458,.464,6.3,1.000,.563,.170,.080,.188,.000,.464,.651,.053,.444,.286,,.654,.268,26,,,,0,0
2010-11,24,DEN,NBA,C,11,66,.524,6.6,1.000,.381,.333,.143,.143,.000,.524,.625,.429,.667,.333,,.818,.143,2,,,,0,0
2011-12,25,DEN,NBA,C,44,687,.526,5.1,1.000,.568,.232,.089,.111,.000,.526,.574,.455,.647,.333,,.800,.216,35,,,,0,0
2012-13,26,DEN,NBA,C,41,366,.506,6.6,.977,.552,.172,.115,.138,.023,.518,.646,.333,.400,.333,.000,.659,.218,14,,.500,.000,0,0
2013-14,27,DEN,NBA,C,82,1770,.523,5.2,.956,.561,.301,.040,.053,.044,.539,.637,.409,.409,.345,.167,.754,.206,95,1.000,.167,.000,0,0
2014-15,28,TOT,NBA,C,81,2045,.555,4.9,.989,.597,.212,.065,.115,.011,.557,.692,.333,.270,.431,.333,.756,.253,128,1.000,.833,.400,0,0
2014-15,28,DEN,NBA,C,35,897,.504,6.1,.974,.543,.185,.099,.147,.026,.509,.635,.395,.174,.412,.333,.704,.194,37,1.000,.833,.400,0,0
2014-15,28,CLE,NBA,C,46,1148,.590,4.1,1.000,.635,.231,.042,.093,.000,.590,.726,.299,.429,.452,,.787,.293,91,,,,0,0
2015-16,29,CLE,NBA,C,76,1326,.565,4.7,.981,.610,.178,.103,.089,.019,.574,.689,.391,.297,.469,.143,.851,.251,78,1.000,.857,.167,0,0
2016-17,30,LAL,NBA,C,54,1104,.515,6.9,.997,.439,.259,.125,.174,.003,.517,.660,.353,.439,.456,.000,.746,.186,52,,.000,,0,0
2017-18,31,BRK,NBA,C,31,359,.559,7.3,.806,.548,.183,.043,.032,.194,.640,.725,.529,.250,.333,.222,.771,.204,18,1.000,.833,.267,1,0
Career,,,NBA,,454,8181,.535,5.5,.975,.558,.233,.078,.106,.025,.543,.662,.374,.389,.403,.190,.767,.225,448,1.000,.534,.226,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,DEN,NBA,,213,3786,.518,5.5,.970,.554,.254,.070,.092,.030,.528,.626,.410,.400,.364,.188,.746,.205,183,1.000,.313,.200,0,0
2 seasons,,CLE,NBA,,122,2474,.577,4.4,.990,.622,.203,.074,.091,.010,.582,.708,.340,.333,.460,.143,.820,.271,169,1.000,.857,.167,0,0
1 season,,LAL,NBA,,54,1104,.515,6.9,.997,.439,.259,.125,.174,.003,.517,.660,.353,.439,.456,.000,.746,.186,52,,.000,,0,0
1 season,,NYK,NBA,,34,458,.464,6.3,1.000,.563,.170,.080,.188,.000,.464,.651,.053,.444,.286,,.654,.268,26,,,,0,0
1 season,,BRK,NBA,,31,359,.559,7.3,.806,.548,.183,.043,.032,.194,.640,.725,.529,.250,.333,.222,.771,.204,18,1.000,.833,.267,1,0
