,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,22,NYK,NBA,SF,67,1129,.596,4.5,1.000,.652,.143,.070,.135,.000,.596,.680,.303,.188,.710,,.664,.209,41,,,,0,0
2006-07,23,NYK,NBA,PF,58,1731,.600,3.3,1.000,.725,.143,.030,.103,.000,.600,.700,.386,.167,.317,,.588,.153,59,,,,0,0
2007-08,24,NYK,NBA,PF,81,2356,.552,3.5,.997,.697,.136,.091,.073,.003,.554,.603,.464,.482,.333,.000,.592,.175,102,,1.000,.000,0,0
2008-09,25,NYK,NBA,C,81,2824,.549,4.7,.997,.636,.121,.123,.117,.003,.551,.636,.504,.316,.378,.000,.665,.114,103,,.000,,0,0
2009-10,26,NYK,NBA,C,81,3019,.545,8.0,.994,.464,.134,.114,.282,.006,.549,.663,.435,.490,.439,.000,.638,.056,68,,.125,.000,0,0
2010-11,27,GSW,NBA,PF,73,2634,.507,8.9,.997,.354,.236,.120,.287,.003,.508,.688,.342,.444,.448,.333,.675,.086,80,1.000,.000,,0,0
2011-12,28,GSW,NBA,PF,57,2121,.503,7.5,.995,.382,.317,.110,.187,.005,.506,.688,.366,.475,.390,.000,.623,.074,66,,.000,,0,0
2012-13,29,GSW,NBA,PF,79,2907,.519,7.8,.997,.387,.291,.116,.203,.003,.521,.686,.412,.415,.421,.000,.683,.059,65,,.000,,2,0
2013-14,30,GSW,NBA,PF,69,2288,.523,5.7,.999,.466,.355,.078,.100,.001,.523,.670,.408,.390,.357,.000,.682,.075,70,,.000,,0,0
2014-15,31,GSW,NBA,PF,49,904,.511,6.1,.994,.482,.326,.080,.105,.006,.514,.689,.314,.560,.303,.000,.706,.077,23,,.000,,1,0
2015-16,32,TOT,NBA,PF,55,903,.531,4.0,.997,.606,.281,.054,.057,.003,.533,.635,.383,.389,.316,.000,.674,.093,30,,.000,,0,0
2015-16,32,BOS,NBA,PF,30,470,.453,4.6,.995,.557,.302,.068,.068,.005,.455,.533,.379,.385,.231,.000,.609,.057,10,,.000,,0,0
2015-16,32,DAL,NBA,PF,25,433,.636,3.2,1.000,.671,.252,.035,.042,.000,.636,.750,.389,.400,.500,,.736,.140,20,,,,0,0
2016-17,33,SAS,NBA,PF,79,1477,.590,4.7,1.000,.600,.245,.081,.074,.000,.590,.706,.417,.471,.355,,.698,.107,44,,,,0,0
Career,,,NBA,,829,24293,.535,6.4,.997,.498,.229,.099,.170,.003,.537,.666,.397,.425,.415,.034,.656,.092,751,1.000,.103,.000,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,NYK,NBA,,368,11059,.557,5.5,.996,.596,.132,.100,.169,.004,.559,.649,.442,.404,.425,.000,.633,.114,373,,.231,.000,0,0
5 seasons,,GSW,NBA,,327,10854,.513,7.4,.997,.403,.301,.105,.188,.003,.515,.683,.381,.440,.411,.067,.670,.073,304,1.000,.000,,3,0
1 season,,SAS,NBA,,79,1477,.590,4.7,1.000,.600,.245,.081,.074,.000,.590,.706,.417,.471,.355,,.698,.107,44,,,,0,0
1 season,,BOS,NBA,,30,470,.453,4.6,.995,.557,.302,.068,.068,.005,.455,.533,.379,.385,.231,.000,.609,.057,10,,.000,,0,0
1 season,,DAL,NBA,,25,433,.636,3.2,1.000,.671,.252,.035,.042,.000,.636,.750,.389,.400,.500,,.736,.140,20,,,,0,0
