Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984-85,22,PHI,NBA,PG,38,1,269,6.7,17.9,0.373,0.5,4,0.133,6.2,13.9,0.442,2.4,3.5,0.692,0.4,2,2.4,6,1.1,0,3.3,2.3,16.3
1985-86,23,TOT,NBA,PG,68,1,1198,5.5,14,0.395,1.2,3.4,0.36,4.3,10.6,0.406,3.7,4.7,0.794,0.8,2,2.7,5.5,1,0,2.2,2.1,16
1985-86,23,PHI,NBA,PG,29,1,455,4.5,10.8,0.419,1,2.3,0.448,3.5,8.5,0.411,2.1,2.7,0.794,0.7,1.4,2.1,5.9,1.1,0,0.6,1.9,12.2
1985-86,23,WSB,NBA,PG,39,0,743,6.2,16,0.385,1.4,4.1,0.329,4.8,11.9,0.404,4.7,5.9,0.793,0.8,2.3,3.1,5.2,1,0,3.2,2.2,18.3
1986-87,24,NJN,NBA,PG,76,7,1733,3.9,10.4,0.373,1.2,4.2,0.3,2.6,6.3,0.422,2.6,3.2,0.799,0.5,2,2.5,7.7,1,0.1,2.2,2.6,11.6
1987-88,25,TOT,NBA,PG,52,8,909,5.4,12.4,0.436,2.1,5,0.409,3.3,7.3,0.454,3,3.9,0.768,0.7,1.6,2.3,6.9,1,0,1.5,2,15.8
1987-88,25,SAS,NBA,PG,38,8,830,5.2,12.2,0.426,1.9,4.7,0.398,3.3,7.5,0.443,3,3.9,0.758,0.7,1.5,2.2,6.7,1,0,1.5,1.9,15.3
1987-88,25,ATL,NBA,PG,14,0,79,7.3,13.7,0.533,4.1,8.7,0.474,3.2,5,0.636,3.2,3.6,0.875,0.5,2.3,2.7,8.7,1.8,0,2.3,2.7,21.9
1989-90,27,NJN,NBA,SG,28,2,200,2.9,8.8,0.327,0.7,3.8,0.19,2.2,5,0.429,2.5,2.9,0.875,0.2,2,2.2,8.5,1.1,0,1.4,2.9,9
1990-91,28,SAC,NBA,SG,12,0,222,4.1,10.2,0.397,1.9,6.2,0.316,2.1,4.1,0.52,3.1,3.4,0.905,0.8,2.3,3.1,7.9,0.8,0,1.9,1.6,13.1
Career,NA,,NBA,,274,19,4531,4.8,12.1,0.392,1.4,4.2,0.326,3.4,7.9,0.427,3,3.7,0.792,0.6,1.9,2.5,6.9,1,0,2.1,2.3,13.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NJN,NBA,,104,9,1933,3.8,10.2,0.369,1.2,4.1,0.29,2.6,6.1,0.422,2.6,3.2,0.806,0.4,2,2.5,7.8,1,0.1,2.2,2.6,11.3
2 seasons,NA,PHI,NBA,,67,2,724,5.3,13.4,0.396,0.8,2.9,0.288,4.5,10.5,0.427,2.2,3,0.75,0.6,1.6,2.2,6,1.1,0,1.6,2,13.7
1 season,NA,WSB,NBA,,39,0,743,6.2,16,0.385,1.4,4.1,0.329,4.8,11.9,0.404,4.7,5.9,0.793,0.8,2.3,3.1,5.2,1,0,3.2,2.2,18.3
1 season,NA,SAS,NBA,,38,8,830,5.2,12.2,0.426,1.9,4.7,0.398,3.3,7.5,0.443,3,3.9,0.758,0.7,1.5,2.2,6.7,1,0,1.5,1.9,15.3
1 season,NA,ATL,NBA,,14,0,79,7.3,13.7,0.533,4.1,8.7,0.474,3.2,5,0.636,3.2,3.6,0.875,0.5,2.3,2.7,8.7,1.8,0,2.3,2.7,21.9
1 season,NA,SAC,NBA,,12,0,222,4.1,10.2,0.397,1.9,6.2,0.316,2.1,4.1,0.52,3.1,3.4,0.905,0.8,2.3,3.1,7.9,0.8,0,1.9,1.6,13.1
