Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982-83,22,KCK,NBA,PF,82,61,20.0,1.8,3.0,.595,0.0,0.0,,1.8,3.0,.595,.595,0.9,1.4,.614,2.1,3.8,5.9,0.8,0.8,0.1,0.6,3.0,4.4
1983-84,23,KCK,NBA,PF,71,1,13.5,0.9,1.8,.500,0.0,0.0,,0.9,1.8,.500,.500,0.7,0.8,.800,1.0,2.1,3.1,0.7,0.6,0.1,0.5,1.9,2.5
1984-85,24,KCK,NBA,PF,22,0,10.2,1.2,2.0,.591,0.0,0.0,,1.2,2.0,.591,.591,0.5,0.9,.526,0.7,1.3,2.0,0.8,0.1,0.0,0.5,1.2,2.8
1985-86,25,Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA)
1986-87,26,SAS,NBA,PF,60,7,16.3,1.4,3.2,.438,0.1,0.5,.129,1.3,2.7,.497,.448,0.9,1.2,.739,1.6,3.1,4.7,1.4,0.7,0.2,0.6,2.4,3.7
1987-88,27,SAS,NBA,PF,68,1,12.3,0.7,1.6,.459,0.0,0.0,.500,0.7,1.6,.458,.463,0.6,0.9,.651,1.2,2.1,3.3,0.7,0.4,0.1,0.4,1.4,2.1
1988-89,28,TOT,NBA,PF,43,0,6.0,0.3,0.8,.361,0.0,0.0,.000,0.3,0.8,.382,.361,0.1,0.2,.444,0.5,1.3,1.8,0.3,0.2,0.0,0.2,1.0,0.7
1988-89,28,CHI,NBA,PF,13,0,7.2,0.4,0.5,.714,0.0,0.0,,0.4,0.5,.714,.714,0.1,0.2,.500,0.3,1.5,1.8,0.5,0.2,0.1,0.1,1.8,0.8
1988-89,28,PHO,NBA,PF,30,0,5.5,0.3,1.0,.276,0.0,0.1,.000,0.3,0.9,.296,.276,0.1,0.2,.429,0.6,1.2,1.8,0.3,0.1,0.0,0.2,0.7,0.6
1989-90,29,CHI,NBA,PF,46,0,10.9,0.8,1.5,.529,0.0,0.0,.000,0.8,1.5,.544,.529,0.7,0.9,.732,1.0,2.0,3.0,0.6,0.3,0.1,0.4,1.5,2.3
1990-91,30,PHO,NBA,PF,55,0,10.4,0.8,1.8,.464,0.1,0.3,.313,0.7,1.5,.494,.490,0.5,0.7,.737,0.8,1.9,2.7,0.7,0.4,0.1,0.3,0.8,2.2
1991-92,31,PHO,NBA,PF,52,4,9.7,1.2,2.3,.512,0.4,1.0,.400,0.8,1.4,.592,.595,0.3,0.5,.667,0.5,1.7,2.1,0.7,0.3,0.0,0.3,0.9,3.1
1992-93,32,TOT,NBA,PF,41,4,7.5,0.6,1.7,.377,0.2,0.7,.296,0.4,1.0,.429,.435,0.2,0.3,.750,0.3,1.3,1.6,0.4,0.3,0.0,0.2,1.0,1.7
1992-93,32,GSW,NBA,PF,30,4,7.6,0.5,1.5,.348,0.2,0.7,.318,0.3,0.8,.375,.424,0.2,0.3,.700,0.3,1.3,1.6,0.4,0.3,0.0,0.2,1.2,1.5
1992-93,32,CHI,NBA,PF,11,0,7.2,0.9,2.1,.435,0.1,0.5,.200,0.8,1.6,.500,.457,0.2,0.2,1.000,0.4,1.1,1.5,0.2,0.3,0.1,0.2,0.5,2.1
Career,NA,,NBA,,540,78,12.6,1.0,2.1,.498,0.1,0.2,.292,1.0,1.8,.525,.515,0.6,0.8,.684,1.1,2.2,3.3,0.7,0.5,0.1,0.4,1.7,2.7
,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,NA,KCK,NBA,,175,62,16.2,1.3,2.4,.566,0.0,0.0,,1.3,2.4,.566,.566,0.7,1.1,.663,1.5,2.8,4.3,0.7,0.6,0.1,0.5,2.3,3.4
3 seasons,NA,PHO,NBA,,137,4,9.1,0.8,1.8,.466,0.2,0.5,.368,0.7,1.3,.503,.516,0.3,0.5,.681,0.6,1.7,2.3,0.6,0.3,0.0,0.3,0.8,2.2
2 seasons,NA,SAS,NBA,,128,8,14.2,1.0,2.4,.445,0.0,0.3,.152,1.0,2.1,.481,.453,0.7,1.0,.697,1.4,2.6,4.0,1.0,0.5,0.1,0.5,1.9,2.9
3 seasons,NA,CHI,NBA,,70,0,9.7,0.7,1.4,.520,0.0,0.1,.143,0.7,1.3,.548,.525,0.5,0.6,.733,0.8,1.8,2.5,0.5,0.3,0.1,0.3,1.4,2.0
1 season,NA,GSW,NBA,,30,4,7.6,0.5,1.5,.348,0.2,0.7,.318,0.3,0.8,.375,.424,0.2,0.3,.700,0.3,1.3,1.6,0.4,0.3,0.0,0.2,1.2,1.5
