,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2001-02,24,BOS,NBA,SG,16,672,.403,14.7,.657,.281,.050,.129,.198,.343,.462,.588,.200,.359,.417,.288,.413,.026,7,.600,.096,.000,0,0
2002-03,25,BOS,NBA,SG,10,445,.399,14.9,.767,.275,.026,.083,.383,.233,.412,.566,.200,.188,.365,.356,.492,.016,3,.625,.022,1.000,1,0
2003-04,26,BOS,NBA,SG,4,162,.342,13.8,.776,.263,.105,.118,.289,.224,.356,.500,.250,.333,.273,.294,.381,.026,2,.800,.000,,0,0
2004-05,27,BOS,NBA,SF,7,277,.505,14.8,.710,.237,.118,.097,.258,.290,.606,.545,.727,.556,.625,.259,.275,.032,3,1.000,.111,.000,0,0
2007-08,30,BOS,NBA,SF,26,990,.441,14.7,.678,.254,.073,.135,.216,.322,.478,.553,.444,.500,.388,.361,.375,.011,3,.884,.042,.800,1,0
2008-09,31,BOS,NBA,SF,14,556,.430,14.6,.742,.249,.045,.176,.271,.258,.463,.564,.200,.538,.367,.333,.303,.014,3,.895,.140,.375,0,0
2009-10,32,BOS,NBA,SF,24,930,.438,15.1,.696,.226,.065,.134,.271,.304,.457,.553,.455,.378,.418,.392,.271,.015,4,.900,.167,.353,0,0
2010-11,33,BOS,NBA,SF,9,343,.459,14.5,.682,.250,.068,.182,.182,.318,.465,.541,.200,.444,.481,.447,.468,.007,1,.905,.085,.750,0,0
2011-12,34,BOS,NBA,SF,20,778,.386,14.4,.720,.254,.087,.135,.244,.280,.415,.582,.333,.333,.316,.310,.387,.023,7,.778,.092,.375,0,0
2012-13,35,BOS,NBA,SF,6,255,.368,16.0,.613,.217,.038,.170,.189,.387,.431,.565,.500,.333,.350,.268,.357,.009,1,.909,.146,.167,0,0
2013-14,36,BRK,NBA,SF,12,368,.465,16.0,.589,.256,.031,.132,.171,.411,.539,.758,.500,.412,.318,.358,.537,.031,4,1.000,.113,.333,0,0
2014-15,37,WAS,NBA,SF,10,298,.485,20.0,.364,.091,.040,.141,.091,.636,.417,.778,.000,.357,.333,.524,.467,.000,0,.970,.206,.462,0,0
2015-16,38,LAC,NBA,SF,5,54,.167,19.6,.583,.083,.000,.083,.417,.417,.143,.000,,.000,.200,.200,1.000,.000,0,1.000,.200,.000,0,0
2016-17,39,LAC,NBA,SF,7,101,.444,17.8,.444,.111,.167,.167,.000,.556,.500,1.000,.667,.000,,.400,.750,.000,0,1.000,.000,,0,0
Career,,,NBA,,170,6229,.423,15.1,.678,.244,.062,.136,.236,.322,.455,.577,.367,.401,.384,.355,.382,.017,38,.855,.106,.354,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 seasons,,BOS,NBA,,136,5408,.419,14.7,.701,.252,.064,.136,.248,.299,.453,.563,.367,.408,.390,.339,.368,.017,34,.822,.096,.339,2,0
2 seasons,,LAC,NBA,,12,155,.333,18.5,.500,.100,.100,.133,.167,.500,.333,.667,.667,.000,.200,.333,.800,.000,0,1.000,.067,.000,0,0
1 season,,BRK,NBA,,12,368,.465,16.0,.589,.256,.031,.132,.171,.411,.539,.758,.500,.412,.318,.358,.537,.031,4,1.000,.113,.333,0,0
1 season,,WAS,NBA,,10,298,.485,20.0,.364,.091,.040,.141,.091,.636,.417,.778,.000,.357,.333,.524,.467,.000,0,.970,.206,.462,0,0
