,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,19,ATL,NBA,PF,79,1952,.443,11.3,.900,.386,.062,.066,.386,.100,.464,.610,.152,.314,.395,.245,.725,.100,47,.923,.208,.000,0,0
2006-07,20,ATL,NBA,PF,64,2179,.433,12.5,.936,.292,.091,.076,.477,.064,.446,.485,.484,.370,.427,.244,.756,.044,25,.909,.222,.300,0,0
2007-08,21,ATL,NBA,SF,80,2765,.462,11.6,.989,.284,.117,.113,.475,.011,.466,.586,.393,.288,.454,.100,.754,.087,72,1.000,.500,.000,1,0
2008-09,22,ATL,NBA,SF,61,2093,.458,12.4,.751,.280,.188,.098,.185,.249,.493,.580,.504,.311,.443,.355,.613,.058,33,.964,.490,.368,1,0
2009-10,23,ATL,NBA,SF,81,2468,.455,11.8,.801,.336,.149,.059,.258,.199,.492,.677,.333,.410,.363,.303,.569,.089,54,.975,.576,.355,2,0
2010-11,24,ATL,NBA,SF,65,1865,.458,13.6,.795,.257,.140,.073,.326,.205,.489,.667,.387,.231,.451,.336,.684,.032,17,1.000,.545,.383,1,0
2011-12,25,ATL,NBA,SF,57,1500,.432,13.9,.683,.323,.085,.028,.247,.317,.452,.553,.375,.462,.345,.389,.621,.062,24,.983,.530,.405,1,1
2012-13,26,UTA,NBA,SF,73,1727,.423,15.1,.647,.240,.126,.040,.240,.353,.477,.717,.271,.579,.327,.325,.662,.051,23,.981,.428,.310,0,0
2013-14,27,UTA,NBA,PF,66,1674,.439,16.6,.555,.194,.122,.061,.179,.445,.503,.725,.406,.344,.383,.359,.605,.029,13,.988,.226,.358,4,0
2014-15,28,CHO,NBA,PF,78,2035,.424,18.5,.465,.154,.087,.034,.190,.535,.500,.684,.349,.294,.457,.358,.748,.022,9,.979,.264,.471,1,0
2015-16,29,CHO,NBA,PF,81,2338,.452,16.0,.494,.214,.124,.048,.106,.506,.504,.538,.527,.556,.392,.402,.591,.020,12,.993,.270,.461,1,0
2016-17,30,CHO,NBA,PF,76,2295,.422,15.7,.497,.230,.143,.070,.055,.503,.494,.611,.416,.367,.359,.350,.717,.020,14,.976,.246,.368,1,1
2017-18,31,CHO,NBA,PF,78,2006,.458,15.9,.458,.231,.135,.055,.036,.542,.512,.585,.474,.419,.350,.413,.652,.014,7,.992,.259,.405,0,0
2018-19,32,CHO,NBA,PF,75,2133,.422,17.2,.414,.158,.186,.041,.029,.586,.500,.641,.421,.370,.421,.366,.763,.015,8,.993,.309,.432,1,0
2019-20,33,TOT,NBA,PF,52,1011,.442,17.3,.422,.141,.197,.060,.024,.578,.552,.829,.469,.333,.167,.361,.672,.012,2,.981,.354,.471,1,0
2019-20,33,CHO,NBA,PF,41,808,.448,17.1,.443,.129,.224,.062,.029,.557,.538,.852,.489,.231,.167,.376,.640,.014,2,.977,.316,.514,1,0
2019-20,33,MIL,NBA,PF,11,203,.410,18.7,.308,.205,.051,.051,.000,.692,.667,.750,.000,1.000,,.296,.875,.000,0,1.000,.519,.357,0,0
Career,,,NBA,,1066,30041,.443,14.4,.674,.253,.129,.064,.228,.326,.482,.611,.414,.357,.412,.362,.681,.046,360,.984,.329,.393,15,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,ATL,NBA,,487,14822,.450,12.3,.853,.306,.120,.078,.350,.147,.471,.593,.400,.322,.421,.329,.686,.069,272,.972,.485,.356,6,1
6 seasons,,CHO,NBA,,429,11615,.437,16.6,.466,.195,.143,.051,.076,.534,.504,.611,.449,.399,.405,.378,.684,.018,52,.987,.274,.434,5,1
2 seasons,,UTA,NBA,,139,3401,.432,15.9,.598,.216,.123,.051,.208,.402,.490,.721,.341,.431,.353,.345,.634,.039,36,.986,.310,.331,4,0
1 season,,MIL,NBA,,11,203,.410,18.7,.308,.205,.051,.051,.000,.692,.667,.750,.000,1.000,,.296,.875,.000,0,1.000,.519,.357,0,0
