Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2008-09,23,ORL,NBA,SG,77,42,1939,6.5,14.5,0.45,2.2,5.4,0.404,4.3,9,0.478,2.1,2.5,0.83,0.5,4.3,4.8,2.4,2,0.4,1.8,4.2,17.3,NA,107,104
2009-10,24,NJN,NBA,SG,71,66,2375,7.5,17.1,0.436,1.7,5,0.338,5.8,12.2,0.476,2.9,3.4,0.869,1.3,4.2,5.6,2.7,2.1,0.4,1.7,2.9,19.6,NA,106,111
2010-11,25,HOU,NBA,SG,81,1,1723,7.5,17,0.439,2.1,5.1,0.408,5.4,11.9,0.453,2.8,3.5,0.792,1.5,4.7,6.2,3,1.7,0.5,2,3,19.9,NA,108,110
2011-12,26,HOU,NBA,SG,58,26,1757,7.5,17.3,0.433,2.6,6.5,0.401,4.9,10.8,0.452,2.1,2.6,0.826,0.8,4,4.7,2.6,2,0.7,1.9,3.2,19.7,NA,106,107
2012-13,27,BOS,NBA,SG,78,39,1941,6.6,14.3,0.464,1.6,4.2,0.372,5.1,10.1,0.503,1.7,1.9,0.861,0.8,4.3,5.1,3.9,2.4,0.6,2.3,3.7,16.5,NA,102,104
2013-14,28,TOT,NBA,SG,79,47,1973,7.9,16.5,0.48,1.9,5.2,0.371,6,11.3,0.531,2.7,3,0.884,0.8,4.2,5,3.1,1.7,0.8,2,3.4,20.4,NA,113,107
2013-14,28,BOS,NBA,SG,30,0,504,9.2,18.7,0.492,2.3,5.3,0.442,6.8,13.4,0.511,1.8,2.2,0.818,0.8,4.2,5,3.3,2,0.9,2.6,3.8,22.6,NA,108,108
2013-14,28,MEM,NBA,SG,49,47,1469,7.5,15.7,0.476,1.8,5.2,0.345,5.7,10.5,0.54,2.9,3.3,0.9,0.8,4.3,5,3,1.6,0.7,1.7,3.3,19.6,NA,114,107
2014-15,29,MEM,NBA,SG,77,74,2354,6.4,14.3,0.448,2,5,0.402,4.4,9.3,0.473,2.5,2.9,0.86,0.5,3.5,3.9,3.3,1.7,0.3,1.7,2.9,17.2,NA,109,106
2015-16,30,TOT,NBA,SG,79,65,2334,6.3,14,0.454,1.8,4.7,0.378,4.5,9.2,0.493,2.2,2.6,0.839,0.6,3.8,4.5,3,1.9,0.6,1.6,2.9,16.6,NA,109,109
2015-16,30,MEM,NBA,SG,51,37,1489,6.6,14.5,0.458,1.8,4.8,0.37,4.9,9.7,0.502,2.6,3.2,0.826,0.7,3.4,4.1,2.6,1.8,0.6,1.7,2.7,17.7,NA,109,111
