Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990-91,22,SEA,NBA,PG,82,82,2244,4.2,9.2,0.45,0,0.2,0.077,4.1,9,0.459,1.1,1.6,0.711,1.7,2.2,3.9,8.5,2.6,0.2,2.9,4,9.4
1991-92,23,SEA,NBA,PG,81,79,2549,4.7,10.4,0.451,0,0.3,0.13,4.6,10,0.461,1.4,2.1,0.669,1.7,2.4,4.2,7.1,2.1,0.3,2.5,3.5,10.8
1992-93,24,SEA,NBA,PG,82,78,2548,6.7,13.6,0.494,0.1,0.5,0.206,6.6,13.1,0.505,2.1,2.8,0.77,1.3,2.6,4,5.6,2.5,0.3,2.1,3.5,15.7
1993-94,25,SEA,NBA,PG,82,82,2881,7.3,14.5,0.504,0.2,0.7,0.278,7.1,13.8,0.515,2.1,3.5,0.595,1.3,2,3.4,6.2,2.3,0.2,2.2,2.8,16.9
1994-95,26,SEA,NBA,PG,82,82,3015,8.2,16.1,0.509,0.8,2.8,0.302,7.3,13.3,0.553,3,4.2,0.716,1.3,2.1,3.4,7,2.4,0.2,2.4,2.5,20.2
1995-96,27,SEA,NBA,PG,81,81,3162,7,14.5,0.484,1.1,3.4,0.328,5.9,11.1,0.532,2.6,3.5,0.748,1.2,2.7,3.9,6.9,2.6,0.2,3,2.5,17.8
1996-97,28,SEA,NBA,PG,82,82,3213,7.9,16.6,0.476,1.3,4.3,0.313,6.6,12.3,0.533,2.8,4,0.715,1.2,3,4.2,6.5,2.2,0.1,2.4,2.3,20
1997-98,29,SEA,NBA,PG,82,82,3145,6.6,14.6,0.453,1.5,4.5,0.338,5.1,10.1,0.505,3.2,4.3,0.744,0.9,3.4,4.3,7.8,2.1,0.2,2.6,2.2,18
1998-99,30,SEA,NBA,PG,50,50,2008,7.2,16.5,0.434,1.5,5,0.295,5.7,11.5,0.495,3.6,4.9,0.721,1.1,3.3,4.4,7.8,2,0.2,2.8,2.1,19.4
1999-00,31,SEA,NBA,PG,82,82,3425,7.9,17.5,0.448,1.9,5.5,0.34,6,12,0.497,3.3,4.4,0.735,1.1,4.5,5.6,7.7,1.6,0.2,2.4,1.9,20.8
2000-01,32,SEA,NBA,PG,79,79,3244,8,17.7,0.456,1.1,3,0.375,6.9,14.6,0.472,3,3.9,0.766,0.8,3.2,4,7.1,1.4,0.3,2.3,2,20.2
2001-02,33,SEA,NBA,PG,82,82,3301,8,17.2,0.467,0.8,2.6,0.314,7.2,14.6,0.494,2.9,3.7,0.797,0.9,3.4,4.3,8,1.4,0.3,2.3,2,19.8
2002-03,34,TOT,NBA,PG,80,80,3208,7.5,16.5,0.454,0.6,2,0.297,6.9,14.4,0.476,2.8,4,0.71,0.9,2.9,3.7,7.4,1.5,0.2,2.1,2,18.3
2002-03,34,SEA,NBA,PG,52,52,2123,7.5,16.8,0.448,0.6,1.9,0.298,7,14.9,0.467,2.7,4,0.692,0.9,3.3,4.2,7.7,1.6,0.2,2.2,2,18.4
2002-03,34,MIL,NBA,PG,28,28,1085,7.3,15.7,0.466,0.7,2.3,0.294,6.7,13.5,0.495,2.9,3.9,0.746,0.8,2.1,2.9,6.8,1.3,0.3,1.9,2.1,18.2
2003-04,35,LAL,NBA,PG,82,82,2825,6.1,13,0.471,0.7,2.1,0.333,5.4,10.9,0.497,2.3,3.2,0.714,0.9,3.4,4.4,5.7,1.2,0.2,1.9,2.2,15.3
2004-05,36,BOS,NBA,PG,77,77,2541,4.8,10.3,0.468,0.6,1.8,0.326,4.2,8.4,0.498,2.2,2.8,0.761,0.7,2.7,3.3,6.6,1.2,0.2,2.1,1.7,12.4
2005-06,37,MIA,NBA,PG,81,25,2305,3.6,8.5,0.42,1,3.6,0.287,2.6,5,0.517,1.6,2,0.794,0.5,3.1,3.6,4,1.1,0.2,1.6,2.6,9.8
2006-07,38,MIA,NBA,PG,68,28,1503,3.4,8.8,0.393,0.8,2.9,0.26,2.7,5.8,0.461,0.9,1.4,0.667,0.4,2.7,3.2,4.8,1,0.1,1.6,2.8,8.6
Career,NA,,NBA,,1335,1233,47117,6.7,14.3,0.466,0.9,2.7,0.317,5.8,11.6,0.501,2.5,3.4,0.729,1.1,3,4,6.9,1.9,0.2,2.3,2.5,16.7
