Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2004-05,24,TOR,NBA,C,82,0,1553,8.2,15.4,0.533,1.3,3.1,0.424,6.9,12.4,0.561,1.9,2.4,0.789,3.6,5.9,9.5,1.6,1.3,0.6,1.3,7.3,19.6,NA,120,110
2005-06,25,TOR,NBA,PF,78,6,1710,6.4,14.4,0.448,3.1,7.5,0.42,3.3,6.9,0.478,1.9,2.3,0.829,2.7,6.1,8.8,1.7,1.5,1,1,6.7,18,NA,122,112
2006-07,26,SAS,NBA,PF,56,0,653,8.7,19.4,0.447,2.9,7.7,0.383,5.7,11.7,0.49,2.2,3.1,0.711,5.2,7.5,12.8,1.8,1.4,0.9,2,5.5,22.5,NA,111,100
2007-08,27,SAS,NBA,PF,68,3,853,7.7,18.4,0.416,2.9,8.7,0.336,4.8,9.8,0.487,2.4,2.8,0.864,3.4,8.8,12.2,2,0.9,1.1,2.5,7,20.7,NA,104,102
2008-09,28,SAS,NBA,PF,81,67,1928,7.5,15.1,0.496,3.3,7.5,0.44,4.2,7.5,0.552,0.5,0.6,0.739,2.7,8.1,10.9,2.3,1.3,0.7,1,5.4,18.8,NA,123,104
2009-10,29,SAS,NBA,PF,65,8,1161,7.5,16.8,0.446,4.1,10.4,0.39,3.4,6.4,0.539,1.6,2.2,0.729,2.3,7.3,9.7,3.1,1.4,1.1,1.8,4.9,20.6,NA,117,104
2010-11,30,SAS,NBA,PF,66,1,1432,6.2,13.5,0.464,3.8,8.4,0.457,2.4,5.1,0.475,1.2,1.6,0.744,2.2,6.5,8.7,2.2,0.9,0.8,1,4,17.5,NA,125,108
2011-12,31,SAS,NBA,PF,65,2,1326,6,13.6,0.44,4.1,9.7,0.42,1.9,3.9,0.49,0.6,0.8,0.762,1.1,7.2,8.3,2.4,0.6,0.8,0.5,2.6,16.7,NA,124,106
2012-13,32,SAS,NBA,PF,68,4,909,6.3,12.9,0.487,3,6.7,0.442,3.3,6.2,0.536,0.6,0.8,0.733,1.4,5.8,7.2,2,1,1.1,0.9,4.8,16.1,NA,119,104
2013-14,33,SAS,NBA,PF,61,0,690,5.3,12,0.445,3.1,7.2,0.429,2.3,4.8,0.47,0.7,0.9,0.75,1.2,8.3,9.5,2.3,1.1,0.8,1.2,3.6,14.4,NA,114,103
2014-15,34,SAS,NBA,PF,72,19,935,5.1,12.6,0.409,2.5,6.9,0.365,2.6,5.7,0.462,1.6,2,0.811,1.6,4.7,6.3,2.6,0.5,0.7,0.6,3.6,14.5,NA,116,107
2015-16,35,SAS,NBA,C,30,2,206,7.2,14.2,0.509,3.7,8.4,0.441,3.5,5.7,0.609,0.7,1,0.75,0.7,6,6.7,2.2,1.5,0.2,0.7,4,18.9,NA,126,102
Career,NA,,NBA,,792,112,13356,6.9,14.8,0.464,3.1,7.5,0.414,3.7,7.2,0.516,1.3,1.7,0.78,2.4,6.9,9.3,2.2,1.1,0.8,1.2,5.1,18.2,NA,119,106
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,SAS,NBA,,632,106,10093,6.7,14.7,0.456,3.4,8.2,0.413,3.3,6.5,0.51,1.1,1.5,0.765,2.2,7.1,9.4,2.3,1,0.8,1.2,4.5,18,NA,118,105
2 seasons,NA,TOR,NBA,,160,6,3263,7.3,14.9,0.49,2.3,5.4,0.421,5,9.5,0.529,1.9,2.4,0.81,3.1,6,9.1,1.7,1.4,0.8,1.2,7,18.8,NA,121,111
