,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,19,MIA,NBA,SF,3,27,.273,15.5,.636,.182,.091,.273,.091,.364,.429,1.000,1.000,.000,.000,.000,.667,.091,1,,.250,.000,0,0
2005-06,20,MIA,NBA,SF,20,132,.465,14.6,.860,.186,.116,.093,.465,.140,.459,.750,.400,.000,.450,.500,.588,.047,2,1.000,.167,1.000,0,0
2006-07,21,MIA,NBA,SF,66,1292,.445,11.5,.907,.316,.118,.113,.360,.093,.476,.609,.419,.390,.405,.147,.643,.077,25,.800,.500,.118,2,0
2007-08,22,MIA,NBA,SF,44,1104,.488,13.6,.962,.259,.055,.061,.587,.038,.493,.645,.375,.222,.465,.364,.763,.078,22,1.000,.636,.429,0,0
2008-09,23,MIA,NBA,SF,6,73,.400,8.3,1.000,.500,.050,.100,.350,.000,.400,.400,1.000,.500,.286,,.625,.100,2,,,,0,0
2009-10,24,MIA,NBA,SF,72,1496,.463,15.3,.625,.248,.055,.064,.258,.375,.508,.731,.435,.407,.333,.389,.571,.086,33,.984,.618,.412,1,0
2010-11,25,GSW,NBA,SF,82,3147,.423,16.1,.550,.216,.112,.079,.142,.450,.462,.665,.367,.275,.331,.376,.526,.065,71,.974,.308,.421,2,0
2011-12,26,GSW,NBA,SF,61,1650,.422,17.5,.445,.224,.061,.044,.116,.555,.500,.712,.250,.435,.246,.360,.556,.055,28,.943,.363,.415,2,0
2012-13,27,PHI,NBA,SF,79,1783,.396,19.0,.397,.155,.065,.043,.134,.603,.429,.591,.333,.231,.350,.374,.618,.030,18,.948,.302,.413,3,0
2013-14,28,POR,NBA,SF,68,984,.374,19.8,.320,.114,.051,.034,.121,.680,.442,.618,.467,.000,.389,.342,.595,.024,7,.971,.460,.366,0,0
2014-15,29,POR,NBA,SF,48,592,.379,17.8,.432,.158,.126,.037,.111,.568,.378,.600,.333,.286,.143,.380,.387,.032,6,.976,.333,.361,1,0
Career,,,NBA,,549,12280,.424,16.3,.567,.214,.084,.064,.205,.433,.469,.656,.370,.298,.368,.365,.594,.058,215,.963,.370,.398,11,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,MIA,NBA,,211,4124,.461,13.5,.816,.274,.077,.083,.382,.184,.487,.657,.427,.337,.410,.344,.656,.080,85,.973,.580,.374,3,0
2 seasons,,GSW,NBA,,143,4797,.423,16.5,.517,.219,.096,.068,.134,.483,.472,.680,.344,.307,.308,.370,.534,.062,99,.963,.328,.419,4,0
2 seasons,,POR,NBA,,116,1576,.376,19.0,.363,.131,.080,.035,.117,.637,.412,.609,.385,.118,.298,.355,.507,.027,13,.973,.416,.364,1,0
1 season,,PHI,NBA,,79,1783,.396,19.0,.397,.155,.065,.043,.134,.603,.429,.591,.333,.231,.350,.374,.618,.030,18,.948,.302,.413,3,0
