Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1991-92,23,ATL,NBA,SG,82,82,2505,8.6,17.6,0.489,0,0.1,0.167,8.6,17.5,0.492,4.2,6.3,0.666,3.7,4.5,8.2,3.9,2.4,0.5,3.5,3.2,21.4,NA,104,109
1992-93,24,ATL,NBA,SG,73,66,2112,9.2,18.4,0.501,0,0.1,0,9.2,18.4,0.504,5.3,7.2,0.739,3.3,3.4,6.7,4,2.1,0.4,3.7,3.3,23.8,NA,109,112
1993-94,25,ATL,NBA,SG,82,82,2605,8.6,16.8,0.51,0,0.1,0.143,8.6,16.7,0.513,6.5,8.5,0.764,3.5,4.2,7.7,3.7,2.9,0.9,2.9,3.5,23.7,NA,116,102
1994-95,26,ATL,NBA,SG,76,76,2362,9,19.8,0.453,0.2,0.6,0.269,8.8,19.2,0.459,5.7,7.8,0.728,3.6,4.8,8.3,4.5,2.3,1.1,3.4,3.7,23.8,NA,106,106
1995-96,27,ATL,NBA,SF,77,49,2294,8.4,17.2,0.491,0,0.1,0.25,8.4,17.1,0.492,5.9,7.4,0.792,3.2,3.9,7.1,3.2,2.5,0.7,3.2,4.4,22.8,NA,112,109
1996-97,28,TOT,NBA,SG,60,10,942,6,12.6,0.477,0,0,NA,6,12.6,0.477,4,5.6,0.711,2.7,5.2,7.9,3.2,2.4,1,3.7,5,16,NA,100,103
1996-97,28,DET,NBA,SG,20,3,292,6,15,0.403,0,0,NA,6,15,0.403,5.4,8,0.683,2.7,6.8,9.5,2.9,1.9,1.9,5.3,5.6,17.5,NA,87,103
1996-97,28,POR,NBA,SG,40,7,650,6,11.6,0.517,0,0,NA,6,11.6,0.517,3.3,4.5,0.732,2.7,4.5,7.2,3.3,2.6,0.6,3,4.7,15.3,NA,108,104
1997-98,29,POR,NBA,SG,71,23,1445,5.7,13.7,0.414,0,0.3,0.143,5.6,13.5,0.419,3.5,5.8,0.603,3.8,4.8,8.7,3.2,2.1,1.2,3,5.3,14.9,NA,96,103
1998-99,30,POR,NBA,SF,48,21,874,4.8,10.7,0.448,0,0.1,0,4.8,10.6,0.453,3.2,4.7,0.684,2.9,4.8,7.7,3.6,3.5,1.1,1.8,5,12.8,NA,108,96
1999-00,31,POR,NBA,SG,59,0,692,6.4,13.5,0.474,0,0.2,0,6.4,13.4,0.48,2.9,4.2,0.673,3.2,5.7,9,4.1,2.1,0.8,2.9,5.3,15.7,NA,103,101
2000-01,32,POR,NBA,SG,66,23,1182,5.8,12.1,0.477,0,0.2,0,5.8,11.9,0.485,2.6,4,0.655,2.7,4.5,7.2,4.5,2.2,1,2.2,4.8,14.2,NA,107,103
2001-02,33,CHH,NBA,SG,77,3,1319,5.7,13.3,0.427,0,0.1,0,5.7,13.2,0.431,3.1,4.1,0.762,2.4,6.7,9.1,4.2,2.3,0.5,2.2,4.7,14.5,NA,102,103
2002-03,34,NOH,NBA,SG,70,3,862,4.9,12,0.411,0,0.4,0,4.9,11.5,0.427,3.4,4.5,0.75,1.6,5.8,7.4,4.3,1.7,0.6,2.5,5,13.2,NA,99,103
2003-04,35,NOH,NBA,SF,69,24,1416,5.4,13.2,0.412,0,0.3,0.143,5.4,12.9,0.418,4.2,5.3,0.791,2,4.6,6.6,3.2,2.1,0.6,2.9,4.3,15.1,NA,97,104
2004-05,36,ORL,NBA,SF,55,7,663,5.2,12.8,0.407,0,0,NA,5.2,12.8,0.407,4.4,5.9,0.74,3.4,4.1,7.6,2.8,1.8,0.6,2.4,6.3,14.8,NA,102,109
2005-06,37,ORL,NBA,SF,36,3,385,3.5,10.3,0.342,0,0,NA,3.5,10.3,0.342,3,4.2,0.7,2.5,4.9,7.5,3.2,1.7,0.8,1.6,5.6,10,NA,96,108
Career,NA,,NBA,,1001,472,21658,7.3,15.6,0.469,0,0.2,0.152,7.3,15.4,0.473,4.6,6.3,0.728,3.1,4.6,7.7,3.8,2.3,0.8,3,4.2,19.3,NA,106,106
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,ATL,NBA,,390,355,11878,8.8,17.9,0.488,0,0.2,0.213,8.7,17.7,0.492,5.5,7.4,0.739,3.5,4.2,7.6,3.8,2.5,0.7,3.3,3.6,23.1,NA,109,107
5 seasons,NA,POR,NBA,,284,74,4843,5.7,12.5,0.457,0,0.2,0.067,5.7,12.3,0.462,3.1,4.7,0.653,3.2,4.8,8,3.7,2.4,1,2.6,5,14.5,NA,103,101
2 seasons,NA,NOH,NBA,,139,27,2278,5.2,12.7,0.412,0,0.3,0.071,5.2,12.4,0.421,3.9,5,0.777,1.8,5.1,6.9,3.6,1.9,0.6,2.7,4.6,14.4,NA,98,104
2 seasons,NA,ORL,NBA,,91,10,1048,4.6,11.9,0.388,0,0,NA,4.6,11.9,0.388,3.9,5.3,0.729,3.1,4.4,7.5,2.9,1.7,0.7,2.1,6.1,13.1,NA,101,109
1 season,NA,CHH,NBA,,77,3,1319,5.7,13.3,0.427,0,0.1,0,5.7,13.2,0.431,3.1,4.1,0.762,2.4,6.7,9.1,4.2,2.3,0.5,2.2,4.7,14.5,NA,102,103
1 season,NA,DET,NBA,,20,3,292,6,15,0.403,0,0,NA,6,15,0.403,5.4,8,0.683,2.7,6.8,9.5,2.9,1.9,1.9,5.3,5.6,17.5,NA,87,103
