Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1996-97,22,LAL,NBA,PG,80,3,921,5.9,15,0.397,1.3,4.2,0.301,4.7,10.8,0.434,4.5,6.9,0.658,1.4,4.1,5.5,6.8,2.3,0.3,4.1,5,17.7,NA,98,106
1997-98,23,LAL,NBA,PG,82,36,1760,4.8,11,0.434,0.9,2.4,0.383,3.9,8.7,0.448,3.4,4.4,0.757,1.1,4.5,5.6,9.7,2.2,0.1,3.5,3.7,13.8,NA,109,106
1998-99,24,LAL,NBA,PG,50,21,1131,4.6,12.2,0.376,1.8,4.5,0.392,2.8,7.7,0.367,2.8,3.7,0.759,1,3.2,4.2,9.1,2.8,0,3.6,4.4,13.7,NA,103,106
1999-00,25,LAL,NBA,PG,78,22,1803,4.8,13.8,0.346,1.5,4.7,0.313,3.3,9,0.363,3,4.1,0.724,0.6,3.5,4.1,6.2,2.3,0.1,2.1,4.3,14,NA,99,101
2000-01,26,LAL,NBA,PG,20,20,709,5.7,13.8,0.412,1.8,4.6,0.397,3.8,9.2,0.419,3.7,4.6,0.806,0.4,4,4.4,6.4,2.9,0.1,2.1,3.7,16.9,NA,113,105
2001-02,27,LAL,NBA,PG,70,35,1974,7.2,17.6,0.411,3.8,9.2,0.413,3.4,8.4,0.41,2.5,2.9,0.847,0.4,3.5,3.9,4.8,1.7,0.2,1.6,3.2,20.8,NA,114,105
2002-03,28,LAL,NBA,PG,82,82,2829,6.2,14.2,0.437,1.6,3.9,0.401,4.7,10.3,0.451,1.8,2.3,0.8,0.7,3.7,4.4,5.5,1.7,0.3,1.7,3.6,15.8,NA,110,108
2003-04,29,LAL,NBA,SG,82,3,1769,6,16.9,0.352,1.5,5.3,0.291,4.4,11.7,0.38,3.6,4.5,0.797,0.9,3.6,4.5,5.5,3,0.1,2.3,3.4,17.1,NA,97,102
2004-05,30,GSW,NBA,PG,74,32,2222,6.9,17.5,0.393,2.5,6.7,0.371,4.4,10.7,0.407,4.1,4.7,0.862,0.9,4.2,5,7,1.8,0.1,3,4.1,20.3,NA,106,109
2005-06,31,GSW,NBA,PG,82,36,2589,7.2,17.6,0.41,2.3,5.9,0.397,4.9,11.8,0.417,4.8,5.8,0.833,0.7,3.5,4.2,7,2.5,0.2,3.1,4.7,21.6,NA,108,107
2006-07,32,UTA,NBA,SG,82,61,2287,5.9,15.5,0.382,1.1,3.6,0.308,4.8,11.9,0.405,6,7,0.853,0.7,2.7,3.4,6.3,1.9,0.1,2.7,5.4,18.9,NA,108,109
2007-08,33,LAL,NBA,PG,82,82,2249,7.6,17.3,0.436,2.5,6.2,0.406,5.1,11.2,0.453,3.7,4.2,0.883,0.5,3.3,3.8,5.3,1.9,0.1,2,4.2,21.3,NA,114,109
2008-09,34,LAL,NBA,PG,82,82,2441,6.1,14.3,0.424,2.5,6.3,0.397,3.6,8,0.446,2.3,2.7,0.846,0.5,3.4,3.9,5.4,2,0.1,1.5,3.9,17,NA,117,108
2009-10,35,LAL,NBA,PG,82,82,2227,4.9,13,0.38,1.8,5.2,0.348,3.1,7.8,0.401,2.6,3.1,0.856,0.6,3.4,3.9,4.7,2.1,0.2,1.8,4.7,14.3,NA,105,106
2010-11,36,LAL,NBA,PG,82,82,2297,4.7,12.2,0.389,1.5,3.7,0.396,3.3,8.5,0.386,1.9,2.4,0.806,0.3,3.2,3.5,5.2,2.3,0.2,1.6,4.4,12.9,NA,105,107
2011-12,37,TOT,NBA,PG,63,43,1508,4.5,12.1,0.371,1.2,3.8,0.321,3.3,8.3,0.393,2,2.3,0.851,0.4,3.8,4.2,5.9,1.8,0.1,2.5,4.1,12.2,NA,97,107
2011-12,37,LAL,NBA,PG,43,43,1101,4.4,11.6,0.383,1.2,3.6,0.324,3.3,8,0.41,2.1,2.6,0.83,0.5,3.9,4.4,6.8,1.9,0.1,2.8,4.1,12.1,NA,99,107
2011-12,37,OKC,NBA,PG,20,0,407,4.7,13.7,0.343,1.4,4.4,0.314,3.3,9.3,0.356,1.6,1.8,0.929,0.3,3.4,3.7,3.6,1.4,0.1,1.9,4.1,12.4,NA,92,108
2012-13,38,TOT,NBA,SG-PG,33,9,575,4.9,14.4,0.342,2.7,7.1,0.375,2.2,7.2,0.309,3.1,3.4,0.921,0.2,3.1,3.3,4.2,1.7,0.3,2.7,4.9,15.6,NA,97,108
2012-13,38,DAL,NBA,PG,9,9,229,5.1,14.5,0.354,2.2,5.1,0.435,2.9,9.4,0.31,4.7,5.1,0.913,0,3.3,3.3,6.9,1.1,0.4,4,5.3,17.2,NA,97,111
2012-13,38,OKC,NBA,SG,24,0,346,4.8,14.3,0.333,3,8.5,0.351,1.8,5.8,0.308,2.1,2.2,0.933,0.3,3,3.3,2.4,2.1,0.1,1.8,4.6,14.6,NA,97,106
