Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1955-56,23,MNL,NBA,SG,68,NA,12.8,2,5.5,0.37,1.6,2,0.806,1.9,1.5,1.9,5.7
1956-57,24,MNL,NBA,SG,72,NA,33.4,5.6,14.1,0.4,5.1,6,0.839,4.7,2.6,2.8,16.3
1957-58,25,MNL,NBA,SG,68,NA,32.6,5.7,14.5,0.395,4.6,6,0.764,5.4,2.7,2.8,16.1
1958-59,26,MNL,NBA,SG,72,NA,34.6,4.9,12.3,0.395,3.9,5.1,0.772,4.5,2.9,3.1,13.7
1959-60,27,TOT,NBA,SG,70,NA,27.6,4.6,11.6,0.396,2.9,3.8,0.772,4.5,2.9,2.7,12.1
1959-60,27,MNL,NBA,,44,NA,27,4.5,11.9,0.377,2.7,3.7,0.718,4.3,3,2.9,11.7
1959-60,27,NYK,NBA,SG,26,NA,28.7,4.8,11.2,0.431,3.3,3.8,0.86,4.8,2.8,2.3,12.9
1960-61,28,NYK,NBA,PG,71,NA,31.5,5.8,13.3,0.44,3.9,5,0.768,3.9,3.1,3.4,15.6
Career,NA,,NBA,,421,NA,28.9,4.8,11.9,0.403,3.7,4.7,0.787,4.2,2.6,2.8,13.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,MNL,NBA,,324,NA,28.3,4.6,11.7,0.391,3.7,4.7,0.786,4.2,2.5,2.7,12.8
2 seasons,NA,NYK,NBA,,97,NA,30.8,5.6,12.7,0.438,3.7,4.7,0.788,4.1,3,3.1,14.9
