Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1954-55,23,BOS,NBA,SF,64,1754,14.8,0.487,0.544,NA,NA,NA,NA,NA,3.1,0.9,4,0.11
1956-57,25,BOS,NBA,SG,35,807,17.4,0.487,0.521,NA,NA,NA,NA,NA,1.9,1.4,3.3,0.194
1957-58,26,BOS,NBA,SG,69,2047,19.5,0.513,0.524,NA,NA,NA,NA,NA,6.4,3.6,10,0.234
1958-59,27,BOS,NBA,SG,72,2013,15.7,0.459,0.43,NA,NA,NA,NA,NA,2.5,3.5,5.9,0.142
1959-60,28,BOS,NBA,SG,73,2009,14.5,0.46,0.327,NA,NA,NA,NA,NA,2,3.4,5.3,0.128
1960-61,29,BOS,NBA,SG,79,2019,15.2,0.474,0.322,NA,NA,NA,NA,NA,2.7,3.8,6.5,0.155
1961-62,30,BOS,NBA,SG,79,1913,16.3,0.504,0.397,NA,NA,NA,NA,NA,3.9,3.4,7.3,0.183
1962-63,31,BOS,NBA,SG,77,1541,12.8,0.472,0.447,NA,NA,NA,NA,NA,0.8,2.8,3.6,0.113
1963-64,32,BOS,NBA,SG,75,1227,12.6,0.459,0.386,NA,NA,NA,NA,NA,0.5,2.7,3.2,0.125
Career,NA,,NBA,,623,15330,15.5,0.479,0.418,NA,NA,NA,NA,NA,23.7,25.4,49.2,0.154
