,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,20,BOS,NBA,SG,32,374,.478,13.3,.855,.225,.138,.145,.348,.145,.508,.581,.526,.550,.438,.300,.533,.116,13,.667,.400,.250,1,1
2006-07,21,BOS,NBA,SF,81,1780,.419,15.6,.651,.211,.089,.092,.258,.349,.447,.532,.318,.412,.435,.368,.558,.057,34,.958,.283,.425,1,0
2007-08,22,TOT,NBA,SF,30,362,.344,15.7,.742,.192,.046,.146,.358,.258,.330,.448,.429,.227,.296,.385,.486,.060,7,1.000,.282,.545,0,0
2007-08,22,MIN,NBA,SF,29,358,.331,16.0,.736,.176,.047,.149,.365,.264,.312,.385,.429,.227,.296,.385,.471,.054,6,1.000,.282,.545,0,0
2007-08,22,HOU,NBA,SF,1,4,1.000,0.0,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,.667,.333,1,,,,0,0
2008-09,23,DAL,NBA,SG,38,376,.439,14.2,.744,.244,.067,.167,.267,.256,.485,.659,.417,.400,.396,.304,.492,.056,10,.929,.304,.214,0,0
2011-12,26,NJN,NBA,SF,31,781,.481,16.4,.656,.166,.103,.141,.247,.344,.529,.736,.606,.467,.392,.391,.568,.078,21,.953,.218,.417,3,0
2012-13,27,IND,NBA,SF,60,1080,.366,17.8,.557,.137,.075,.130,.215,.443,.407,.638,.375,.364,.297,.314,.417,.068,25,.983,.218,.293,1,0
2013-14,28,PHO,NBA,SG,82,2330,.445,18.0,.493,.143,.059,.122,.169,.507,.492,.681,.458,.374,.429,.400,.377,.063,57,.838,.269,.460,2,0
2014-15,29,PHO,NBA,SG,74,1446,.416,18.0,.503,.132,.072,.130,.168,.497,.478,.660,.411,.446,.389,.354,.385,.040,28,.737,.266,.359,3,0
2015-16,30,MIA,NBA,SG,69,1557,.392,16.8,.557,.148,.075,.135,.199,.443,.446,.586,.318,.494,.359,.323,.527,.046,22,.929,.335,.333,1,0
2016-17,31,BOS,NBA,SF,47,538,.409,17.5,.522,.147,.095,.164,.121,.478,.463,.647,.364,.395,.393,.351,.589,.039,8,.821,.279,.355,3,0
2017-18,32,HOU,NBA,SG,41,929,.407,20.0,.278,.121,.036,.070,.051,.722,.504,.560,.400,.483,.476,.369,.500,.036,13,.773,.262,.385,2,0
2018-19,33,HOU,NBA,SG,73,1473,.400,20.9,.237,.097,.064,.040,.036,.763,.547,.750,.486,.261,.429,.354,.680,.021,10,.910,.313,.413,1,0
Career,,,NBA,,658,13026,.417,17.6,.519,.152,.072,.114,.180,.481,.469,.625,.415,.414,.393,.361,.488,.052,248,.864,.279,.391,18,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,BOS,NBA,,160,2692,.425,15.7,.649,.199,.096,.114,.241,.351,.460,.557,.364,.429,.431,.360,.559,.060,55,.907,.288,.393,5,1
2 seasons,,PHO,NBA,,156,3776,.433,18.0,.497,.138,.064,.126,.169,.503,.486,.672,.435,.406,.412,.380,.381,.053,85,.798,.268,.417,5,0
3 seasons,,HOU,NBA,,115,2406,.404,20.5,.257,.110,.052,.052,.042,.743,.533,.670,.462,.385,.452,.360,.603,.028,24,.853,.292,.403,3,0
1 season,,MIA,NBA,,69,1557,.392,16.8,.557,.148,.075,.135,.199,.443,.446,.586,.318,.494,.359,.323,.527,.046,22,.929,.335,.333,1,0
1 season,,IND,NBA,,60,1080,.366,17.8,.557,.137,.075,.130,.215,.443,.407,.638,.375,.364,.297,.314,.417,.068,25,.983,.218,.293,1,0
1 season,,DAL,NBA,,38,376,.439,14.2,.744,.244,.067,.167,.267,.256,.485,.659,.417,.400,.396,.304,.492,.056,10,.929,.304,.214,0,0
1 season,,NJN,NBA,,31,781,.481,16.4,.656,.166,.103,.141,.247,.344,.529,.736,.606,.467,.392,.391,.568,.078,21,.953,.218,.417,3,0
1 season,,MIN,NBA,,29,358,.331,16.0,.736,.176,.047,.149,.365,.264,.312,.385,.429,.227,.296,.385,.471,.054,6,1.000,.282,.545,0,0
