,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2001-02,23,SAC,NBA,PG,16,661,.444,15.2,.770,.206,.078,.062,.424,.230,.449,.547,.450,.625,.376,.424,.371,.000,0,.880,.237,.571,0,0
2002-03,24,SAC,NBA,PG,12,404,.422,14.7,.711,.259,.044,.074,.333,.289,.479,.686,.500,.400,.333,.282,.370,.000,0,1.000,.385,.200,0,0
2003-04,25,SAC,NBA,PG,12,497,.429,14.3,.719,.255,.102,.061,.301,.281,.426,.540,.350,.500,.339,.436,.417,.000,0,.917,.309,.529,0,0
2004-05,26,SAC,NBA,PG,5,200,.391,14.9,.750,.217,.087,.065,.380,.250,.449,.650,.375,.667,.314,.217,.290,.000,0,.600,.130,.000,0,0
2005-06,27,SAC,NBA,PG,6,255,.348,16.7,.717,.130,.120,.011,.457,.283,.348,.500,.455,.000,.286,.346,.304,.000,0,.667,.115,.000,0,0
2007-08,29,ATL,NBA,PG,7,252,.338,18.7,.631,.138,.031,.062,.400,.369,.366,.667,1.000,.250,.231,.292,.400,.000,0,1.000,.083,.500,0,0
2008-09,30,ATL,NBA,PG,11,390,.462,19.3,.547,.085,.075,.057,.330,.453,.397,.556,.500,.000,.400,.542,.435,.000,0,.885,.125,.333,0,0
2009-10,31,ATL,NBA,PG,11,292,.450,20.4,.575,.038,.025,.038,.475,.425,.478,.667,.000,.333,.500,.412,.545,.000,0,.929,.324,.545,0,0
2010-11,32,MIA,NBA,PG,20,415,.281,21.7,.313,.031,.021,.052,.208,.688,.333,.667,.000,.600,.250,.258,.200,.000,0,1.000,.318,.238,0,0
2011-12,33,NYK,NBA,PG,5,118,.391,22.6,.261,.043,.000,.043,.174,.739,.333,1.000,,.000,.250,.412,1.000,.000,0,1.000,.353,.667,0,0
Career,,,NBA,,105,3484,.408,16.7,.658,.171,.069,.056,.362,.342,.427,.590,.418,.453,.349,.371,.383,.000,0,.903,.251,.388,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,SAC,NBA,,51,2017,.418,15.0,.738,.220,.084,.058,.376,.262,.437,.582,.415,.533,.341,.366,.365,.000,0,.865,.257,.385,0,0
3 seasons,,ATL,NBA,,29,934,.426,19.5,.578,.084,.048,.052,.394,.422,.414,.619,.500,.154,.394,.443,.467,.000,0,.915,.179,.474,0,0
1 season,,MIA,NBA,,20,415,.281,21.7,.313,.031,.021,.052,.208,.688,.333,.667,.000,.600,.250,.258,.200,.000,0,1.000,.318,.238,0,0
1 season,,NYK,NBA,,5,118,.391,22.6,.261,.043,.000,.043,.174,.739,.333,1.000,,.000,.250,.412,1.000,.000,0,1.000,.353,.667,0,0
