Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995-96,22,MIN,NBA,SF,57,0,10,1,2.6,0.369,0.1,0.2,0.308,0.9,2.4,0.375,0.383,1.3,2,0.638,1,1.2,2.2,0.8,0.7,0.4,1.2,1.6,3.3
1996-97,23,PHI,NBA,SF,75,17,22.7,3.3,7.1,0.469,0.3,1.2,0.258,3,5.9,0.514,0.492,1.5,2.2,0.673,1.8,2.5,4.3,1.8,1.1,0.4,1.6,3.1,8.5
1997-98,24,PHI,NBA,SF,71,12,12.8,1.5,3.4,0.447,0,0.1,0,1.5,3.4,0.458,0.447,0.9,1.4,0.634,0.9,1.3,2.2,1,0.7,0.3,1.3,1.3,4
1998-99,25,MIA,NBA,SF,4,1,8.8,0.5,1.5,0.333,0,0,NA,0.5,1.5,0.333,0.333,1.3,1.5,0.833,0.5,1.3,1.8,0.3,0.3,0,1.8,3,2.3
1999-00,26,GSW,NBA,SF,23,7,20.2,2.4,6,0.409,0,0.1,0,2.4,5.9,0.415,0.409,1.3,2,0.66,1.3,2.3,3.7,1.7,1.1,0.2,1.7,2.3,6.2
Career,NA,,NBA,,230,37,16,2.1,4.7,0.442,0.1,0.5,0.246,1.9,4.2,0.465,0.455,1.2,1.9,0.655,1.3,1.8,3,1.3,0.9,0.3,1.4,2.1,5.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,PHI,NBA,,146,29,17.9,2.5,5.3,0.462,0.2,0.7,0.242,2.3,4.7,0.494,0.478,1.2,1.8,0.658,1.4,1.9,3.3,1.4,0.9,0.3,1.4,2.2,6.3
1 season,NA,MIN,NBA,,57,0,10,1,2.6,0.369,0.1,0.2,0.308,0.9,2.4,0.375,0.383,1.3,2,0.638,1,1.2,2.2,0.8,0.7,0.4,1.2,1.6,3.3
1 season,NA,GSW,NBA,,23,7,20.2,2.4,6,0.409,0,0.1,0,2.4,5.9,0.415,0.409,1.3,2,0.66,1.3,2.3,3.7,1.7,1.1,0.2,1.7,2.3,6.2
1 season,NA,MIA,NBA,,4,1,8.8,0.5,1.5,0.333,0,0,NA,0.5,1.5,0.333,0.333,1.3,1.5,0.833,0.5,1.3,1.8,0.3,0.3,0,1.8,3,2.3
