,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,19,ATL,NBA,SF,74,2050,.455,7.7,.962,.498,.133,.100,.231,.038,.466,.637,.213,.200,.360,.174,.611,.199,114,1.000,.435,.300,2,0
2005-06,20,ATL,NBA,SF,80,2559,.425,11.2,.858,.364,.110,.093,.291,.142,.444,.599,.247,.292,.373,.309,.641,.099,75,.941,.345,.289,3,0
2006-07,21,ATL,NBA,SF,72,2647,.439,10.0,.847,.449,.116,.038,.244,.153,.473,.623,.296,.184,.326,.250,.543,.110,101,.947,.191,.207,1,0
2007-08,22,ATL,NBA,PF,81,2873,.457,8.6,.913,.434,.196,.085,.198,.087,.477,.663,.329,.271,.304,.253,.629,.099,109,.920,.283,.214,1,0
2008-09,23,ATL,NBA,PF,69,2421,.492,8.8,.898,.403,.244,.060,.191,.102,.514,.690,.430,.196,.352,.299,.630,.128,102,.885,.207,.333,0,0
2009-10,24,ATL,NBA,PF,81,2871,.505,6.5,.993,.550,.191,.026,.226,.007,.508,.658,.372,.346,.279,.000,.621,.144,134,,.286,.000,1,0
2010-11,25,ATL,NBA,PF,77,2645,.477,12.0,.852,.313,.174,.071,.294,.148,.503,.687,.425,.270,.408,.331,.661,.095,98,.980,.318,.408,0,0
2011-12,26,ATL,NBA,PF,66,2329,.458,11.7,.901,.304,.184,.058,.354,.099,.480,.693,.394,.313,.369,.257,.622,.078,83,.964,.367,.300,1,0
2012-13,27,ATL,NBA,PF,76,2683,.465,11.3,.830,.318,.224,.050,.238,.170,.498,.771,.366,.186,.324,.303,.599,.107,123,.967,.169,.235,2,0
2013-14,28,DET,NBA,SF,77,2730,.419,12.5,.785,.244,.247,.064,.230,.215,.462,.711,.341,.342,.360,.264,.544,.062,74,.957,.158,.262,0,0
2014-15,29,TOT,NBA,PF,83,2300,.419,11.1,.769,.295,.293,.037,.144,.231,.451,.636,.349,.324,.310,.316,.579,.047,42,.958,.232,.434,0,0
2014-15,29,DET,NBA,PF,28,896,.391,10.0,.905,.297,.322,.028,.258,.095,.407,.586,.310,.182,.347,.243,.611,.033,10,.889,.189,.571,0,0
2014-15,29,HOU,NBA,PF,55,1404,.438,11.9,.680,.294,.273,.044,.069,.320,.489,.669,.380,.385,.220,.330,.556,.055,32,.968,.241,.413,0,0
2015-16,30,TOT,NBA,PF,55,880,.364,13.6,.590,.238,.229,.040,.083,.410,.417,.627,.300,.214,.241,.287,.605,.049,14,.951,.133,.263,2,0
2015-16,30,LAC,NBA,PF,32,459,.383,12.3,.678,.283,.233,.050,.111,.322,.418,.608,.333,.111,.250,.310,.627,.078,11,.944,.069,.500,1,0
2015-16,30,HOU,NBA,PF,23,421,.343,15.1,.497,.189,.225,.030,.053,.503,.417,.656,.263,.400,.222,.271,.571,.018,3,.957,.176,.200,1,0
2017-18,32,NOP,NBA,PF,3,12,.250,5.0,1.000,.750,.000,.000,.250,.000,.250,.333,,,.000,,.000,.000,0,,,,0,0
Career,,,NBA,,894,29000,.452,10.4,.860,.367,.198,.060,.236,.140,.480,.669,.354,.266,.345,.285,.607,.100,1069,.953,.229,.307,13,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9 seasons,,ATL,NBA,,676,23078,.465,9.9,.891,.398,.179,.062,.253,.109,.487,.669,.361,.252,.347,.283,.618,.113,939,.951,.263,.290,11,0
2 seasons,,DET,NBA,,105,3626,.413,11.9,.814,.257,.265,.055,.236,.186,.447,.676,.332,.322,.357,.262,.560,.055,84,.949,.162,.306,0,0
2 seasons,,HOU,NBA,,78,1825,.417,12.6,.639,.271,.263,.041,.065,.361,.476,.667,.358,.387,.220,.312,.558,.047,35,.965,.221,.361,1,0
1 season,,LAC,NBA,,32,459,.383,12.3,.678,.283,.233,.050,.111,.322,.418,.608,.333,.111,.250,.310,.627,.078,11,.944,.069,.500,1,0
1 season,,NOP,NBA,,3,12,.250,5.0,1.000,.750,.000,.000,.250,.000,.250,.333,,,.000,,.000,.000,0,,,,0,0
