Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2007-08,22,WAS,NBA,SG,70,695,6.6,0.397,0.058,0.311,8.7,14.9,11.7,8.3,1.5,3.1,25.5,10.4,NA,-0.6,0.6,0,-0.003,NA,-4.4,0.1,-4.3,-0.4
2008-09,23,WAS,NBA,SF,79,2072,10.8,0.483,0.012,0.315,6.2,18.4,12.1,13.8,1.6,2.9,20,10.1,NA,0.5,1.3,1.7,0.04,NA,-1.8,0.7,-1.1,0.5
2009-10,24,TOT,NBA,SF,51,307,3.8,0.345,0,0.135,8.5,21.3,14.8,5.1,0.8,1,23.6,10.6,NA,-0.5,0.3,-0.2,-0.038,NA,-5.7,-0.5,-6.2,-0.3
2009-10,24,WAS,NBA,SF,41,240,4.2,0.355,0,0.125,8,21.4,14.6,4.8,0.9,1,19.2,9.9,NA,-0.3,0.2,-0.1,-0.015,NA,-5.6,-0.3,-5.9,-0.2
2009-10,24,SAC,NBA,SF,10,67,2.4,0.311,0,0.167,10.1,20.8,15.4,6.1,0.8,1.1,35.2,13.1,NA,-0.2,0,-0.2,-0.122,NA,-6.1,-1.3,-7.4,-0.1
2010-11,25,CHA,NBA,SF,52,760,10.4,0.437,0.011,0.214,10,21.8,15.9,9,0.7,3.5,11.2,13.8,NA,0.1,0.9,0.9,0.059,NA,-3.3,0.3,-2.9,-0.2
2011-12,26,GSW,NBA,PF,64,1127,11.8,0.486,0.019,0.252,7.4,17.4,12.4,14,2,2.5,19.4,11.8,NA,0.6,0.9,1.5,0.062,NA,-1.8,1,-0.8,0.3
2012-13,27,TOT,NBA,SF,26,387,7.7,0.422,0,0.179,5.7,18.4,12,7.5,1.8,2.3,16.6,8.7,NA,-0.1,0.4,0.3,0.035,NA,-3.7,1.3,-2.3,0
2012-13,27,TOR,NBA,SF,15,230,7.5,0.462,0,0.188,5.6,19.5,12.4,6.4,1.2,2.8,16.8,8.4,NA,0,0.2,0.2,0.045,NA,-3.8,1,-2.8,0
2012-13,27,NOH,NBA,SF,9,145,9.1,0.434,0,0.095,5.7,17.6,11.5,9.1,3,1.7,18.6,8.6,NA,0,0.1,0.1,0.043,NA,-3.1,2.5,-0.6,0
2012-13,27,IND,NBA,SF,2,12,-6,0,0,0.667,9.5,9.1,9.3,11.5,0,0,0,14.7,NA,-0.1,0,-0.1,-0.239,NA,-9.1,-5.1,-14.2,0
Career,NA,,NBA,,342,5348,9.8,0.454,0.017,0.262,7.4,18.4,12.8,11.5,1.5,2.8,19,11,NA,-0.1,4.2,4.1,0.037,NA,-2.7,0.6,-2.1,-0.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,WAS,NBA,,190,3007,9.3,0.453,0.021,0.298,7,17.8,12.2,11.8,1.5,2.8,21.2,10.2,NA,-0.5,2.1,1.6,0.025,NA,-2.7,0.5,-2.2,-0.2
1 season,NA,GSW,NBA,,64,1127,11.8,0.486,0.019,0.252,7.4,17.4,12.4,14,2,2.5,19.4,11.8,NA,0.6,0.9,1.5,0.062,NA,-1.8,1,-0.8,0.3
1 season,NA,CHA,NBA,,52,760,10.4,0.437,0.011,0.214,10,21.8,15.9,9,0.7,3.5,11.2,13.8,NA,0.1,0.9,0.9,0.059,NA,-3.3,0.3,-2.9,-0.2
1 season,NA,TOR,NBA,,15,230,7.5,0.462,0,0.188,5.6,19.5,12.4,6.4,1.2,2.8,16.8,8.4,NA,0,0.2,0.2,0.045,NA,-3.8,1,-2.8,0
1 season,NA,SAC,NBA,,10,67,2.4,0.311,0,0.167,10.1,20.8,15.4,6.1,0.8,1.1,35.2,13.1,NA,-0.2,0,-0.2,-0.122,NA,-6.1,-1.3,-7.4,-0.1
1 season,NA,NOH,NBA,,9,145,9.1,0.434,0,0.095,5.7,17.6,11.5,9.1,3,1.7,18.6,8.6,NA,0,0.1,0.1,0.043,NA,-3.1,2.5,-0.6,0
1 season,NA,IND,NBA,,2,12,-6,0,0,0.667,9.5,9.1,9.3,11.5,0,0,0,14.7,NA,-0.1,0,-0.1,-0.239,NA,-9.1,-5.1,-14.2,0
